vehicle_id,initial_node_id,available_hour,risk_factor,risk_percentile,vehicle_type,hazard_class,admission_indicator
VEH000359,NOD000678,0.0,0.8645835,0.229167,半挂牵引车,危货,1
VEH000433,NOD000678,0.0,0.751736,0.003472,半挂牵引车,危货,1
VEH000508,NOD000678,0.0,0.890625,0.28125,半挂牵引车,普货,1
VEH000355,NOD000678,0.0,0.777778,0.055556,半挂牵引车,危货,1
VEH000458,NOD000678,0.0,0.980903,0.461806,半挂牵引车,普货,1
VEH000016,NOD000678,0.0,1.171875,0.84375,半挂牵引车,普货,1
VEH000094,NOD000678,0.0,1.144097,0.788194,半挂牵引车,普货,1
VEH000340,NOD000678,0.0,0.878472,0.256944,半挂牵引车,危货,1
VEH000354,NOD000678,0.0,1.1510415,0.802083,半挂牵引车,普货,1
VEH000263,NOD000678,0.0,0.814236,0.128472,半挂牵引车,危货,1
VEH000488,NOD000678,0.0,0.8697915,0.239583,半挂牵引车,危货,1
VEH000044,NOD000678,0.0,1.1770835,0.854167,半挂牵引车,普货,1
VEH000440,NOD000678,0.0,1.045139,0.590278,半挂牵引车,普货,1
VEH000274,NOD000678,0.0,0.753472,0.006944,半挂牵引车,危货,1
VEH000394,NOD000678,0.0,0.8541665,0.208333,半挂牵引车,危货,1
VEH000341,NOD000678,0.0,1.076389,0.652778,半挂牵引车,普货,1
VEH000323,NOD000678,0.0,0.8680555,0.236111,半挂牵引车,危货,1
VEH000515,NOD000678,0.0,0.9010415,0.302083,半挂牵引车,普货,1
VEH000424,NOD000678,0.0,0.8038195,0.107639,半挂牵引车,危货,1
VEH000423,NOD000678,0.0,0.842014,0.184028,半挂牵引车,危货,1
VEH000070,NOD000678,0.0,1.1180555,0.736111,半挂牵引车,普货,1
VEH000031,NOD000678,0.0,1.220486,0.940972,半挂牵引车,普货,1
VEH000046,NOD000678,0.0,0.875,0.25,半挂牵引车,普货,1
VEH000419,NOD000678,0.0,0.855903,0.211806,半挂牵引车,危货,1
VEH000219,NOD000678,0.0,0.9600695,0.420139,半挂牵引车,普货,1
VEH000519,NOD000678,0.0,1.0364585,0.572917,半挂牵引车,普货,1
VEH000510,NOD000678,0.0,0.8489585,0.197917,,,1
VEH000467,NOD000678,0.0,0.876736,0.253472,半挂牵引车,危货,1
VEH000091,NOD000678,0.0,1.215278,0.930556,半挂牵引车,普货,1
VEH000218,NOD000678,0.0,0.939236,0.378472,重型半挂牵引车,普货,1
VEH000303,NOD000678,0.0,1.03125,0.5625,半挂牵引车,普货,1
VEH000006,NOD000678,0.0,1.111111,0.722222,半挂牵引车,普货,1
VEH000058,NOD000678,0.0,1.0208335,0.541667,半挂牵引车,普货,1
VEH000339,NOD000678,0.0,0.949653,0.399306,半挂牵引车,普货,1
VEH000521,NOD000678,0.0,1.1354165,0.770833,半挂牵引车,普货,1
VEH000014,NOD000678,0.0,1.090278,0.680556,半挂牵引车,普货,1
VEH000335,NOD000678,0.0,1.0520835,0.604167,半挂牵引车,普货,1
VEH000296,NOD000678,0.0,0.9947915,0.489583,半挂牵引车,普货,1
VEH000421,NOD000678,0.0,0.810764,0.121528,半挂牵引车,危货,1
VEH000098,NOD000678,0.0,1.043403,0.586806,半挂牵引车,危货,1
VEH000414,NOD000678,0.0,0.8836805,0.267361,半挂牵引车,危货,1
VEH000086,NOD000678,0.0,1.1666665,0.833333,半挂牵引车,普货,1
VEH000064,NOD000678,0.0,0.8975695,0.295139,半挂牵引车,普货,1
VEH000096,NOD000678,0.0,0.888889,0.277778,半挂牵引车,普货,1
VEH000329,NOD000678,0.0,0.918403,0.336806,半挂牵引车,普货,1
VEH000522,NOD000678,0.0,1.137153,0.774306,半挂牵引车,普货,1
VEH000429,NOD000678,0.0,0.847222,0.194444,半挂牵引车,危货,1
VEH000318,NOD000678,0.0,0.9427085,0.385417,半挂牵引车,普货,1
VEH000306,NOD000678,0.0,1.081597,0.663194,半挂牵引车,普货,1
VEH000281,NOD000678,0.0,0.7569445,0.013889,半挂牵引车,危货,1
