vehicle_id,initial_node_id,available_hour,risk_factor,risk_percentile,vehicle_type,hazard_class,admission_indicator
VEH000364,NOD000678,0.0,1.128472,0.756944,半挂牵引车,普货,1
VEH000324,NOD000678,0.0,1.029514,0.559028,半挂牵引车,普货,1
VEH000402,NOD000678,0.0,0.800347,0.100694,半挂牵引车,危货,1
VEH000414,NOD000678,0.0,0.8836805,0.267361,半挂牵引车,危货,1
VEH000393,NOD000678,0.0,0.8350695,0.170139,半挂牵引车,危货,1
VEH000506,NOD000678,0.0,0.8854165,0.270833,半挂牵引车,危货,1
VEH000417,NOD000678,0.0,0.831597,0.163194,半挂牵引车,危货,1
VEH000252,NOD000678,0.0,1.0069445,0.513889,半挂牵引车,普货,1
VEH000395,NOD000678,0.0,0.8125,0.125,半挂牵引车,危货,1
VEH000450,NOD000678,0.0,1.112847,0.725694,半挂牵引车,普货,1
VEH000226,NOD000678,0.0,1.0833335,0.666667,半挂牵引车,普货,1
VEH000007,NOD000678,0.0,1.2083335,0.916667,半挂牵引车,普货,0
VEH000527,NOD000678,0.0,1.1041665,0.708333,半挂牵引车,普货,1
VEH000069,NOD000678,0.0,1.1336805,0.767361,半挂牵引车,普货,0
VEH000384,NOD000678,0.0,1.0572915,0.614583,半挂牵引车,普货,1
VEH000083,NOD000678,0.0,1.246528,0.993056,半挂牵引车,普货,0
VEH000392,NOD000678,0.0,0.8020835,0.104167,半挂牵引车,危货,1
VEH000097,NOD000678,0.0,0.953125,0.40625,,,1
VEH000249,NOD000678,0.0,1.0416665,0.583333,半挂牵引车,普货,1
VEH000419,NOD000678,0.0,0.855903,0.211806,半挂牵引车,危货,1
VEH000482,NOD000678,0.0,0.9635415,0.427083,半挂牵引车,普货,1
VEH000367,NOD000678,0.0,0.9270835,0.354167,半挂牵引车,普货,1
VEH000514,NOD000678,0.0,1.142361,0.784722,半挂牵引车,普货,0
VEH000274,NOD000678,0.0,0.753472,0.006944,半挂牵引车,危货,1
VEH000389,NOD000678,0.0,0.824653,0.149306,半挂牵引车,危货,1
VEH000068,NOD000678,0.0,1.015625,0.53125,半挂牵引车,普货,1
VEH000048,NOD000678,0.0,1.0052085,0.510417,半挂牵引车,普货,1
VEH000300,NOD000678,0.0,1.09375,0.6875,半挂牵引车,普货,1
VEH000509,NOD000678,0.0,1.0868055,0.673611,半挂牵引车,普货,1
VEH000532,NOD000678,0.0,0.954861,0.409722,半挂牵引车,普货,1
VEH000318,NOD000678,0.0,0.9427085,0.385417,半挂牵引车,普货,1
VEH000321,NOD000678,0.0,1.154514,0.809028,半挂牵引车,普货,0
VEH000397,NOD000678,0.0,0.793403,0.086806,半挂牵引车,危货,1
VEH000066,NOD000678,0.0,1.1163195,0.732639,半挂牵引车,普货,1
VEH000380,NOD000678,0.0,1.0381945,0.576389,半挂牵引车,普货,1
VEH000334,NOD000678,0.0,1.1631945,0.826389,半挂牵引车,普货,0
VEH000357,NOD000678,0.0,1.2395835,0.979167,半挂牵引车,危货,0
VEH000099,NOD000678,0.0,1.0989585,0.697917,半挂牵引车,危货,1
VEH000242,NOD000678,0.0,1.222222,0.944444,半挂牵引车,普货,0
VEH000427,NOD000678,0.0,0.8229165,0.145833,半挂牵引车,危货,1
VEH000073,NOD000678,0.0,1.095486,0.690972,半挂牵引车,普货,1
VEH000090,NOD000678,0.0,1.074653,0.649306,半挂牵引车,普货,1
VEH000266,NOD000678,0.0,0.765625,0.03125,半挂牵引车,危货,1
VEH000323,NOD000678,0.0,0.8680555,0.236111,半挂牵引车,危货,1
VEH000284,NOD000678,0.0,0.8506945,0.201389,半挂牵引车,危货,1
VEH000303,NOD000678,0.0,1.03125,0.5625,半挂牵引车,普货,1
VEH000373,NOD000678,0.0,0.9739585,0.447917,半挂牵引车,普货,1
VEH000010,NOD000678,0.0,1.201389,0.902778,半挂牵引车,普货,0
VEH000346,NOD000678,0.0,0.8993055,0.298611,半挂牵引车,危货,1
VEH000230,NOD000678,0.0,1.140625,0.78125,半挂牵引车,普货,0
VEH000025,NOD000678,0.0,1.1822915,0.864583,半挂牵引车,普货,0
VEH000508,NOD000678,0.0,0.890625,0.28125,半挂牵引车,普货,1
VEH000046,NOD000678,0.0,0.875,0.25,半挂牵引车,普货,1
VEH000275,NOD000678,0.0,0.7708335,0.041667,半挂牵引车,危货,1
VEH000096,NOD000678,0.0,0.888889,0.277778,半挂牵引车,普货,1
VEH000071,NOD000678,0.0,1.003472,0.506944,半挂牵引车,普货,1
VEH000366,NOD000678,0.0,1.012153,0.524306,半挂牵引车,普货,1
VEH000003,NOD000678,0.0,1.2118055,0.923611,半挂牵引车,普货,0
VEH000290,NOD000678,0.0,0.795139,0.090278,半挂牵引车,危货,1
VEH000307,NOD000678,0.0,1.230903,0.961806,半挂牵引车,普货,0
VEH000312,NOD000678,0.0,1.1302085,0.760417,半挂牵引车,普货,1
VEH000377,NOD000678,0.0,0.782986,0.065972,半挂牵引车,危货,1
VEH000386,NOD000678,0.0,0.7899305,0.079861,半挂牵引车,危货,1
VEH000385,NOD000678,0.0,0.8194445,0.138889,半挂牵引车,危货,1
VEH000314,NOD000678,0.0,0.9913195,0.482639,半挂牵引车,危货,1
VEH000499,NOD000678,0.0,0.887153,0.274306,半挂牵引车,危货,1
VEH000441,NOD000678,0.0,1.190972,0.881944,半挂牵引车,普货,0
VEH000513,NOD000678,0.0,0.9774305,0.454861,半挂牵引车,普货,1
VEH000423,NOD000678,0.0,0.842014,0.184028,半挂牵引车,危货,1
VEH000511,NOD000678,0.0,0.920139,0.340278,半挂牵引车,普货,1
VEH000043,NOD000678,0.0,0.9444445,0.388889,半挂牵引车,普货,1
VEH000342,NOD000678,0.0,1.013889,0.527778,半挂牵引车,普货,1
VEH000061,NOD000678,0.0,1.189236,0.878472,半挂牵引车,普货,0
VEH000517,NOD000678,0.0,0.9375,0.375,半挂牵引车,普货,1
VEH000277,NOD000678,0.0,0.840278,0.180556,半挂牵引车,危货,1
