scenario_id,probability,empty_risk_per_km
S001,0.01,0.0027778044
S002,0.01,0.0077087696
S003,0.01,0.0077428963
S004,0.01,0.00125
S005,0.01,0.0056622163
S006,0.01,0.0054116053
S007,0.01,0.0033212098
S008,0.01,0.0049101387
S009,0.01,0.0061372342
S010,0.01,0.0038406797
S011,0.01,0.0034919078
S012,0.01,0.0027636068
S013,0.01,0.0023780544
S014,0.01,0.00125
S015,0.01,0.0034548269
S016,0.01,0.003607891
S017,0.01,0.0034351869
S018,0.01,0.00125
S019,0.01,0.0068000162
S020,0.01,0.00125
S021,0.01,0.0036636668
S022,0.01,0.018484252
S023,0.01,0.0025264019
S024,0.01,0.0131545038
S025,0.01,0.00125
S026,0.01,0.00125
S027,0.01,0.00125
S028,0.01,0.0020446974
S029,0.01,0.003509032
S030,0.01,0.0029478677
S031,0.01,0.00125
S032,0.01,0.0022963064
S033,0.01,0.0031052233
S034,0.01,0.00125
S035,0.01,0.00125
S036,0.01,0.0035467202
S037,0.01,0.0023692356
S038,0.01,0.00125
S039,0.01,0.00125
S040,0.01,0.006052092
S041,0.01,0.0029761606
S042,0.01,0.0046973728
S043,0.01,0.007092459
S044,0.01,0.00125
S045,0.01,0.00125
S046,0.01,0.010453084
S047,0.01,0.0042121328
S048,0.01,0.0026870898
S049,0.01,0.0034515622
S050,0.01,0.0041391817
S051,0.01,0.00125
S052,0.01,0.0040163994
S053,0.01,0.0034351869
S054,0.01,0.006352115
S055,0.01,0.007315445
S056,0.01,0.00125
S057,0.01,0.0026290835
S058,0.01,0.0026274415
S059,0.01,0.00125
S060,0.01,0.00125
S061,0.01,0.00125
S062,0.01,0.0023894928
S063,0.01,0.0029919433
S064,0.01,0.0038582525
S065,0.01,0.0035996524
S066,0.01,0.0059605681
S067,0.01,0.0052066579
S068,0.01,0.002741511
S069,0.01,0.00125
S070,0.01,0.0038582525
S071,0.01,0.0034548269
S072,0.01,0.0043756448
S073,0.01,0.0028297043
S074,0.01,0.0056160558
S075,0.01,0.0019865581
S076,0.01,0.00125
S077,0.01,0.00125
S078,0.01,0.0143601269
S079,0.01,0.0028297043
S080,0.01,0.00125
S081,0.01,0.0078847997
S082,0.01,0.00125
S083,0.01,0.0048697547
S084,0.01,0.0016872599
S085,0.01,0.0034551671
S086,0.01,0.00125
S087,0.01,0.0096009178
S088,0.01,0.00125
S089,0.01,0.00125
S090,0.01,0.0025060512
S091,0.01,0.0053804063
S092,0.01,0.0032871367
S093,0.01,0.0042261413
S094,0.01,0.00125
S095,0.01,0.0028285692
S096,0.01,0.0036717729
S097,0.01,0.0019865581
S098,0.01,0.0036794144
S099,0.01,0.0109788362
S100,0.01,0.0051299405
