scenario_id,probability,empty_risk_per_km
S001,0.01,0.0032827049
S002,0.01,0.0025938111
S003,0.01,0.003962464
S004,0.01,0.00125
S005,0.01,0.00125
S006,0.01,0.0053450113
S007,0.01,0.0053964347
S008,0.01,0.00125
S009,0.01,0.0035569589
S010,0.01,0.00125
S011,0.01,0.0026944338
S012,0.01,0.0089009947
S013,0.01,0.0036636668
S014,0.01,0.00125
S015,0.01,0.0078847997
S016,0.01,0.0030853784
S017,0.01,0.00125
S018,0.01,0.0061030897
S019,0.01,0.0016335079
S020,0.01,0.0031673649
S021,0.01,0.0028958106
S022,0.01,0.0042166957
S023,0.01,0.0070488988
S024,0.01,0.0037614506
S025,0.01,0.0039795756
S026,0.01,0.00125
S027,0.01,0.0037614506
S028,0.01,0.0035840763
S029,0.01,0.0074416989
S030,0.01,0.00125
S031,0.01,0.0023780544
S032,0.01,0.003056944
S033,0.01,0.004234179
S034,0.01,0.015571741
S035,0.01,0.0037169458
S036,0.01,0.003962464
S037,0.01,0.00125
S038,0.01,0.0040604357
S039,0.01,0.0037379509
S040,0.01,0.0035569589
S041,0.01,0.0029554912
S042,0.01,0.0085120899
S043,0.01,0.0029539018
S044,0.01,0.013737937
S045,0.01,0.0023901186
S046,0.01,0.00125
S047,0.01,0.0029554912
S048,0.01,0.0016187712
S049,0.01,0.007172111
S050,0.01,0.003016771
S051,0.01,0.0058051066
S052,0.01,0.00125
S053,0.01,0.002553921
S054,0.01,0.0058051066
S055,0.01,0.00283938
S056,0.01,0.0049979671
S057,0.01,0.0047132632
S058,0.01,0.00125
S059,0.01,0.0026290835
S060,0.01,0.006352115
S061,0.01,0.00125
S062,0.01,0.0062277188
S063,0.01,0.00125
S064,0.01,0.0037182185
S065,0.01,0.0042898585
S066,0.01,0.005955006
S067,0.01,0.00125
S068,0.01,0.0036877841
S069,0.01,0.0021439682
S070,0.01,0.0021852114
S071,0.01,0.0046147029
S072,0.01,0.00125
S073,0.01,0.00125
S074,0.01,0.00125
S075,0.01,0.0038232984
S076,0.01,0.0052938866
S077,0.01,0.0040598433
S078,0.01,0.0032418974
S079,0.01,0.0017518306
S080,0.01,0.0043416926
S081,0.01,0.00125
S082,0.01,0.0051299405
S083,0.01,0.0042898585
S084,0.01,0.0039285635
S085,0.01,0.0109788362
S086,0.01,0.00125
S087,0.01,0.00125
S088,0.01,0.0074548664
S089,0.01,0.0024789123
S090,0.01,0.0028685828
S091,0.01,0.0025938111
S092,0.01,0.0043622462
S093,0.01,0.0077087696
S094,0.01,0.0048697547
S095,0.01,0.0040568473
S096,0.01,0.002770375
S097,0.01,0.00125
S098,0.01,0.00125
S099,0.01,0.005955006
S100,0.01,0.0029324669
