task_id,scenario_id,self_base_loss,outsourced_loss
T00001,S001,2.405619,2.405619
T00001,S002,0.98588556,0.98588556
T00001,S003,1.18651401,1.18651401
T00001,S004,0.29132549,0.29132549
T00001,S005,0.47192381,0.47192381
T00001,S006,2.08158267,2.08158267
T00001,S007,3.02858659,3.02858659
T00001,S008,0.59720232,0.59720232
T00001,S009,2.20409233,2.20409233
T00001,S010,0.21254426,0.21254426
T00001,S011,0.91971542,0.91971542
T00001,S012,5.23107879,5.23107879
T00001,S013,1.35753187,1.35753187
T00001,S014,0.38986269,0.38986269
T00001,S015,4.38729187,4.38729187
T00001,S016,0.98586783,0.98586783
T00001,S017,0.53564322,0.53564322
T00001,S018,6.46806326,6.46806326
T00001,S019,0.001,0.001
T00001,S020,1.06042871,1.06042871
T00001,S021,1.61511624,1.61511624
T00001,S022,2.87115208,2.87115208
T00001,S023,2.7290893,2.7290893
T00001,S024,1.21385432,1.21385432
T00001,S025,2.98978635,2.98978635
T00001,S026,0.8055745,0.8055745
T00001,S027,2.29298505,2.29298505
T00001,S028,1.37693842,1.37693842
T00001,S029,5.1560126,5.1560126
T00001,S030,0.82665224,0.82665224
T00001,S031,0.95304051,0.95304051
T00001,S032,2.05334137,2.05334137
T00001,S033,3.12113188,3.12113188
T00001,S034,6.31909653,6.31909653
T00001,S035,1.6236101,1.6236101
T00001,S036,2.89864697,2.89864697
T00001,S037,0.40093086,0.40093086
T00001,S038,1.24578239,1.24578239
T00001,S039,1.1784608,1.1784608
T00001,S040,0.64805803,0.64805803
T00001,S041,0.18000575,0.18000575
T00001,S042,3.23691562,3.23691562
T00001,S043,2.02452811,2.02452811
T00001,S044,8.5598572,8.5598572
T00001,S045,0.61288126,0.61288126
T00001,S046,0.50052502,0.50052502
T00001,S047,1.02781567,1.02781567
T00001,S048,0.14253249,0.14253249
T00001,S049,1.84757673,1.84757673
T00001,S050,0.44119224,0.44119224
T00001,S051,1.11362594,1.11362594
T00001,S052,0.35133818,0.35133818
T00001,S053,1.50284012,1.50284012
T00001,S054,2.47615176,2.47615176
T00001,S055,1.33156431,1.33156431
T00001,S056,0.75688879,0.75688879
T00001,S057,2.02870454,2.02870454
T00001,S058,0.61405311,0.61405311
T00001,S059,0.62570358,0.62570358
T00001,S060,2.837719,2.837719
T00001,S061,0.001,0.001
T00001,S062,0.43482765,0.43482765
T00001,S063,0.10578281,0.10578281
T00001,S064,0.23103657,0.23103657
T00001,S065,0.84912086,0.84912086
T00001,S066,0.39666568,0.39666568
T00001,S067,0.34703926,0.34703926
T00001,S068,1.11752717,1.11752717
T00001,S069,1.38024242,1.38024242
T00001,S070,0.001,0.001
T00001,S071,0.73480057,0.73480057
T00001,S072,0.41404612,0.41404612
T00001,S073,0.59813202,0.59813202
T00001,S074,0.43717308,0.43717308
T00001,S075,0.28188595,0.28188595
T00001,S076,1.17966803,1.17966803
T00001,S077,1.82977762,1.82977762
T00001,S078,2.2694798,2.2694798
T00001,S079,1.04841943,1.04841943
T00001,S080,2.31670777,2.31670777
T00001,S081,0.58970874,0.58970874
T00001,S082,2.58234172,2.58234172
T00001,S083,2.8278912,2.8278912
T00001,S084,1.99975926,1.99975926
T00001,S085,4.62705192,4.62705192
T00001,S086,0.58890957,0.58890957
T00001,S087,0.41333208,0.41333208
T00001,S088,0.41517247,0.41517247
T00001,S089,1.01856198,1.01856198
T00001,S090,0.38465099,0.38465099
T00001,S091,1.69607237,1.69607237
T00001,S092,2.88134592,2.88134592
T00001,S093,6.02608003,6.02608003
T00001,S094,0.001,0.001
T00001,S095,0.44029737,0.44029737
T00001,S096,1.50162635,1.50162635
T00001,S097,0.64429539,0.64429539
T00001,S098,0.5878603,0.5878603
T00001,S099,3.96458096,3.96458096
T00001,S100,0.86566432,0.86566432
T00002,S001,0.43839161,0.43839161
T00002,S002,0.1474905,0.1474905
T00002,S003,0.18457691,0.18457691
T00002,S004,0.11514417,0.11514417
T00002,S005,0.16282268,0.16282268
T00002,S006,0.76917548,0.76917548
T00002,S007,0.92541661,0.92541661
T00002,S008,0.34759298,0.34759298
T00002,S009,0.84922446,0.84922446
T00002,S010,0.1224737,0.1224737
T00002,S011,0.37364188,0.37364188
T00002,S012,1.54470569,1.54470569
T00002,S013,0.5186715,0.5186715
T00002,S014,0.25422869,0.25422869
T00002,S015,2.48149674,2.48149674
T00002,S016,0.51391991,0.51391991
T00002,S017,0.19238409,0.19238409
T00002,S018,0.98326131,0.98326131
T00002,S019,0.3675629,0.3675629
T00002,S020,0.53042311,0.53042311
T00002,S021,0.10965396,0.10965396
T00002,S022,0.74120838,0.74120838
T00002,S023,1.19137821,1.19137821
T00002,S024,0.88271646,0.88271646
T00002,S025,0.56562414,0.56562414
T00002,S026,0.1148277,0.1148277
T00002,S027,0.55201405,0.55201405
T00002,S028,0.93096578,0.93096578
T00002,S029,1.48565244,1.48565244
T00002,S030,0.32530377,0.32530377
T00002,S031,0.41046297,0.41046297
T00002,S032,0.81621238,0.81621238
T00002,S033,0.71267384,0.71267384
T00002,S034,2.5772916,2.5772916
T00002,S035,0.7384035,0.7384035
T00002,S036,0.4447,0.4447
T00002,S037,0.18910609,0.18910609
T00002,S038,0.6087665,0.6087665
T00002,S039,0.28719579,0.28719579
T00002,S040,0.43440129,0.43440129
T00002,S041,0.71002864,0.71002864
T00002,S042,1.2492936,1.2492936
T00002,S043,0.03728345,0.03728345
T00002,S044,2.11133566,2.11133566
T00002,S045,0.55113068,0.55113068
T00002,S046,0.2638767,0.2638767
T00002,S047,0.26982457,0.26982457
T00002,S048,0.46013149,0.46013149
T00002,S049,1.51912895,1.51912895
T00002,S050,0.54588257,0.54588257
T00002,S051,0.99583455,0.99583455
T00002,S052,0.13642046,0.13642046
T00002,S053,0.56185579,0.56185579
T00002,S054,0.04592997,0.04592997
T00002,S055,0.50713204,0.50713204
T00002,S056,0.86291165,0.86291165
T00002,S057,0.73283441,0.73283441
T00002,S058,0.25438421,0.25438421
T00002,S059,0.48215759,0.48215759
T00002,S060,0.03889093,0.03889093
T00002,S061,0.29001927,0.29001927
T00002,S062,1.26594757,1.26594757
T00002,S063,0.42640792,0.42640792
T00002,S064,0.59382969,0.59382969
T00002,S065,0.83687127,0.83687127
T00002,S066,1.12434337,1.12434337
T00002,S067,0.19013761,0.19013761
T00002,S068,0.88360796,0.88360796
T00002,S069,0.60914601,0.60914601
T00002,S070,0.33161628,0.33161628
T00002,S071,1.02707886,1.02707886
T00002,S072,0.14129735,0.14129735
T00002,S073,0.11232771,0.11232771
T00002,S074,0.07552342,0.07552342
T00002,S075,0.43475829,0.43475829
T00002,S076,0.51902995,0.51902995
T00002,S077,0.77836155,0.77836155
T00002,S078,0.1606524,0.1606524
T00002,S079,0.2342246,0.2342246
T00002,S080,0.81309048,0.81309048
T00002,S081,0.02746227,0.02746227
T00002,S082,0.72118096,0.72118096
T00002,S083,0.63644107,0.63644107
T00002,S084,0.38033839,0.38033839
T00002,S085,2.11796655,2.11796655
T00002,S086,0.21592838,0.21592838
T00002,S087,0.22203653,0.22203653
T00002,S088,0.87904919,0.87904919
T00002,S089,0.41771333,0.41771333
T00002,S090,0.54506846,0.54506846
T00002,S091,0.24981531,0.24981531
T00002,S092,0.4656338,0.4656338
T00002,S093,1.23114525,1.23114525
T00002,S094,0.001,0.001
T00002,S095,0.44660012,0.44660012
T00002,S096,0.49668304,0.49668304
T00002,S097,0.22338137,0.22338137
T00002,S098,0.0585248,0.0585248
T00002,S099,1.4283488,1.4283488
T00002,S100,0.50387973,0.50387973
T00003,S001,0.67071372,0.67071372
T00003,S002,0.22236371,0.22236371
T00003,S003,0.55076398,0.55076398
T00003,S004,0.38743726,0.38743726
T00003,S005,0.26876318,0.26876318
T00003,S006,1.85882034,1.85882034
T00003,S007,1.14901565,1.14901565
T00003,S008,0.08491734,0.08491734
T00003,S009,0.59962617,0.59962617
T00003,S010,0.28557701,0.28557701
T00003,S011,0.18579168,0.18579168
T00003,S012,2.48063493,2.48063493
T00003,S013,0.32341754,0.32341754
T00003,S014,0.21557882,0.21557882
T00003,S015,2.4228603,2.4228603
T00003,S016,0.4260836,0.4260836
T00003,S017,0.21274241,0.21274241
T00003,S018,2.13666612,2.13666612
T00003,S019,0.25990681,0.25990681
T00003,S020,0.67716748,0.67716748
T00003,S021,0.75267443,0.75267443
T00003,S022,1.79857227,1.79857227
T00003,S023,1.31734689,1.31734689
