task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class
T00001,15.583333333333334,16.4,L0054,L0043,49.0,72.2,0.0,official_public_fixed_time_revised_derived,public,all
T00002,16.933333333333334,17.966666666666665,L0023,L0061,62.0,81.7,0.0,official_public_fixed_time_revised_derived,public,all
T00003,10.816666666666666,12.05,L0063,L0036,74.0,76.95,0.0,official_public_fixed_time_revised_derived,public,all
T00004,10.333333333333334,11.283333333333333,L0050,L0009,57.0,94.05,0.0,official_public_fixed_time_revised_derived,public,all
T00005,12.95,13.833333333333334,L0030,L0058,53.0,76.95,0.0,official_public_fixed_time_revised_derived,public,all
T00006,13.116666666666667,14.1,L0019,L0065,59.0,75.05,0.0,official_public_fixed_time_revised_derived,public,all
T00007,12.833333333333334,13.633333333333333,L0028,L0025,48.0,54.15,0.0,official_public_fixed_time_revised_derived,public,all
T00008,9.516666666666667,10.45,L0069,L0012,56.0,67.45,0.0,official_public_fixed_time_revised_derived,public,all
T00009,7.316666666666666,8.183333333333334,L0041,L0010,52.0,63.65,0.0,official_public_fixed_time_revised_derived,public,all
T00010,11.633333333333333,12.216666666666667,L0050,L0065,35.0,73.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00011,15.3,16.416666666666668,L0036,L0054,67.0,82.64999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00012,12.05,13.133333333333333,L0062,L0041,65.0,100.69999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00013,9.816666666666666,10.9,L0071,L0048,65.0,90.25,0.0,official_public_fixed_time_revised_derived,public,all
T00014,16.6,17.85,L0018,L0008,75.0,82.64999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00015,11.966666666666667,12.75,L0014,L0051,47.0,67.45,0.0,official_public_fixed_time_revised_derived,public,all
T00016,11.066666666666666,11.733333333333333,L0077,L0029,40.0,64.6,0.0,official_public_fixed_time_revised_derived,public,all
T00017,13.1,13.733333333333333,L0060,L0031,38.0,65.55,0.0,official_public_fixed_time_revised_derived,public,all
T00018,14.433333333333334,15.533333333333333,L0060,L0015,66.0,92.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00019,15.65,16.416666666666668,L0061,L0030,46.0,70.3,0.0,official_public_fixed_time_revised_derived,public,all
T00020,17.7,18.433333333333334,L0076,L0059,44.0,66.5,0.0,official_public_fixed_time_revised_derived,public,all
T00021,9.516666666666667,10.633333333333333,L0045,L0056,67.0,76.0,0.0,official_public_fixed_time_revised_derived,public,all
T00022,9.65,10.05,L0076,L0032,24.0,47.5,0.0,official_public_fixed_time_revised_derived,public,all
T00023,13.983333333333333,14.483333333333333,L0012,L0029,30.0,57.0,0.0,official_public_fixed_time_revised_derived,public,all
T00024,14.016666666666667,14.683333333333334,L0025,L0050,40.0,66.5,0.0,official_public_fixed_time_revised_derived,public,all
T00025,11.4,11.866666666666667,L0039,L0062,28.0,54.15,0.0,official_public_fixed_time_revised_derived,public,all
T00026,12.266666666666667,13.05,L0037,L0066,47.0,72.2,0.0,official_public_fixed_time_revised_derived,public,all
T00027,11.216666666666667,11.7,L0054,L0004,29.0,53.199999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00028,14.366666666666667,15.2,L0056,L0048,50.0,73.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00029,7.6,9.116666666666667,L0028,L0061,91.0,95.0,0.0,official_public_fixed_time_revised_derived,public,all
T00030,10.916666666666666,11.716666666666667,L0048,L0060,48.0,70.3,0.0,official_public_fixed_time_revised_derived,public,all
T00031,8.866666666666667,9.716666666666667,L0055,L0023,51.0,62.699999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00032,15.716666666666667,16.383333333333333,L0075,L0035,40.0,68.39999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00033,7.266666666666667,7.866666666666666,L0050,L0065,36.0,74.1,0.0,official_public_fixed_time_revised_derived,public,all
T00034,9.033333333333333,9.383333333333333,L0066,L0026,21.0,41.8,0.0,official_public_fixed_time_revised_derived,public,all
