scenario_id,probability,empty_risk_per_km
S001,0.01,0.0025566039
S002,0.01,0.006006208
S003,0.01,0.0022879932
S004,0.01,0.0042359371
S005,0.01,0.0053465583
S006,0.01,0.0059587021
S007,0.01,0.0049101387
S008,0.01,0.0018231154
S009,0.01,0.0038505244
S010,0.01,0.0124953783
S011,0.01,0.0028685828
S012,0.01,0.0042155812
S013,0.01,0.0034096723
S014,0.01,0.00125
S015,0.01,0.00125
S016,0.01,0.0038232984
S017,0.01,0.007315445
S018,0.01,0.0038505244
S019,0.01,0.003782932
S020,0.01,0.003607891
S021,0.01,0.00125
S022,0.01,0.00125
S023,0.01,0.002523963
S024,0.01,0.0040336602
S025,0.01,0.0087740669
S026,0.01,0.0023901186
S027,0.01,0.0023894928
S028,0.01,0.00125
S029,0.01,0.00125
S030,0.01,0.00125
S031,0.01,0.005860421
S032,0.01,0.00125
S033,0.01,0.0024789123
S034,0.01,0.0033212098
S035,0.01,0.00125
S036,0.01,0.00125
S037,0.01,0.0033433423
S038,0.01,0.0053804063
S039,0.01,0.0040336602
S040,0.01,0.003782932
S041,0.01,0.0022986177
S042,0.01,0.0034351869
S043,0.01,0.0031218613
S044,0.01,0.0023894928
S045,0.01,0.0047132632
S046,0.01,0.00125
S047,0.01,0.0034548269
S048,0.01,0.003782932
S049,0.01,0.0035569589
S050,0.01,0.0056160558
S051,0.01,0.00125
S052,0.01,0.00125
S053,0.01,0.005216074
S054,0.01,0.0035280323
S055,0.01,0.00125
S056,0.01,0.00125
S057,0.01,0.0018231154
S058,0.01,0.0076370654
S059,0.01,0.0084888989
S060,0.01,0.00125
S061,0.01,0.00125
S062,0.01,0.00125
S063,0.01,0.0023780544
S064,0.01,0.0037540378
S065,0.01,0.0116707701
S066,0.01,0.0016335079
S067,0.01,0.0051074867
S068,0.01,0.0027636068
S069,0.01,0.0026066817
S070,0.01,0.001326843
S071,0.01,0.00125
S072,0.01,0.0035280323
S073,0.01,0.00125
S074,0.01,0.0023780544
S075,0.01,0.00125
S076,0.01,0.0042481605
S077,0.01,0.0033322576
S078,0.01,0.0044675381
S079,0.01,0.00125
S080,0.01,0.00125
S081,0.01,0.0049121686
S082,0.01,0.0041391817
S083,0.01,0.002770375
S084,0.01,0.0035840763
S085,0.01,0.00125
S086,0.01,0.0059587021
S087,0.01,0.00125
S088,0.01,0.0053964347
S089,0.01,0.0040163994
S090,0.01,0.013737937
S091,0.01,0.0022879932
S092,0.01,0.00125
S093,0.01,0.0077087696
S094,0.01,0.0052066579
S095,0.01,0.0076370654
S096,0.01,0.0025264019
S097,0.01,0.0079182072
S098,0.01,0.0032031891
S099,0.01,0.0039709374
S100,0.01,0.0039709374
