vehicle_id,task_id,q_ki
VEH000393,TSK000015,1
VEH000506,TSK000015,1
VEH000379,TSK000015,0
VEH000468,TSK000015,1
VEH000368,TSK000015,1
VEH000440,TSK000015,1
VEH000058,TSK000015,1
VEH000278,TSK000015,1
VEH000505,TSK000015,1
VEH000229,TSK000015,1
VEH000084,TSK000015,1
VEH000050,TSK000015,1
VEH000513,TSK000015,1
VEH000015,TSK000015,0
VEH000230,TSK000015,1
VEH000305,TSK000015,1
VEH000388,TSK000015,1
VEH000485,TSK000015,1
VEH000364,TSK000015,1
VEH000420,TSK000015,0
VEH000008,TSK000015,1
VEH000067,TSK000015,0
VEH000378,TSK000015,1
VEH000357,TSK000015,1
VEH000296,TSK000015,1
VEH000414,TSK000015,1
VEH000251,TSK000015,1
VEH000525,TSK000015,1
VEH000339,TSK000015,1
VEH000252,TSK000015,1
VEH000529,TSK000015,1
VEH000344,TSK000015,1
VEH000065,TSK000015,1
VEH000275,TSK000015,1
VEH000057,TSK000015,0
VEH000380,TSK000015,0
VEH000249,TSK000015,1
VEH000066,TSK000015,1
VEH000517,TSK000015,1
VEH000262,TSK000015,0
VEH000271,TSK000015,1
VEH000264,TSK000015,1
VEH000509,TSK000015,0
VEH000060,TSK000015,1
VEH000078,TSK000015,1
VEH000385,TSK000015,1
VEH000391,TSK000015,1
VEH000240,TSK000015,0
VEH000401,TSK000015,0
VEH000043,TSK000015,1
VEH000393,TSK000061,1
VEH000506,TSK000061,1
VEH000379,TSK000061,1
VEH000468,TSK000061,1
VEH000368,TSK000061,0
VEH000440,TSK000061,1
VEH000058,TSK000061,1
VEH000278,TSK000061,1
VEH000505,TSK000061,1
VEH000229,TSK000061,0
VEH000084,TSK000061,1
VEH000050,TSK000061,1
VEH000513,TSK000061,0
VEH000015,TSK000061,1
VEH000230,TSK000061,1
VEH000305,TSK000061,1
VEH000388,TSK000061,1
VEH000485,TSK000061,0
VEH000364,TSK000061,1
VEH000420,TSK000061,1
VEH000008,TSK000061,1
VEH000067,TSK000061,1
VEH000378,TSK000061,1
VEH000357,TSK000061,1
VEH000296,TSK000061,0
VEH000414,TSK000061,1
VEH000251,TSK000061,1
VEH000525,TSK000061,1
VEH000339,TSK000061,1
VEH000252,TSK000061,1
VEH000529,TSK000061,1
VEH000344,TSK000061,1
VEH000065,TSK000061,0
VEH000275,TSK000061,0
VEH000057,TSK000061,0
VEH000380,TSK000061,1
VEH000249,TSK000061,1
VEH000066,TSK000061,1
VEH000517,TSK000061,1
VEH000262,TSK000061,0
VEH000271,TSK000061,1
VEH000264,TSK000061,1
VEH000509,TSK000061,1
VEH000060,TSK000061,1
VEH000078,TSK000061,1
VEH000385,TSK000061,1
VEH000391,TSK000061,1
VEH000240,TSK000061,1
VEH000401,TSK000061,1
VEH000043,TSK000061,0
VEH000393,TSK000347,1
VEH000506,TSK000347,1
VEH000379,TSK000347,1
VEH000468,TSK000347,1
VEH000368,TSK000347,1
VEH000440,TSK000347,0
VEH000058,TSK000347,0
VEH000278,TSK000347,1
VEH000505,TSK000347,1
VEH000229,TSK000347,1
VEH000084,TSK000347,1
VEH000050,TSK000347,1
VEH000513,TSK000347,1
VEH000015,TSK000347,1
VEH000230,TSK000347,1
VEH000305,TSK000347,1
VEH000388,TSK000347,1
VEH000485,TSK000347,1
VEH000364,TSK000347,0
VEH000420,TSK000347,1
VEH000008,TSK000347,1
VEH000067,TSK000347,1
VEH000378,TSK000347,1
VEH000357,TSK000347,1
VEH000296,TSK000347,1
VEH000414,TSK000347,0
VEH000251,TSK000347,1
VEH000525,TSK000347,0
VEH000339,TSK000347,1
VEH000252,TSK000347,1
VEH000529,TSK000347,1
VEH000344,TSK000347,1
VEH000065,TSK000347,0
VEH000275,TSK000347,1
VEH000057,TSK000347,1
VEH000380,TSK000347,1
VEH000249,TSK000347,0
VEH000066,TSK000347,1
VEH000517,TSK000347,1
VEH000262,TSK000347,1
VEH000271,TSK000347,1
VEH000264,TSK000347,1
VEH000509,TSK000347,1
VEH000060,TSK000347,1
VEH000078,TSK000347,0
VEH000385,TSK000347,1
VEH000391,TSK000347,0
VEH000240,TSK000347,0
VEH000401,TSK000347,1
VEH000043,TSK000347,1
VEH000393,TSK000506,1
VEH000506,TSK000506,1
VEH000379,TSK000506,1
VEH000468,TSK000506,0
VEH000368,TSK000506,1
VEH000440,TSK000506,0
VEH000058,TSK000506,0
VEH000278,TSK000506,0
VEH000505,TSK000506,1
VEH000229,TSK000506,0
VEH000084,TSK000506,1
VEH000050,TSK000506,1
VEH000513,TSK000506,0
VEH000015,TSK000506,1
VEH000230,TSK000506,1
VEH000305,TSK000506,1
VEH000388,TSK000506,1
VEH000485,TSK000506,1
VEH000364,TSK000506,1
VEH000420,TSK000506,0
VEH000008,TSK000506,1
VEH000067,TSK000506,1
VEH000378,TSK000506,1
VEH000357,TSK000506,1
VEH000296,TSK000506,1
VEH000414,TSK000506,1
VEH000251,TSK000506,1
VEH000525,TSK000506,1
VEH000339,TSK000506,1
VEH000252,TSK000506,1
VEH000529,TSK000506,1
VEH000344,TSK000506,0
VEH000065,TSK000506,1
VEH000275,TSK000506,1
VEH000057,TSK000506,1
VEH000380,TSK000506,0
VEH000249,TSK000506,1
VEH000066,TSK000506,1
VEH000517,TSK000506,1
VEH000262,TSK000506,1
VEH000271,TSK000506,1
VEH000264,TSK000506,1
VEH000509,TSK000506,1
VEH000060,TSK000506,0
VEH000078,TSK000506,1
