vehicle_id,task_id,q_ki
VEH000264,TSK000075,1
VEH000397,TSK000075,1
VEH000102,TSK000075,1
VEH000459,TSK000075,0
VEH000093,TSK000075,0
VEH000032,TSK000075,0
VEH000087,TSK000075,1
VEH000337,TSK000075,0
VEH000335,TSK000075,0
VEH000284,TSK000075,1
VEH000251,TSK000075,0
VEH000403,TSK000075,0
VEH000267,TSK000075,0
VEH000033,TSK000075,0
VEH000263,TSK000075,0
VEH000262,TSK000075,0
VEH000384,TSK000075,0
VEH000368,TSK000075,1
VEH000379,TSK000075,0
VEH000391,TSK000075,0
VEH000008,TSK000075,0
VEH000426,TSK000075,1
VEH000288,TSK000075,1
VEH000100,TSK000075,1
VEH000098,TSK000075,1
VEH000300,TSK000075,1
VEH000301,TSK000075,1
VEH000361,TSK000075,1
VEH000303,TSK000075,0
VEH000247,TSK000075,1
VEH000339,TSK000075,0
VEH000086,TSK000075,0
VEH000483,TSK000075,1
VEH000016,TSK000075,0
VEH000071,TSK000075,1
VEH000097,TSK000075,0
VEH000318,TSK000075,0
VEH000040,TSK000075,0
VEH000317,TSK000075,1
VEH000252,TSK000075,1
VEH000446,TSK000075,0
VEH000510,TSK000075,1
VEH000420,TSK000075,1
VEH000364,TSK000075,0
VEH000477,TSK000075,0
VEH000393,TSK000075,0
VEH000423,TSK000075,0
VEH000090,TSK000075,1
VEH000078,TSK000075,0
VEH000482,TSK000075,1
VEH000513,TSK000075,1
VEH000014,TSK000075,1
VEH000046,TSK000075,0
VEH000291,TSK000075,0
VEH000388,TSK000075,1
VEH000484,TSK000075,1
VEH000249,TSK000075,1
VEH000314,TSK000075,1
VEH000518,TSK000075,0
VEH000089,TSK000075,1
VEH000516,TSK000075,0
VEH000506,TSK000075,1
VEH000227,TSK000075,0
VEH000340,TSK000075,1
VEH000311,TSK000075,1
VEH000381,TSK000075,0
VEH000085,TSK000075,0
VEH000096,TSK000075,1
VEH000421,TSK000075,0
VEH000468,TSK000075,0
VEH000373,TSK000075,1
VEH000282,TSK000075,1
VEH000411,TSK000075,1
VEH000349,TSK000075,1
VEH000034,TSK000075,1
VEH000530,TSK000075,0
VEH000099,TSK000075,1
VEH000045,TSK000075,1
VEH000377,TSK000075,1
VEH000053,TSK000075,1
VEH000521,TSK000075,1
VEH000077,TSK000075,0
VEH000065,TSK000075,1
VEH000259,TSK000075,0
VEH000026,TSK000075,0
VEH000450,TSK000075,0
VEH000230,TSK000075,1
VEH000015,TSK000075,1
VEH000062,TSK000075,0
VEH000408,TSK000075,1
VEH000430,TSK000075,0
VEH000058,TSK000075,1
VEH000326,TSK000075,0
VEH000257,TSK000075,0
VEH000514,TSK000075,0
VEH000455,TSK000075,0
VEH000231,TSK000075,1
VEH000241,TSK000075,0
VEH000228,TSK000075,1
VEH000028,TSK000075,0
VEH000264,TSK000106,1
VEH000397,TSK000106,0
VEH000102,TSK000106,0
