task_id,scenario_id,self_base_loss,outsourced_loss
T00001,S001,0.30506237,0.30506237
T00001,S002,2.85743338,2.85743338
T00001,S003,0.71353313,0.71353313
T00001,S004,1.66823129,1.66823129
T00001,S005,1.4265366,1.4265366
T00001,S006,2.99148517,2.99148517
T00001,S007,0.88245376,0.88245376
T00001,S008,0.18912308,0.18912308
T00001,S009,2.70777195,2.70777195
T00001,S010,5.25695968,5.25695968
T00001,S011,0.22310715,0.22310715
T00001,S012,2.57256394,2.57256394
T00001,S013,0.54232082,0.54232082
T00001,S014,0.05956613,0.05956613
T00001,S015,0.66729095,0.66729095
T00001,S016,0.4731537,0.4731537
T00001,S017,0.24496289,0.24496289
T00001,S018,0.11639234,0.11639234
T00001,S019,0.81587449,0.81587449
T00001,S020,0.85471463,0.85471463
T00001,S021,1.12030572,1.12030572
T00001,S022,0.13757093,0.13757093
T00001,S023,0.48848265,0.48848265
T00001,S024,1.73310515,1.73310515
T00001,S025,0.63904345,0.63904345
T00001,S026,0.84329378,0.84329378
T00001,S027,0.30988922,0.30988922
T00001,S028,1.62377298,1.62377298
T00001,S029,0.39703175,0.39703175
T00001,S030,0.41784564,0.41784564
T00001,S031,0.11469578,0.11469578
T00001,S032,0.43171088,0.43171088
T00001,S033,0.27549718,0.27549718
T00001,S034,0.48880054,0.48880054
T00001,S035,1.08717942,1.08717942
T00001,S036,0.15648738,0.15648738
T00001,S037,0.40018665,0.40018665
T00001,S038,0.001,0.001
T00001,S039,0.34433793,0.34433793
T00001,S040,0.71552891,0.71552891
T00001,S041,0.36865891,0.36865891
T00001,S042,0.26957114,0.26957114
T00001,S043,1.39714273,1.39714273
T00001,S044,0.82885455,0.82885455
T00001,S045,0.38156407,0.38156407
T00001,S046,1.35129544,1.35129544
T00001,S047,1.50154134,1.50154134
T00001,S048,3.26062696,3.26062696
T00001,S049,1.14220893,1.14220893
T00001,S050,0.27862776,0.27862776
T00001,S051,1.25072761,1.25072761
T00001,S052,0.9718012,0.9718012
T00001,S053,0.39724492,0.39724492
T00001,S054,0.1269966,0.1269966
T00001,S055,2.26109169,2.26109169
T00001,S056,0.8493599,0.8493599
T00001,S057,0.09086571,0.09086571
T00001,S058,0.60593203,0.60593203
T00001,S059,1.1081515,1.1081515
T00001,S060,0.25995498,0.25995498
T00001,S061,0.34255528,0.34255528
T00001,S062,0.15206119,0.15206119
T00001,S063,0.64425217,0.64425217
T00001,S064,6.56060884,6.56060884
T00001,S065,0.71422355,0.71422355
T00001,S066,0.45592374,0.45592374
T00001,S067,0.59249677,0.59249677
T00001,S068,3.93499877,3.93499877
T00001,S069,0.7510718,0.7510718
T00001,S070,0.34895618,0.34895618
T00001,S071,0.90661604,0.90661604
T00001,S072,0.04917794,0.04917794
T00001,S073,1.1082601,1.1082601
T00001,S074,0.59089645,0.59089645
T00001,S075,0.24583328,0.24583328
T00001,S076,0.28404453,0.28404453
T00001,S077,0.001,0.001
T00001,S078,0.20543312,0.20543312
T00001,S079,0.87170991,0.87170991
T00001,S080,0.10613495,0.10613495
T00001,S081,0.12765985,0.12765985
T00001,S082,1.97930696,1.97930696
T00001,S083,0.58128384,0.58128384
T00001,S084,0.0214421,0.0214421
T00001,S085,1.01693453,1.01693453
T00001,S086,1.74258593,1.74258593
T00001,S087,0.27372861,0.27372861
T00001,S088,0.33058449,0.33058449
T00001,S089,0.20432249,0.20432249
T00001,S090,1.84407122,1.84407122
T00001,S091,0.89242608,0.89242608
T00001,S092,1.01119521,1.01119521
T00001,S093,0.82742408,0.82742408
T00001,S094,1.06188391,1.06188391
T00001,S095,0.18931101,0.18931101
T00001,S096,1.06807092,1.06807092
T00001,S097,0.63872705,0.63872705
T00001,S098,0.84673435,0.84673435
T00001,S099,0.57948787,0.57948787
T00001,S100,0.41400649,0.41400649
T00002,S001,0.16785719,0.16785719
T00002,S002,4.43618958,4.43618958
T00002,S003,1.68643906,1.68643906
T00002,S004,0.8696895,0.8696895
T00002,S005,0.75891994,0.75891994
T00002,S006,5.14029982,5.14029982
T00002,S007,1.83592041,1.83592041
T00002,S008,0.2317869,0.2317869
T00002,S009,6.81484654,6.81484654
T00002,S010,6.98079785,6.98079785
T00002,S011,0.47753791,0.47753791
T00002,S012,2.45880998,2.45880998
T00002,S013,0.18468613,0.18468613
T00002,S014,0.33561048,0.33561048
T00002,S015,0.55347756,0.55347756
T00002,S016,2.03493964,2.03493964
T00002,S017,0.30751236,0.30751236
T00002,S018,0.35815584,0.35815584
T00002,S019,1.05420914,1.05420914
T00002,S020,1.1565235,1.1565235
T00002,S021,1.080876,1.080876
T00002,S022,0.44069922,0.44069922
T00002,S023,1.30801645,1.30801645
T00002,S024,1.1106522,1.1106522
T00002,S025,1.23321708,1.23321708
T00002,S026,0.3626757,0.3626757
T00002,S027,0.58944939,0.58944939
T00002,S028,1.02699516,1.02699516
T00002,S029,0.001,0.001
T00002,S030,1.26799747,1.26799747
T00002,S031,0.39831534,0.39831534
T00002,S032,0.27148344,0.27148344
T00002,S033,0.67225675,0.67225675
T00002,S034,0.25371363,0.25371363
T00002,S035,2.07475202,2.07475202
T00002,S036,0.20471153,0.20471153
T00002,S037,0.67302364,0.67302364
T00002,S038,2.2127453,2.2127453
T00002,S039,0.51520501,0.51520501
T00002,S040,1.4667685,1.4667685
T00002,S041,1.38493126,1.38493126
T00002,S042,0.67263073,0.67263073
T00002,S043,0.87758872,0.87758872
T00002,S044,2.37624981,2.37624981
T00002,S045,0.91652989,0.91652989
T00002,S046,2.06066587,2.06066587
T00002,S047,1.99640169,1.99640169
T00002,S048,3.54770121,3.54770121
T00002,S049,3.12064426,3.12064426
T00002,S050,0.24406362,0.24406362
T00002,S051,0.34090095,0.34090095
T00002,S052,1.25897401,1.25897401
T00002,S053,0.05725577,0.05725577
T00002,S054,0.24014591,0.24014591
T00002,S055,2.55381846,2.55381846
T00002,S056,0.93036959,0.93036959
T00002,S057,0.51995402,0.51995402
T00002,S058,1.75089766,1.75089766
T00002,S059,0.001,0.001
T00002,S060,0.48804415,0.48804415
T00002,S061,0.6828247,0.6828247
T00002,S062,0.22804182,0.22804182
T00002,S063,1.8814736,1.8814736
T00002,S064,6.02692044,6.02692044
T00002,S065,1.91082519,1.91082519
T00002,S066,0.68970677,0.68970677
T00002,S067,1.46411951,1.46411951
T00002,S068,4.72550289,4.72550289
T00002,S069,1.08950407,1.08950407
T00002,S070,0.31044783,0.31044783
T00002,S071,1.13772445,1.13772445
T00002,S072,0.2990192,0.2990192
T00002,S073,0.71690668,0.71690668
T00002,S074,1.03139101,1.03139101
T00002,S075,0.34451891,0.34451891
T00002,S076,0.34645736,0.34645736
T00002,S077,3.04203806,3.04203806
T00002,S078,0.29396519,0.29396519
T00002,S079,0.90168977,0.90168977
T00002,S080,0.19634828,0.19634828
T00002,S081,0.63429388,0.63429388
T00002,S082,1.08486736,1.08486736
T00002,S083,4.06180614,4.06180614
T00002,S084,0.39543005,0.39543005
