scenario_id,probability,empty_risk_per_km
S001,0.01,0.0032827049
S002,0.01,0.00125
S003,0.01,0.0040336602
S004,0.01,0.003016771
S005,0.01,0.0040447954
S006,0.01,0.0033199546
S007,0.01,0.0020478845
S008,0.01,0.00125
S009,0.01,0.002834191
S010,0.01,0.00125
S011,0.01,0.0042261413
S012,0.01,0.0018950749
S013,0.01,0.0035996524
S014,0.01,0.007514411
S015,0.01,0.0035750171
S016,0.01,0.007212684
S017,0.01,0.007514411
S018,0.01,0.0052066579
S019,0.01,0.00125
S020,0.01,0.0049219416
S021,0.01,0.0032914313
S022,0.01,0.0069524247
S023,0.01,0.0021879685
S024,0.01,0.0124953783
S025,0.01,0.0029919433
S026,0.01,0.00125
S027,0.01,0.0039591921
S028,0.01,0.00125
S029,0.01,0.0025264019
S030,0.01,0.0032827049
S031,0.01,0.0021439682
S032,0.01,0.0059587021
S033,0.01,0.0043756448
S034,0.01,0.0069039903
S035,0.01,0.0056160558
S036,0.01,0.00125
S037,0.01,0.0022758004
S038,0.01,0.00125
S039,0.01,0.0070488988
S040,0.01,0.0058979794
S041,0.01,0.00125
S042,0.01,0.005860421
S043,0.01,0.0043104964
S044,0.01,0.0029539018
S045,0.01,0.0040163994
S046,0.01,0.0130307971
S047,0.01,0.0025264019
S048,0.01,0.0051502653
S049,0.01,0.00125
S050,0.01,0.00125
S051,0.01,0.0042359371
S052,0.01,0.0027730216
S053,0.01,0.0017562323
S054,0.01,0.0019865581
S055,0.01,0.00125
S056,0.01,0.00125
S057,0.01,0.00125
S058,0.01,0.0092045998
S059,0.01,0.00125
S060,0.01,0.00125
S061,0.01,0.00125
S062,0.01,0.0069039903
S063,0.01,0.0046147029
S064,0.01,0.00125
S065,0.01,0.00125
S066,0.01,0.00125
S067,0.01,0.0021852114
S068,0.01,0.00125
S069,0.01,0.018484252
S070,0.01,0.0024033444
S071,0.01,0.00125
S072,0.01,0.0116707701
S073,0.01,0.0025379436
S074,0.01,0.003016771
S075,0.01,0.00125
S076,0.01,0.0023635701
S077,0.01,0.0042086943
S078,0.01,0.0034551671
S079,0.01,0.0025264019
S080,0.01,0.0027778044
S081,0.01,0.00125
S082,0.01,0.00125
S083,0.01,0.0064394281
S084,0.01,0.0052938866
S085,0.01,0.0051074867
S086,0.01,0.0032756467
S087,0.01,0.018484252
S088,0.01,0.0028285692
S089,0.01,0.00125
S090,0.01,0.00125
S091,0.01,0.00125
S092,0.01,0.00125
S093,0.01,0.0143601269
S094,0.01,0.0020270978
S095,0.01,0.0091042844
S096,0.01,0.00125
S097,0.01,0.0034515622
S098,0.01,0.0033433423
S099,0.01,0.0037169458
S100,0.01,0.00125
