task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class
T00001,15.383333333333333,16.65,L0007,L0059,76.0,96.89999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00002,15.65,16.45,L0015,L0033,48.0,76.0,0.0,official_public_fixed_time_revised_derived,public,all
T00003,9.35,10.3,L0044,L0055,57.0,80.75,0.0,official_public_fixed_time_revised_derived,public,all
T00004,16.883333333333333,17.7,L0048,L0055,49.0,71.25,0.0,official_public_fixed_time_revised_derived,public,all
T00005,14.583333333333334,15.65,L0072,L0025,64.0,79.8,0.0,official_public_fixed_time_revised_derived,public,all
T00006,17.316666666666666,18.55,L0030,L0026,74.0,95.94999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00007,7.466666666666667,8.533333333333333,L0031,L0026,64.0,70.3,0.0,official_public_fixed_time_revised_derived,public,all
T00008,11.2,11.833333333333334,L0030,L0041,38.0,61.75,0.0,official_public_fixed_time_revised_derived,public,all
T00009,16.65,17.866666666666667,L0071,L0024,73.0,95.94999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00010,15.566666666666666,16.433333333333334,L0061,L0069,52.0,71.25,0.0,official_public_fixed_time_revised_derived,public,all
T00011,8.6,10.283333333333333,L0053,L0042,101.0,110.19999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00012,17.25,18.216666666666665,L0071,L0064,58.0,81.7,0.0,official_public_fixed_time_revised_derived,public,all
T00013,8.833333333333334,9.5,L0020,L0060,40.0,51.3,0.0,official_public_fixed_time_revised_derived,public,all
T00014,15.566666666666666,16.383333333333333,L0049,L0059,49.0,69.35,0.0,official_public_fixed_time_revised_derived,public,all
T00015,12.516666666666667,13.433333333333334,L0034,L0064,55.0,90.25,0.0,official_public_fixed_time_revised_derived,public,all
T00016,14.266666666666667,15.316666666666666,L0076,L0041,63.0,80.75,0.0,official_public_fixed_time_revised_derived,public,all
T00017,17.933333333333334,19.166666666666668,L0053,L0034,74.0,84.55,0.0,official_public_fixed_time_revised_derived,public,all
T00018,17.45,18.45,L0066,L0067,60.0,85.5,0.0,official_public_fixed_time_revised_derived,public,all
T00019,8.8,9.3,L0066,L0041,30.0,57.0,0.0,official_public_fixed_time_revised_derived,public,all
T00020,7.333333333333333,8.2,L0037,L0028,52.0,70.3,0.0,official_public_fixed_time_revised_derived,public,all
T00021,9.066666666666666,10.216666666666667,L0044,L0071,69.0,92.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
