scenario_id,probability,empty_risk_per_km
S001,0.01,0.002834191
S002,0.01,0.00125
S003,0.01,0.00125
S004,0.01,0.00125
S005,0.01,0.0025264019
S006,0.01,0.00125
S007,0.01,0.0016335079
S008,0.01,0.0043104964
S009,0.01,0.00125
S010,0.01,0.0039709374
S011,0.01,0.0028907155
S012,0.01,0.0043119829
S013,0.01,0.00125
S014,0.01,0.003539258
S015,0.01,0.0119354768
S016,0.01,0.0019062964
S017,0.01,0.003509032
S018,0.01,0.0019273821
S019,0.01,0.0032031891
S020,0.01,0.0037379509
S021,0.01,0.0017562323
S022,0.01,0.00125
S023,0.01,0.0036695469
S024,0.01,0.00125
S025,0.01,0.001326843
S026,0.01,0.0041577262
S027,0.01,0.00125
S028,0.01,0.0049101387
S029,0.01,0.003016771
S030,0.01,0.0033885289
S031,0.01,0.0019145619
S032,0.01,0.0020270978
S033,0.01,0.00125
S034,0.01,0.0091389772
S035,0.01,0.0030073282
S036,0.01,0.00125
S037,0.01,0.001326843
S038,0.01,0.0088623822
S039,0.01,0.00125
S040,0.01,0.00125
S041,0.01,0.00125
S042,0.01,0.0045153486
S043,0.01,0.00125
S044,0.01,0.0023894928
S045,0.01,0.00125
S046,0.01,0.013317029
S047,0.01,0.00125
S048,0.01,0.0077129978
S049,0.01,0.00125
S050,0.01,0.0079429357
S051,0.01,0.0039548145
S052,0.01,0.013317029
S053,0.01,0.0020478845
S054,0.01,0.0035612108
S055,0.01,0.0056541447
S056,0.01,0.0035920508
S057,0.01,0.0092045998
S058,0.01,0.00125
S059,0.01,0.0035569589
S060,0.01,0.00125
S061,0.01,0.00125
S062,0.01,0.0077129978
S063,0.01,0.003056944
S064,0.01,0.0116707701
S065,0.01,0.00125
S066,0.01,0.0039548145
S067,0.01,0.00125
S068,0.01,0.0054338306
S069,0.01,0.0052905619
S070,0.01,0.0026944338
S071,0.01,0.007999282
S072,0.01,0.0052066579
S073,0.01,0.0035612108
S074,0.01,0.00125
S075,0.01,0.0027039351
S076,0.01,0.0068190915
S077,0.01,0.0119309122
S078,0.01,0.0018231154
S079,0.01,0.0119354768
S080,0.01,0.0032871367
S081,0.01,0.0021852114
S082,0.01,0.00125
S083,0.01,0.0048697547
S084,0.01,0.0092449092
S085,0.01,0.0038232984
S086,0.01,0.0078722469
S087,0.01,0.001326843
S088,0.01,0.0060143286
S089,0.01,0.0070434956
S090,0.01,0.0052189382
S091,0.01,0.0078722469
S092,0.01,0.00125
S093,0.01,0.0034351869
S094,0.01,0.0016187712
S095,0.01,0.0029919433
S096,0.01,0.0032418974
S097,0.01,0.007092459
S098,0.01,0.0058051066
S099,0.01,0.0049101387
S100,0.01,0.0035996524
