scenario_id,probability,empty_risk_per_km
S001,0.01,0.0106083858
S002,0.01,0.0042457405
S003,0.01,0.0020446974
S004,0.01,0.00125
S005,0.01,0.0035280323
S006,0.01,0.00125
S007,0.01,0.0036877841
S008,0.01,0.00125
S009,0.01,0.0117048956
S010,0.01,0.0106083858
S011,0.01,0.00125
S012,0.01,0.0021879685
S013,0.01,0.00125
S014,0.01,0.00125
S015,0.01,0.0074548664
S016,0.01,0.00125
S017,0.01,0.0024075552
S018,0.01,0.00125
S019,0.01,0.0042709193
S020,0.01,0.00125
S021,0.01,0.0045153486
S022,0.01,0.0106083858
S023,0.01,0.0026274415
S024,0.01,0.0033092003
S025,0.01,0.00125
S026,0.01,0.0037182185
S027,0.01,0.0030073282
S028,0.01,0.00125
S029,0.01,0.00125
S030,0.01,0.0029324669
S031,0.01,0.00125
S032,0.01,0.00125
S033,0.01,0.0049121686
S034,0.01,0.0032827049
S035,0.01,0.0032031891
S036,0.01,0.0028337435
S037,0.01,0.0024164242
S038,0.01,0.005955006
S039,0.01,0.007212684
S040,0.01,0.0028936576
S041,0.01,0.0025379436
S042,0.01,0.0042898585
S043,0.01,0.0032756467
S044,0.01,0.0084357526
S045,0.01,0.00125
S046,0.01,0.0046821293
S047,0.01,0.0024789123
S048,0.01,0.0033322576
S049,0.01,0.0038458343
S050,0.01,0.0041391817
S051,0.01,0.0019062964
S052,0.01,0.00125
S053,0.01,0.00125
S054,0.01,0.0022758004
S055,0.01,0.0036695469
S056,0.01,0.00125
S057,0.01,0.00125
S058,0.01,0.0082828512
S059,0.01,0.00125
S060,0.01,0.00125
S061,0.01,0.0042992496
S062,0.01,0.0036636668
S063,0.01,0.0064211586
S064,0.01,0.0046765818
S065,0.01,0.00125
S066,0.01,0.003056944
S067,0.01,0.0063989582
S068,0.01,0.0033212098
S069,0.01,0.0059605681
S070,0.01,0.0027752485
S071,0.01,0.0019273821
S072,0.01,0.0037169458
S073,0.01,0.00125
S074,0.01,0.00125
S075,0.01,0.00125
S076,0.01,0.0020270978
S077,0.01,0.0091042844
S078,0.01,0.00125
S079,0.01,0.00125
S080,0.01,0.0079182072
S081,0.01,0.0064394281
S082,0.01,0.0026870898
S083,0.01,0.0048981364
S084,0.01,0.00125
S085,0.01,0.013737937
S086,0.01,0.0021335049
S087,0.01,0.0053450113
S088,0.01,0.0041194761
S089,0.01,0.00125
S090,0.01,0.003782932
S091,0.01,0.0084934945
S092,0.01,0.0034551671
S093,0.01,0.0078847997
S094,0.01,0.00125
S095,0.01,0.003330745
S096,0.01,0.0032871367
S097,0.01,0.0064211586
S098,0.01,0.0028285692
S099,0.01,0.0064202899
S100,0.01,0.0029761606
