scenario_id,probability,empty_risk_per_km
S001,0.01,0.00125
S002,0.01,0.0060143286
S003,0.01,0.0038458343
S004,0.01,0.0025264019
S005,0.01,0.00125
S006,0.01,0.0076370654
S007,0.01,0.00125
S008,0.01,0.0042261413
S009,0.01,0.0045153486
S010,0.01,0.0046577054
S011,0.01,0.0089009947
S012,0.01,0.0030073282
S013,0.01,0.0035467202
S014,0.01,0.0028685828
S015,0.01,0.0046577054
S016,0.01,0.0082828512
S017,0.01,0.0037916771
S018,0.01,0.0062563572
S019,0.01,0.006006208
S020,0.01,0.007212684
S021,0.01,0.00125
S022,0.01,0.00125
S023,0.01,0.0079872906
S024,0.01,0.0059605681
S025,0.01,0.0025999135
S026,0.01,0.0058051066
S027,0.01,0.0054116053
S028,0.01,0.005626118
S029,0.01,0.0028297043
S030,0.01,0.0062563572
S031,0.01,0.0024075552
S032,0.01,0.0068000162
S033,0.01,0.00125
S034,0.01,0.0028285692
S035,0.01,0.0028297043
S036,0.01,0.003539258
S037,0.01,0.0096759339
S038,0.01,0.00125
S039,0.01,0.0028285692
S040,0.01,0.00125
S041,0.01,0.0035569589
S042,0.01,0.0091499209
S043,0.01,0.00125
S044,0.01,0.005626118
S045,0.01,0.00125
S046,0.01,0.0025938111
S047,0.01,0.0036794144
S048,0.01,0.0054338306
S049,0.01,0.00125
S050,0.01,0.00125
S051,0.01,0.0042086943
S052,0.01,0.0021852114
S053,0.01,0.0061545015
S054,0.01,0.00125
S055,0.01,0.00125
S056,0.01,0.0033433423
S057,0.01,0.010453084
S058,0.01,0.00125
S059,0.01,0.0056541447
S060,0.01,0.0074548664
S061,0.01,0.0096759339
S062,0.01,0.0031218613
S063,0.01,0.0040568473
S064,0.01,0.0018587955
S065,0.01,0.0019062964
S066,0.01,0.007999282
S067,0.01,0.0046765818
S068,0.01,0.0027778044
S069,0.01,0.0035996524
S070,0.01,0.00125
S071,0.01,0.0022758004
S072,0.01,0.0038232984
S073,0.01,0.00125
S074,0.01,0.00125
S075,0.01,0.0018231154
S076,0.01,0.0021050345
S077,0.01,0.0092449092
S078,0.01,0.0042374403
S079,0.01,0.0034515622
S080,0.01,0.0044994259
S081,0.01,0.0033885289
S082,0.01,0.0021439682
S083,0.01,0.002523963
S084,0.01,0.00125
S085,0.01,0.005216074
S086,0.01,0.0081336256
S087,0.01,0.0019273821
S088,0.01,0.003539258
S089,0.01,0.0052905619
S090,0.01,0.00125
S091,0.01,0.00125
S092,0.01,0.0024033444
S093,0.01,0.0053964347
S094,0.01,0.00125
S095,0.01,0.0031673649
S096,0.01,0.00125
S097,0.01,0.0017562323
S098,0.01,0.00125
S099,0.01,0.0028907155
S100,0.01,0.0042457405
