scenario_id,probability,empty_risk_per_km
S001,0.01,0.003782932
S002,0.01,0.0036695469
S003,0.01,0.00125
S004,0.01,0.0016872599
S005,0.01,0.0018950749
S006,0.01,0.00125
S007,0.01,0.007514411
S008,0.01,0.0035126079
S009,0.01,0.0038232984
S010,0.01,0.0045153486
S011,0.01,0.00125
S012,0.01,0.0025253585
S013,0.01,0.00125
S014,0.01,0.0016335079
S015,0.01,0.0032827049
S016,0.01,0.003016771
S017,0.01,0.005955006
S018,0.01,0.007172111
S019,0.01,0.0051299405
S020,0.01,0.0045693173
S021,0.01,0.00125
S022,0.01,0.0040447954
S023,0.01,0.0029478677
S024,0.01,0.00125
S025,0.01,0.0027778044
S026,0.01,0.0044994259
S027,0.01,0.0045693173
S028,0.01,0.0064211586
S029,0.01,0.003607891
S030,0.01,0.00125
S031,0.01,0.0017518306
S032,0.01,0.0082828512
S033,0.01,0.0039591921
S034,0.01,0.00125
S035,0.01,0.002523963
S036,0.01,0.0030838469
S037,0.01,0.0028337435
S038,0.01,0.0043158248
S039,0.01,0.0045153486
S040,0.01,0.0031052233
S041,0.01,0.0026290835
S042,0.01,0.00499034
S043,0.01,0.005858483
S044,0.01,0.0042709193
S045,0.01,0.005860421
S046,0.01,0.0046577054
S047,0.01,0.0042166957
S048,0.01,0.0042992496
S049,0.01,0.0063989582
S050,0.01,0.0041391817
S051,0.01,0.00125
S052,0.01,0.0029554912
S053,0.01,0.0032756467
S054,0.01,0.0016187712
S055,0.01,0.00125
S056,0.01,0.0053964347
S057,0.01,0.00125
S058,0.01,0.00125
S059,0.01,0.0035126079
S060,0.01,0.0025253585
S061,0.01,0.0068000162
S062,0.01,0.00125
S063,0.01,0.013737937
S064,0.01,0.0042992496
S065,0.01,0.00125
S066,0.01,0.00125
S067,0.01,0.00125
S068,0.01,0.0032827049
S069,0.01,0.0096009178
S070,0.01,0.0049121686
S071,0.01,0.0054572339
S072,0.01,0.0039285635
S073,0.01,0.010453084
S074,0.01,0.0037169458
S075,0.01,0.0051299405
S076,0.01,0.0052490494
S077,0.01,0.0079872906
S078,0.01,0.0027752485
S079,0.01,0.0038406797
S080,0.01,0.0099298994
S081,0.01,0.0035612108
S082,0.01,0.0033322576
S083,0.01,0.008483702
S084,0.01,0.00125
S085,0.01,0.0033212098
S086,0.01,0.0026274415
S087,0.01,0.00125
S088,0.01,0.0036877841
S089,0.01,0.0037916771
S090,0.01,0.0063989582
S091,0.01,0.0051074867
S092,0.01,0.00125
S093,0.01,0.0025566039
S094,0.01,0.0061030897
S095,0.01,0.0040568473
S096,0.01,0.0027752485
S097,0.01,0.0084357526
S098,0.01,0.0019062964
S099,0.01,0.0016187712
S100,0.01,0.00125
