scenario_id,probability,empty_risk_per_km
S001,0.01,0.0064394281
S002,0.01,0.0054338306
S003,0.01,0.0068000162
S004,0.01,0.0036717729
S005,0.01,0.0033092003
S006,0.01,0.0034351869
S007,0.01,0.00125
S008,0.01,0.0096009178
S009,0.01,0.0117455567
S010,0.01,0.0053465583
S011,0.01,0.0076176366
S012,0.01,0.00125
S013,0.01,0.00125
S014,0.01,0.0021050345
S015,0.01,0.00125
S016,0.01,0.0035569589
S017,0.01,0.0052490494
S018,0.01,0.00125
S019,0.01,0.0044157314
S020,0.01,0.0036794144
S021,0.01,0.0056541447
S022,0.01,0.0037614506
S023,0.01,0.0049219416
S024,0.01,0.0026051336
S025,0.01,0.0038232984
S026,0.01,0.004234179
S027,0.01,0.0049101387
S028,0.01,0.0035280323
S029,0.01,0.00125
S030,0.01,0.00125
S031,0.01,0.00125
S032,0.01,0.0036717729
S033,0.01,0.0037665041
S034,0.01,0.004230708
S035,0.01,0.0033433423
S036,0.01,0.00125
S037,0.01,0.0020904084
S038,0.01,0.0023635701
S039,0.01,0.0051299405
S040,0.01,0.0021335049
S041,0.01,0.0017518306
S042,0.01,0.0037540378
S043,0.01,0.00125
S044,0.01,0.0046577054
S045,0.01,0.006052092
S046,0.01,0.00125
S047,0.01,0.0059587021
S048,0.01,0.005216074
S049,0.01,0.0032418974
S050,0.01,0.0119309122
S051,0.01,0.0028500885
S052,0.01,0.0016872599
S053,0.01,0.0053450113
S054,0.01,0.0021439682
S055,0.01,0.00125
S056,0.01,0.00125
S057,0.01,0.0028958106
S058,0.01,0.005216074
S059,0.01,0.0018950749
S060,0.01,0.0088623822
S061,0.01,0.0018950749
S062,0.01,0.00125
S063,0.01,0.010453084
S064,0.01,0.003782932
S065,0.01,0.0024164242
S066,0.01,0.0020130758
S067,0.01,0.00125
S068,0.01,0.00125
S069,0.01,0.00125
S070,0.01,0.0019062964
S071,0.01,0.0025253585
S072,0.01,0.0028958106
S073,0.01,0.0028285692
S074,0.01,0.002553921
S075,0.01,0.0032827049
S076,0.01,0.0042317626
S077,0.01,0.00125
S078,0.01,0.00125
S079,0.01,0.0042992496
S080,0.01,0.0039243074
S081,0.01,0.0032827049
S082,0.01,0.00125
S083,0.01,0.00125
S084,0.01,0.00125
S085,0.01,0.0029919433
S086,0.01,0.0061545015
S087,0.01,0.0025999135
S088,0.01,0.0088623822
S089,0.01,0.0069844469
S090,0.01,0.00125
S091,0.01,0.0042992496
S092,0.01,0.007999282
S093,0.01,0.0025999135
S094,0.01,0.0024108065
S095,0.01,0.0024348925
S096,0.01,0.0026274415
S097,0.01,0.0068190915
S098,0.01,0.00125
S099,0.01,0.0033092003
S100,0.01,0.0030853784
