scenario_id,probability,empty_risk_per_km
S001,0.01,0.00125
S002,0.01,0.00125
S003,0.01,0.0052066579
S004,0.01,0.0097599281
S005,0.01,0.0039795756
S006,0.01,0.00125
S007,0.01,0.0035569589
S008,0.01,0.00125
S009,0.01,0.0027752485
S010,0.01,0.00125
S011,0.01,0.0020904084
S012,0.01,0.0064211586
S013,0.01,0.00125
S014,0.01,0.0058979794
S015,0.01,0.007315445
S016,0.01,0.0032161683
S017,0.01,0.0021335049
S018,0.01,0.0036794144
S019,0.01,0.0051299405
S020,0.01,0.0064202899
S021,0.01,0.0064202899
S022,0.01,0.0026899884
S023,0.01,0.00125
S024,0.01,0.0076176366
S025,0.01,0.0035996524
S026,0.01,0.0109788362
S027,0.01,0.0038695577
S028,0.01,0.0027636068
S029,0.01,0.0037379509
S030,0.01,0.0038082421
S031,0.01,0.0053804063
S032,0.01,0.00125
S033,0.01,0.00125
S034,0.01,0.00125
S035,0.01,0.0035280323
S036,0.01,0.00125
S037,0.01,0.0019273821
S038,0.01,0.0033460372
S039,0.01,0.007212684
S040,0.01,0.00125
S041,0.01,0.00125
S042,0.01,0.0037169458
S043,0.01,0.0022963064
S044,0.01,0.0025999135
S045,0.01,0.0085120899
S046,0.01,0.006052092
S047,0.01,0.0064681993
S048,0.01,0.0038406797
S049,0.01,0.0043416926
S050,0.01,0.00125
S051,0.01,0.0033212098
S052,0.01,0.00125
S053,0.01,0.0028958106
S054,0.01,0.0026051336
S055,0.01,0.0028936576
S056,0.01,0.00125
S057,0.01,0.0029478677
S058,0.01,0.00125
S059,0.01,0.0063202715
S060,0.01,0.0040163994
S061,0.01,0.0016335079
S062,0.01,0.018484252
S063,0.01,0.00125
S064,0.01,0.0021335049
S065,0.01,0.0084934945
S066,0.01,0.00125
S067,0.01,0.0041391817
S068,0.01,0.0042086943
S069,0.01,0.00125
S070,0.01,0.0039591921
S071,0.01,0.0032031891
S072,0.01,0.00125
S073,0.01,0.0016872599
S074,0.01,0.0022879932
S075,0.01,0.0026051336
S076,0.01,0.00125
S077,0.01,0.0025999135
S078,0.01,0.0040163994
S079,0.01,0.0024108065
S080,0.01,0.0035280323
S081,0.01,0.0079872906
S082,0.01,0.00125
S083,0.01,0.0109788362
S084,0.01,0.0048697547
S085,0.01,0.0119309122
S086,0.01,0.0026290835
S087,0.01,0.00125
S088,0.01,0.0051074867
S089,0.01,0.0043747956
S090,0.01,0.0021852114
S091,0.01,0.0034551671
S092,0.01,0.00125
S093,0.01,0.0074416989
S094,0.01,0.0016187712
S095,0.01,0.002553921
S096,0.01,0.0079429357
S097,0.01,0.0084357526
S098,0.01,0.0029579387
S099,0.01,0.0040163994
S100,0.01,0.0032161683
