vehicle_id,task_id,q_ki
VEH000365,TSK000082,1
VEH000265,TSK000082,1
VEH000520,TSK000082,1
VEH000014,TSK000082,1
VEH000003,TSK000082,1
VEH000098,TSK000082,0
VEH000007,TSK000082,1
VEH000230,TSK000082,1
VEH000389,TSK000082,1
VEH000092,TSK000082,1
VEH000035,TSK000082,1
VEH000376,TSK000082,0
VEH000450,TSK000082,0
VEH000422,TSK000082,1
VEH000467,TSK000082,1
VEH000339,TSK000082,1
VEH000301,TSK000082,1
VEH000271,TSK000082,1
VEH000378,TSK000082,1
VEH000090,TSK000082,1
VEH000416,TSK000082,1
VEH000485,TSK000082,1
VEH000219,TSK000082,0
VEH000072,TSK000082,1
VEH000078,TSK000082,1
VEH000246,TSK000082,0
VEH000420,TSK000082,1
VEH000057,TSK000082,1
VEH000048,TSK000082,0
VEH000307,TSK000082,1
VEH000261,TSK000082,1
VEH000019,TSK000082,1
VEH000319,TSK000082,1
VEH000533,TSK000082,1
VEH000251,TSK000082,1
VEH000069,TSK000082,1
VEH000231,TSK000082,0
VEH000394,TSK000082,1
VEH000323,TSK000082,0
VEH000085,TSK000082,1
VEH000395,TSK000082,1
VEH000433,TSK000082,1
VEH000313,TSK000082,1
VEH000468,TSK000082,1
VEH000228,TSK000082,1
VEH000082,TSK000082,1
VEH000277,TSK000082,1
VEH000096,TSK000082,1
VEH000423,TSK000082,1
VEH000354,TSK000082,1
VEH000080,TSK000082,1
VEH000512,TSK000082,1
VEH000477,TSK000082,1
VEH000440,TSK000082,1
VEH000262,TSK000082,1
VEH000036,TSK000082,1
VEH000330,TSK000082,1
VEH000040,TSK000082,1
VEH000459,TSK000082,1
VEH000084,TSK000082,1
VEH000037,TSK000082,1
VEH000424,TSK000082,1
VEH000484,TSK000082,0
VEH000317,TSK000082,1
VEH000321,TSK000082,1
VEH000274,TSK000082,1
VEH000067,TSK000082,1
VEH000302,TSK000082,1
VEH000218,TSK000082,0
VEH000428,TSK000082,1
VEH000087,TSK000082,1
VEH000419,TSK000082,1
VEH000526,TSK000082,0
VEH000430,TSK000082,1
VEH000370,TSK000082,1
VEH000306,TSK000082,1
VEH000414,TSK000082,1
VEH000515,TSK000082,1
VEH000252,TSK000082,1
VEH000073,TSK000082,1
VEH000227,TSK000082,0
VEH000045,TSK000082,1
VEH000005,TSK000082,1
VEH000374,TSK000082,0
VEH000308,TSK000082,1
VEH000287,TSK000082,1
VEH000359,TSK000082,1
VEH000387,TSK000082,1
VEH000320,TSK000082,1
VEH000033,TSK000082,1
VEH000025,TSK000082,1
VEH000517,TSK000082,1
VEH000083,TSK000082,0
VEH000068,TSK000082,1
VEH000280,TSK000082,0
VEH000504,TSK000082,1
VEH000360,TSK000082,0
VEH000094,TSK000082,1
VEH000344,TSK000082,0
VEH000358,TSK000082,1
VEH000318,TSK000082,0
VEH000290,TSK000082,1
VEH000292,TSK000082,1
VEH000337,TSK000082,0
VEH000303,TSK000082,1
VEH000329,TSK000082,0
VEH000446,TSK000082,0
VEH000064,TSK000082,0
VEH000511,TSK000082,1
VEH000032,TSK000082,1
VEH000328,TSK000082,0
VEH000340,TSK000082,1
VEH000223,TSK000082,1
VEH000248,TSK000082,1
VEH000388,TSK000082,1
VEH000326,TSK000082,1
VEH000091,TSK000082,1
VEH000397,TSK000082,1
VEH000349,TSK000082,1
VEH000225,TSK000082,1
VEH000361,TSK000082,1
VEH000275,TSK000082,0
VEH000249,TSK000082,0
VEH000051,TSK000082,1
VEH000282,TSK000082,1
VEH000401,TSK000082,1
VEH000505,TSK000082,1
VEH000247,TSK000082,1
VEH000222,TSK000082,0
VEH000093,TSK000082,1
VEH000008,TSK000082,1
VEH000393,TSK000082,1
VEH000353,TSK000082,1
VEH000506,TSK000082,1
VEH000224,TSK000082,1
VEH000522,TSK000082,1
