scenario_id,probability,empty_risk_per_km
S001,0.01,0.0053804063
S002,0.01,0.0036717729
S003,0.01,0.0076176366
S004,0.01,0.0032292597
S005,0.01,0.003509032
S006,0.01,0.0040604357
S007,0.01,0.0026066817
S008,0.01,0.0055955497
S009,0.01,0.0082828512
S010,0.01,0.00125
S011,0.01,0.0024075552
S012,0.01,0.0023901186
S013,0.01,0.0025060512
S014,0.01,0.00125
S015,0.01,0.0059587021
S016,0.01,0.0026274415
S017,0.01,0.0042317626
S018,0.01,0.007172111
S019,0.01,0.0029470519
S020,0.01,0.0033460372
S021,0.01,0.015571741
S022,0.01,0.0131545038
S023,0.01,0.00125
S024,0.01,0.007172111
S025,0.01,0.0017562323
S026,0.01,0.0038582525
S027,0.01,0.0026051336
S028,0.01,0.0049979671
S029,0.01,0.0016187712
S030,0.01,0.0025999135
S031,0.01,0.0028907155
S032,0.01,0.013317029
S033,0.01,0.002523963
S034,0.01,0.0119309122
S035,0.01,0.0079429357
S036,0.01,0.0051299405
S037,0.01,0.0025264019
S038,0.01,0.0019865581
S039,0.01,0.00125
S040,0.01,0.0029579387
S041,0.01,0.006076125
S042,0.01,0.0023901186
S043,0.01,0.00125
S044,0.01,0.0016335079
S045,0.01,0.0030838469
S046,0.01,0.0056622163
S047,0.01,0.0143601269
S048,0.01,0.0026290835
S049,0.01,0.0039548145
S050,0.01,0.00125
S051,0.01,0.0099298994
S052,0.01,0.00125
S053,0.01,0.0035467202
S054,0.01,0.0041106678
S055,0.01,0.00125
S056,0.01,0.00125
S057,0.01,0.003509032
S058,0.01,0.0040604357
S059,0.01,0.00499034
S060,0.01,0.0025938111
S061,0.01,0.00125
S062,0.01,0.0024108065
S063,0.01,0.0092449092
S064,0.01,0.0028685828
S065,0.01,0.002770375
S066,0.01,0.00125
S067,0.01,0.00125
S068,0.01,0.0074548664
S069,0.01,0.0052671472
S070,0.01,0.0026324505
S071,0.01,0.0033199546
S072,0.01,0.0029919433
S073,0.01,0.0091042844
S074,0.01,0.002770375
S075,0.01,0.00125
S076,0.01,0.007092459
S077,0.01,0.0042121328
S078,0.01,0.00125
S079,0.01,0.0081336256
S080,0.01,0.0038505244
S081,0.01,0.003016771
S082,0.01,0.0024108065
S083,0.01,0.00125
S084,0.01,0.00125
S085,0.01,0.0143601269
S086,0.01,0.00125
S087,0.01,0.0038406797
S088,0.01,0.0020446974
S089,0.01,0.0021439682
S090,0.01,0.0048697547
S091,0.01,0.006052092
S092,0.01,0.0027039351
S093,0.01,0.0038406797
S094,0.01,0.00499034
S095,0.01,0.0043622462
S096,0.01,0.0041106678
S097,0.01,0.0052905619
S098,0.01,0.0091499209
S099,0.01,0.0033212098
S100,0.01,0.00125
