task_id,scenario_id,self_base_loss,outsourced_loss
T00001,S001,0.54587461,0.54587461
T00001,S002,0.0600677,0.0600677
T00001,S003,2.5319442,2.5319442
T00001,S004,0.18151418,0.18151418
T00001,S005,0.81401122,0.81401122
T00001,S006,0.77254124,0.77254124
T00001,S007,0.36608915,0.36608915
T00001,S008,1.56964363,1.56964363
T00001,S009,2.83474288,2.83474288
T00001,S010,0.28760912,0.28760912
T00001,S011,0.0395371,0.0395371
T00001,S012,0.77902241,0.77902241
T00001,S013,0.50353865,0.50353865
T00001,S014,0.001,0.001
T00001,S015,1.71449575,1.71449575
T00001,S016,0.7307809,0.7307809
T00001,S017,1.12683987,1.12683987
T00001,S018,1.90854416,1.90854416
T00001,S019,0.23092351,0.23092351
T00001,S020,0.03961901,0.03961901
T00001,S021,0.6774537,0.6774537
T00001,S022,5.72696588,5.72696588
T00001,S023,0.25324311,0.25324311
T00001,S024,1.69528525,1.69528525
T00001,S025,0.32730205,0.32730205
T00001,S026,1.73077724,1.73077724
T00001,S027,0.66482236,0.66482236
T00001,S028,0.64014662,0.64014662
T00001,S029,0.61893032,0.61893032
T00001,S030,1.17638269,1.17638269
T00001,S031,0.73737059,0.73737059
T00001,S032,2.04764131,2.04764131
T00001,S033,0.82483013,0.82483013
T00001,S034,0.84986598,0.84986598
T00001,S035,0.37108385,0.37108385
T00001,S036,2.14048491,2.14048491
T00001,S037,0.92534144,0.92534144
T00001,S038,0.001,0.001
T00001,S039,0.20901846,0.20901846
T00001,S040,0.46625611,0.46625611
T00001,S041,2.06409116,2.06409116
T00001,S042,0.57531831,0.57531831
T00001,S043,0.07699644,0.07699644
T00001,S044,0.30136997,0.30136997
T00001,S045,0.49076978,0.49076978
T00001,S046,1.66417531,1.66417531
T00001,S047,4.35476218,4.35476218
T00001,S048,0.78234205,0.78234205
T00001,S049,0.57494501,0.57494501
T00001,S050,0.36911405,0.36911405
T00001,S051,2.16761082,2.16761082
T00001,S052,0.91456517,0.91456517
T00001,S053,1.42948746,1.42948746
T00001,S054,0.98089671,0.98089671
T00001,S055,0.53676592,0.53676592
T00001,S056,0.32915432,0.32915432
T00001,S057,0.65458795,0.65458795
T00001,S058,0.7960404,0.7960404
T00001,S059,1.10433726,1.10433726
T00001,S060,1.18742861,1.18742861
T00001,S061,0.18059582,0.18059582
T00001,S062,1.02458831,1.02458831
T00001,S063,2.15614542,2.15614542
T00001,S064,0.67541181,0.67541181
T00001,S065,0.36232493,0.36232493
T00001,S066,0.31706993,0.31706993
T00001,S067,0.34877102,0.34877102
T00001,S068,0.71004948,0.71004948
T00001,S069,0.63268707,0.63268707
T00001,S070,0.67847767,0.67847767
T00001,S071,1.09790639,1.09790639
T00001,S072,0.86536469,0.86536469
T00001,S073,2.91677989,2.91677989
T00001,S074,0.62639275,0.62639275
