scenario_id,probability,empty_risk_per_km
S001,0.01,0.0038406797
S002,0.01,0.0079872906
S003,0.01,0.0037182185
S004,0.01,0.0023635701
S005,0.01,0.0023901186
S006,0.01,0.0026899884
S007,0.01,0.00125
S008,0.01,0.0028500885
S009,0.01,0.0079872906
S010,0.01,0.0039709374
S011,0.01,0.0041391817
S012,0.01,0.0053465583
S013,0.01,0.0047132632
S014,0.01,0.0037379509
S015,0.01,0.0117048956
S016,0.01,0.0042709193
S017,0.01,0.00125
S018,0.01,0.006006208
S019,0.01,0.00499034
S020,0.01,0.002523963
S021,0.01,0.0037169458
S022,0.01,0.0070434956
S023,0.01,0.0026051336
S024,0.01,0.0025999135
S025,0.01,0.00125
S026,0.01,0.00125
S027,0.01,0.00125
S028,0.01,0.0026870898
S029,0.01,0.0074548664
S030,0.01,0.0051074867
S031,0.01,0.0053964347
S032,0.01,0.010453084
S033,0.01,0.0039709374
S034,0.01,0.00125
S035,0.01,0.0032292597
S036,0.01,0.0029579387
S037,0.01,0.003509032
S038,0.01,0.0041577262
S039,0.01,0.0026066817
S040,0.01,0.0049101387
S041,0.01,0.00125
S042,0.01,0.0053465583
S043,0.01,0.00125
S044,0.01,0.0054116053
S045,0.01,0.00125
S046,0.01,0.00125
S047,0.01,0.0044994259
S048,0.01,0.00125
S049,0.01,0.0032292597
S050,0.01,0.00125
S051,0.01,0.00125
S052,0.01,0.006352115
S053,0.01,0.0016872599
S054,0.01,0.0068000162
S055,0.01,0.0087740669
S056,0.01,0.004234179
S057,0.01,0.006052092
S058,0.01,0.00125
S059,0.01,0.0029478677
S060,0.01,0.0044994259
S061,0.01,0.0028907155
S062,0.01,0.0131545038
S063,0.01,0.0018950749
S064,0.01,0.00125
S065,0.01,0.0042793304
S066,0.01,0.00125
S067,0.01,0.0116707701
S068,0.01,0.00125
S069,0.01,0.0025060512
S070,0.01,0.0073810323
S071,0.01,0.0018587955
S072,0.01,0.0031218613
S073,0.01,0.0018950749
S074,0.01,0.0064211586
S075,0.01,0.0033433423
S076,0.01,0.0087740669
S077,0.01,0.0070434956
S078,0.01,0.0054572339
S079,0.01,0.00125
S080,0.01,0.003539258
S081,0.01,0.00125
S082,0.01,0.0058095288
S083,0.01,0.00125
S084,0.01,0.00125
S085,0.01,0.00125
S086,0.01,0.0042457405
S087,0.01,0.0038505244
S088,0.01,0.0079429357
S089,0.01,0.00125
S090,0.01,0.00125
S091,0.01,0.0043747956
S092,0.01,0.0074548664
S093,0.01,0.00125
S094,0.01,0.0091389772
S095,0.01,0.0019145619
S096,0.01,0.013317029
S097,0.01,0.0091499209
S098,0.01,0.00125
S099,0.01,0.0046147029
S100,0.01,0.003782932
