vehicle_id,task_id,q_ki
VEH000428,TSK000002,1
VEH000401,TSK000002,0
VEH000248,TSK000002,1
VEH000094,TSK000002,1
VEH000513,TSK000002,1
VEH000381,TSK000002,0
VEH000241,TSK000002,1
VEH000352,TSK000002,0
VEH000340,TSK000002,1
VEH000468,TSK000002,0
VEH000057,TSK000002,0
VEH000229,TSK000002,0
VEH000531,TSK000002,0
VEH000077,TSK000002,0
VEH000262,TSK000002,0
VEH000324,TSK000002,1
VEH000508,TSK000002,1
VEH000441,TSK000002,1
VEH000069,TSK000002,0
VEH000394,TSK000002,1
VEH000269,TSK000002,0
VEH000300,TSK000002,0
VEH000379,TSK000002,1
VEH000360,TSK000002,1
VEH000252,TSK000002,1
VEH000416,TSK000002,0
VEH000522,TSK000002,1
VEH000484,TSK000002,0
VEH000063,TSK000002,1
VEH000518,TSK000002,1
VEH000061,TSK000002,0
VEH000406,TSK000002,1
VEH000011,TSK000002,1
VEH000364,TSK000002,0
VEH000219,TSK000002,1
VEH000309,TSK000002,0
VEH000331,TSK000002,1
VEH000081,TSK000002,1
VEH000304,TSK000002,0
VEH000411,TSK000002,0
VEH000045,TSK000002,0
VEH000516,TSK000002,1
VEH000071,TSK000002,0
VEH000341,TSK000002,0
VEH000417,TSK000002,0
VEH000525,TSK000002,0
VEH000326,TSK000002,1
VEH000523,TSK000002,0
VEH000354,TSK000002,0
VEH000376,TSK000002,1
VEH000283,TSK000002,1
VEH000420,TSK000002,1
VEH000336,TSK000002,1
VEH000044,TSK000002,1
VEH000337,TSK000002,1
VEH000014,TSK000002,1
VEH000349,TSK000002,0
VEH000058,TSK000002,1
VEH000099,TSK000002,1
VEH000391,TSK000002,0
VEH000327,TSK000002,0
VEH000317,TSK000002,0
VEH000320,TSK000002,1
VEH000302,TSK000002,1
VEH000263,TSK000002,0
VEH000357,TSK000002,1
VEH000282,TSK000002,1
VEH000016,TSK000002,1
VEH000251,TSK000002,1
VEH000353,TSK000002,0
VEH000343,TSK000002,1
VEH000467,TSK000002,0
VEH000374,TSK000002,0
VEH000062,TSK000002,1
VEH000384,TSK000002,0
VEH000365,TSK000002,0
VEH000519,TSK000002,1
VEH000059,TSK000002,0
VEH000249,TSK000002,0
VEH000378,TSK000002,0
VEH000450,TSK000002,0
VEH000028,TSK000002,1
VEH000032,TSK000002,1
VEH000278,TSK000002,1
VEH000419,TSK000002,0
VEH000485,TSK000002,0
VEH000422,TSK000002,0
VEH000358,TSK000002,0
VEH000296,TSK000002,1
VEH000042,TSK000002,0
VEH000440,TSK000002,0
VEH000313,TSK000002,1
VEH000085,TSK000002,1
VEH000084,TSK000002,0
VEH000048,TSK000002,0
VEH000079,TSK000002,1
VEH000499,TSK000002,1
VEH000367,TSK000002,1
VEH000040,TSK000002,0
VEH000427,TSK000002,0
VEH000428,TSK000018,1
VEH000401,TSK000018,1
VEH000248,TSK000018,0
VEH000094,TSK000018,0
VEH000513,TSK000018,1
VEH000381,TSK000018,1
VEH000241,TSK000018,0
VEH000352,TSK000018,0
VEH000340,TSK000018,1
VEH000468,TSK000018,0
VEH000057,TSK000018,1
VEH000229,TSK000018,0
VEH000531,TSK000018,0
VEH000077,TSK000018,1
VEH000262,TSK000018,0
VEH000324,TSK000018,1
VEH000508,TSK000018,0
VEH000441,TSK000018,1
VEH000069,TSK000018,1
VEH000394,TSK000018,1
VEH000269,TSK000018,0
VEH000300,TSK000018,1
VEH000379,TSK000018,1
VEH000360,TSK000018,1
VEH000252,TSK000018,0
VEH000416,TSK000018,1
VEH000522,TSK000018,1
VEH000484,TSK000018,1
VEH000063,TSK000018,0
