vehicle_id,initial_node_id,available_hour,risk_factor,risk_percentile,vehicle_type,hazard_class,admission_indicator
VEH000531,NOD000678,0.0,0.8958335,0.291667,半挂牵引车,普货,1
VEH000024,NOD000678,0.0,1.109375,0.71875,半挂牵引车,普货,0
VEH000227,NOD000678,0.0,1.0711805,0.642361,半挂牵引车,普货,0
VEH000328,NOD000678,0.0,0.8802085,0.260417,半挂牵引车,危货,1
VEH000468,NOD000678,0.0,0.984375,0.46875,半挂牵引车,普货,1
VEH000532,NOD000678,0.0,0.954861,0.409722,半挂牵引车,普货,1
VEH000306,NOD000678,0.0,1.081597,0.663194,半挂牵引车,普货,0
VEH000074,NOD000678,0.0,1.0555555,0.611111,半挂牵引车,普货,0
VEH000098,NOD000678,0.0,1.043403,0.586806,半挂牵引车,危货,0
VEH000360,NOD000678,0.0,0.7881945,0.076389,半挂牵引车,危货,1
VEH000277,NOD000678,0.0,0.840278,0.180556,半挂牵引车,危货,1
VEH000263,NOD000678,0.0,0.814236,0.128472,半挂牵引车,危货,1
VEH000291,NOD000678,0.0,0.8524305,0.204861,半挂牵引车,危货,1
VEH000252,NOD000678,0.0,1.0069445,0.513889,半挂牵引车,普货,0
VEH000524,NOD000678,0.0,0.986111,0.472222,半挂牵引车,普货,0
VEH000282,NOD000678,0.0,1.0850695,0.670139,半挂牵引车,普货,0
VEH000353,NOD000678,0.0,0.9322915,0.364583,半挂牵引车,普货,1
VEH000366,NOD000678,0.0,1.012153,0.524306,半挂牵引车,普货,0
VEH000513,NOD000678,0.0,0.9774305,0.454861,半挂牵引车,普货,1
VEH000011,NOD000678,0.0,0.9930555,0.486111,半挂牵引车,普货,0
VEH000249,NOD000678,0.0,1.0416665,0.583333,半挂牵引车,普货,0
VEH000041,NOD000678,0.0,1.237847,0.975694,半挂牵引车,普货,0
VEH000516,NOD000678,0.0,0.967014,0.434028,半挂牵引车,普货,1
VEH000092,NOD000678,0.0,1.0399305,0.579861,半挂牵引车,普货,0
VEH000251,NOD000678,0.0,0.972222,0.444444,半挂牵引车,普货,1
VEH000301,NOD000678,0.0,0.970486,0.440972,半挂牵引车,普货,1
VEH000376,NOD000678,0.0,0.826389,0.152778,半挂牵引车,危货,1
VEH000519,NOD000678,0.0,1.0364585,0.572917,半挂牵引车,普货,0
VEH000514,NOD000678,0.0,1.142361,0.784722,半挂牵引车,普货,0
VEH000406,NOD000678,0.0,0.763889,0.027778,半挂牵引车,危货,1
VEH000248,NOD000678,0.0,0.965278,0.430556,半挂牵引车,普货,1
VEH000050,NOD000678,0.0,1.0729165,0.645833,半挂牵引车,普货,0
VEH000508,NOD000678,0.0,0.890625,0.28125,半挂牵引车,普货,1
VEH000034,NOD000678,0.0,1.173611,0.847222,半挂牵引车,普货,0
VEH000046,NOD000678,0.0,0.875,0.25,半挂牵引车,普货,1
VEH000218,NOD000678,0.0,0.939236,0.378472,重型半挂牵引车,普货,1
VEH000044,NOD000678,0.0,1.1770835,0.854167,半挂牵引车,普货,0
VEH000378,NOD000678,0.0,0.762153,0.024306,半挂牵引车,危货,1
VEH000483,NOD000678,0.0,0.902778,0.305556,半挂牵引车,危货,1
VEH000290,NOD000678,0.0,0.795139,0.090278,半挂牵引车,危货,1
VEH000327,NOD000678,0.0,1.1319445,0.763889,半挂牵引车,普货,0
VEH000510,NOD000678,0.0,0.8489585,0.197917,,,1
VEH000231,NOD000678,0.0,0.998264,0.496528,半挂牵引车,普货,0
VEH000222,NOD000678,0.0,1.170139,0.840278,半挂牵引车,普货,0
VEH000292,NOD000678,0.0,0.809028,0.118056,半挂牵引车,危货,1
VEH000302,NOD000678,0.0,0.956597,0.413194,半挂牵引车,普货,1
VEH000067,NOD000678,0.0,1.1475695,0.795139,半挂牵引车,普货,0
VEH000331,NOD000678,0.0,0.996528,0.493056,半挂牵引车,普货,0
VEH000533,NOD000678,0.0,1.060764,0.621528,半挂牵引车,普货,0
VEH000441,NOD000678,0.0,1.190972,0.881944,半挂牵引车,普货,0
VEH000089,NOD000678,0.0,0.8819445,0.263889,半挂牵引车,普货,1
VEH000330,NOD000678,0.0,1.032986,0.565972,半挂牵引车,危货,0
VEH000395,NOD000678,0.0,0.8125,0.125,半挂牵引车,危货,1
VEH000032,NOD000678,0.0,1.203125,0.90625,半挂牵引车,普货,0
VEH000278,NOD000678,0.0,0.7586805,0.017361,半挂牵引车,危货,1
VEH000064,NOD000678,0.0,0.8975695,0.295139,半挂牵引车,普货,1
VEH000515,NOD000678,0.0,0.9010415,0.302083,半挂牵引车,普货,1
VEH000313,NOD000678,0.0,1.157986,0.815972,半挂牵引车,普货,0
VEH000296,NOD000678,0.0,0.9947915,0.489583,半挂牵引车,普货,0
VEH000247,NOD000678,0.0,1.0625,0.625,半挂牵引车,普货,0
VEH000506,NOD000678,0.0,0.8854165,0.270833,半挂牵引车,危货,1
VEH000370,NOD000678,0.0,0.9791665,0.458333,半挂牵引车,普货,1
VEH000422,NOD000678,0.0,0.7743055,0.048611,半挂牵引车,危货,1
VEH000102,NOD000678,0.0,1.184028,0.868056,半挂牵引车,危货,0
VEH000305,NOD000678,0.0,1.1145835,0.729167,半挂牵引车,普货,0
VEH000052,NOD000678,0.0,1.15625,0.8125,半挂牵引车,普货,0
VEH000426,NOD000678,0.0,0.9479165,0.395833,半挂牵引车,危货,1
VEH000509,NOD000678,0.0,1.0868055,0.673611,半挂牵引车,普货,0
VEH000015,NOD000678,0.0,1.0538195,0.607639,半挂牵引车,普货,0
VEH000346,NOD000678,0.0,0.8993055,0.298611,半挂牵引车,危货,1
VEH000341,NOD000678,0.0,1.076389,0.652778,半挂牵引车,普货,0
VEH000016,NOD000678,0.0,1.171875,0.84375,半挂牵引车,普货,0
VEH000530,NOD000678,0.0,1.2430555,0.986111,半挂牵引车,普货,0
VEH000374,NOD000678,0.0,1.138889,0.777778,半挂牵引车,普货,0
VEH000060,NOD000678,0.0,1.217014,0.934028,半挂牵引车,危货,0
VEH000401,NOD000678,0.0,0.8211805,0.142361,半挂牵引车,危货,1
VEH000350,NOD000678,0.0,0.894097,0.288194,半挂牵引车,普货,1
VEH000482,NOD000678,0.0,0.9635415,0.427083,半挂牵引车,普货,1
VEH000082,NOD000678,0.0,1.0885415,0.677083,半挂牵引车,普货,0
VEH000084,NOD000678,0.0,1.1927085,0.885417,半挂牵引车,普货,0
VEH000393,NOD000678,0.0,0.8350695,0.170139,半挂牵引车,危货,1
VEH000279,NOD000678,0.0,0.845486,0.190972,半挂牵引车,危货,1
VEH000070,NOD000678,0.0,1.1180555,0.736111,半挂牵引车,普货,0
VEH000083,NOD000678,0.0,1.246528,0.993056,半挂牵引车,普货,0
VEH000298,NOD000678,0.0,1.0677085,0.635417,半挂牵引车,普货,0
VEH000352,NOD000678,0.0,0.784722,0.069444,半挂牵引车,危货,1
VEH000394,NOD000678,0.0,0.8541665,0.208333,半挂牵引车,危货,1
VEH000225,NOD000678,0.0,0.90625,0.3125,半挂牵引车,普货,1
VEH000010,NOD000678,0.0,1.201389,0.902778,半挂牵引车,普货,0
VEH000299,NOD000678,0.0,1.050347,0.600694,半挂牵引车,普货,0
VEH000323,NOD000678,0.0,0.8680555,0.236111,半挂牵引车,危货,1
VEH000402,NOD000678,0.0,0.800347,0.100694,半挂牵引车,危货,1
VEH000037,NOD000678,0.0,1.092014,0.684028,半挂牵引车,普货,0
VEH000053,NOD000678,0.0,1.206597,0.913194,半挂牵引车,普货,0
VEH000520,NOD000678,0.0,0.9618055,0.423611,半挂牵引车,普货,1
VEH000499,NOD000678,0.0,0.887153,0.274306,半挂牵引车,危货,1
VEH000403,NOD000678,0.0,0.7916665,0.083333,半挂牵引车,危货,1
VEH000411,NOD000678,0.0,0.815972,0.131944,半挂牵引车,危货,1
VEH000416,NOD000678,0.0,0.7604165,0.020833,半挂牵引车,危货,1
VEH000335,NOD000678,0.0,1.0520835,0.604167,半挂牵引车,普货,0
