scenario_id,probability,empty_risk_per_km
S001,0.01,0.0039285635
S002,0.01,0.00125
S003,0.01,0.0038582525
S004,0.01,0.0051502653
S005,0.01,0.00125
S006,0.01,0.00125
S007,0.01,0.0040163994
S008,0.01,0.0076176366
S009,0.01,0.0026324505
S010,0.01,0.0046821293
S011,0.01,0.00125
S012,0.01,0.0077087696
S013,0.01,0.0042121328
S014,0.01,0.00125
S015,0.01,0.0016335079
S016,0.01,0.0025938111
S017,0.01,0.0033199546
S018,0.01,0.0025253585
S019,0.01,0.00125
S020,0.01,0.00125
S021,0.01,0.0040598433
S022,0.01,0.0130307971
S023,0.01,0.00125
S024,0.01,0.00125
S025,0.01,0.00125
S026,0.01,0.0042992496
S027,0.01,0.008483702
S028,0.01,0.00125
S029,0.01,0.0074416989
S030,0.01,0.0069039903
S031,0.01,0.0029324669
S032,0.01,0.0117455567
S033,0.01,0.005860421
S034,0.01,0.0043747956
S035,0.01,0.00125
S036,0.01,0.007172111
S037,0.01,0.0068190915
S038,0.01,0.003330745
S039,0.01,0.0041577262
S040,0.01,0.0042793304
S041,0.01,0.0020130758
S042,0.01,0.0069844469
S043,0.01,0.00125
S044,0.01,0.002523963
S045,0.01,0.0016872599
S046,0.01,0.0040336602
S047,0.01,0.0022986177
S048,0.01,0.0143601269
S049,0.01,0.0032031891
S050,0.01,0.0040604357
S051,0.01,0.0042086943
S052,0.01,0.0028907155
S053,0.01,0.0076370654
S054,0.01,0.0031673649
S055,0.01,0.0039243074
S056,0.01,0.00125
S057,0.01,0.0037169458
S058,0.01,0.0038695577
S059,0.01,0.0054116053
S060,0.01,0.0044675381
S061,0.01,0.0043119829
S062,0.01,0.0035280323
S063,0.01,0.0028958106
S064,0.01,0.0096009178
S065,0.01,0.00125
S066,0.01,0.007514411
S067,0.01,0.001326843
S068,0.01,0.0024164242
S069,0.01,0.0042317626
S070,0.01,0.001326843
S071,0.01,0.0029919433
S072,0.01,0.00125
S073,0.01,0.00125
S074,0.01,0.0043622462
S075,0.01,0.00125
S076,0.01,0.0017562323
S077,0.01,0.00125
S078,0.01,0.0024164242
S079,0.01,0.0026899884
S080,0.01,0.0040604357
S081,0.01,0.005626118
S082,0.01,0.00125
S083,0.01,0.00125
S084,0.01,0.00125
S085,0.01,0.00125
S086,0.01,0.002834191
S087,0.01,0.00125
S088,0.01,0.0032031891
S089,0.01,0.0034096723
S090,0.01,0.0032031891
S091,0.01,0.0069039903
S092,0.01,0.0058095288
S093,0.01,0.00125
S094,0.01,0.00125
S095,0.01,0.0091499209
S096,0.01,0.0051299405
S097,0.01,0.0021050345
S098,0.01,0.00125
S099,0.01,0.0028958106
S100,0.01,0.00125
