task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class,loaded_distance_km,duration_source
TSK000022,204.9766,248.1224,NOD000777,NOD000333,9733.6893,12069.92637,39.609,自有,PRD0173,危货,978.0,direct_historical_od_median
TSK000032,205.16239935,226.53169935,NOD000794,NOD000242,6067.931,8408.54871,21.09,外协,PRD0011,普货,703.0,direct_historical_od_median
TSK000081,205.3481987,219.0169487,NOD000632,NOD000019,2611.6545,3417.63669,7.95,自有,PRD0093,普货,265.0,historical_distance_bin_median
TSK000173,205.53399805,247.25689805,NOD000607,NOD000198,12656.9077,16023.10167,41.85,外协,PRD0262,普货,1395.0,direct_historical_od_median
TSK000183,205.71979739,227.76469739,NOD000597,NOD000450,6978.8011,9027.97875,23.04,自有,PRD0212,普货,768.0,historical_distance_bin_median
TSK000204,205.90559674,219.60739674,NOD000678,NOD000177,2482.6453,3792.50118,7.95,外协,PRD0167,普货,265.0,direct_historical_od_median
TSK000216,206.09139609,271.61844609,NOD000788,NOD000348,20159.5165,24990.80346,64.59,外协,PRD0215,普货,2153.0,historical_distance_bin_median
TSK000218,206.27719544,228.32209544,NOD000597,NOD000431,7238.1298,9350.05203,23.94,自有,PRD0212,普货,798.0,historical_distance_bin_median
TSK000244,206.46299479,225.51299479,NOD000777,NOD000030,6068.7466,9014.49585,27.0945,自有,PRD0173,危货,669.0,direct_historical_od_median
TSK000249,206.64879414,243.45349414,NOD000786,NOD000096,7160.8464,10316.83617,26.22,外协,PRD0185,普货,874.0,historical_distance_bin_median
TSK000269,206.83459349,229.11739349,NOD000632,NOD000285,5219.5229,7099.39233,17.64,自有,PRD0097,普货,588.0,direct_historical_od_median
TSK000270,207.02039283,247.67909283,NOD000678,NOD000161,12598.9053,17095.7916,44.22,自有,PRD0167,普货,1474.0,historical_distance_bin_median
TSK000359,207.20619218,244.01089218,NOD000610,NOD000154,8516.3016,11431.68993,29.4,外协,PRD0210,普货,980.0,historical_distance_bin_median
TSK000409,207.39199153,221.06074153,NOD000632,NOD000028,2363.7957,3290.75352,6.75,外协,PRD0072,普货,225.0,historical_distance_bin_median
TSK000423,207.57779088,221.24654088,NOD000632,NOD000028,2363.7957,3290.75352,6.75,外协,PRD0072,普货,225.0,historical_distance_bin_median
TSK000430,207.76359023,248.42229023,NOD000678,NOD000049,9095.9947,12246.79986,31.59,自有,PRD0150,普货,1053.0,historical_distance_bin_median
TSK000443,207.94938958,234.86578958,NOD000780,NOD000316,7528.4628,10247.34357,25.86,自有,PRD0161,普货,862.0,direct_historical_od_median
TSK000457,208.13518893,222.46828893,NOD000779,NOD000419,2760.368,4721.49648,10.77,外协,PRD0159,普货,359.0,direct_historical_od_median
TSK000467,208.32098827,224.82638827,NOD000779,NOD000136,793.4508,1619.52228,1.83,自有,PRD0156,普货,61.0,direct_historical_od_median
TSK000469,208.50678762,235.42318762,NOD000780,NOD000316,7528.4628,10247.34357,25.86,自有,PRD0161,普货,862.0,direct_historical_od_median
TSK000502,208.69258697,220.99178697,NOD000678,NOD000020,1664.6594,3051.8172,5.79,外协,PRD0167,普货,193.0,direct_historical_od_median
TSK000530,208.87838632,235.79478632,NOD000780,NOD000316,7528.4628,10247.34357,25.86,自有,PRD0161,普货,862.0,direct_historical_od_median
TSK000537,209.06418567,221.35788567,NOD000678,NOD000178,2157.7069,3366.76275,6.75,外协,PRD0167,普货,225.0,direct_historical_od_median
