scenario_id,probability,empty_risk_per_km
S001,0.01,0.00125
S002,0.01,0.00125
S003,0.01,0.00125
S004,0.01,0.0043104964
S005,0.01,0.0020270978
S006,0.01,0.00125
S007,0.01,0.00125
S008,0.01,0.00125
S009,0.01,0.0035467202
S010,0.01,0.0023901186
S011,0.01,0.0041194761
S012,0.01,0.0038232984
S013,0.01,0.0077129978
S014,0.01,0.0017518306
S015,0.01,0.0037614506
S016,0.01,0.0019273821
S017,0.01,0.00125
S018,0.01,0.0019865581
S019,0.01,0.0020130758
S020,0.01,0.0034096723
S021,0.01,0.0028907155
S022,0.01,0.00125
S023,0.01,0.00125
S024,0.01,0.00125
S025,0.01,0.00125
S026,0.01,0.0038695577
S027,0.01,0.0039243074
S028,0.01,0.00125
S029,0.01,0.0033199546
S030,0.01,0.0069524247
S031,0.01,0.0143601269
S032,0.01,0.00125
S033,0.01,0.0025500875
S034,0.01,0.0049101387
S035,0.01,0.0038582525
S036,0.01,0.0028958106
S037,0.01,0.00125
S038,0.01,0.00125
S039,0.01,0.0017518306
S040,0.01,0.00125
S041,0.01,0.0045153486
S042,0.01,0.0046821293
S043,0.01,0.0032292597
S044,0.01,0.00125
S045,0.01,0.0042086943
S046,0.01,0.0019273821
S047,0.01,0.0040604357
S048,0.01,0.00125
S049,0.01,0.00125
S050,0.01,0.0026944338
S051,0.01,0.00125
S052,0.01,0.00125
S053,0.01,0.0029919433
S054,0.01,0.0023894928
S055,0.01,0.0038695577
S056,0.01,0.005860421
S057,0.01,0.0043416926
S058,0.01,0.004230708
S059,0.01,0.0036877841
S060,0.01,0.0062277188
S061,0.01,0.0077129978
S062,0.01,0.00125
S063,0.01,0.0018587955
S064,0.01,0.00125
S065,0.01,0.0042992496
S066,0.01,0.0040336602
S067,0.01,0.0038582525
S068,0.01,0.00125
S069,0.01,0.00125
S070,0.01,0.00125
S071,0.01,0.0059587021
S072,0.01,0.0064681993
S073,0.01,0.00125
S074,0.01,0.00125
S075,0.01,0.0085120899
S076,0.01,0.00125
S077,0.01,0.0038406797
S078,0.01,0.0052905619
S079,0.01,0.00125
S080,0.01,0.0045153486
S081,0.01,0.007514411
S082,0.01,0.00125
S083,0.01,0.0042359371
S084,0.01,0.006352115
S085,0.01,0.0077129978
S086,0.01,0.0030853784
S087,0.01,0.0070434956
S088,0.01,0.0052671472
S089,0.01,0.0056160558
S090,0.01,0.0023780544
S091,0.01,0.0057578043
S092,0.01,0.00125
S093,0.01,0.0044157314
S094,0.01,0.00125
S095,0.01,0.0029539018
S096,0.01,0.0032418974
S097,0.01,0.0042261413
S098,0.01,0.00125
S099,0.01,0.0076176366
S100,0.01,0.0039285635
