scenario_id,probability,empty_risk_per_km
S001,0.01,0.0030838469
S002,0.01,0.0091389772
S003,0.01,0.0033092003
S004,0.01,0.0038582525
S005,0.01,0.00125
S006,0.01,0.0033433423
S007,0.01,0.0042155812
S008,0.01,0.00125
S009,0.01,0.00125
S010,0.01,0.00125
S011,0.01,0.003539258
S012,0.01,0.005858483
S013,0.01,0.0039548145
S014,0.01,0.0079182072
S015,0.01,0.00125
S016,0.01,0.00125
S017,0.01,0.0042359371
S018,0.01,0.0026290835
S019,0.01,0.0021439682
S020,0.01,0.00125
S021,0.01,0.0069524247
S022,0.01,0.0052490494
S023,0.01,0.0077087696
S024,0.01,0.0124953783
S025,0.01,0.00125
S026,0.01,0.0097599281
S027,0.01,0.0028337435
S028,0.01,0.0062563572
S029,0.01,0.0024348925
S030,0.01,0.0064681993
S031,0.01,0.0033078991
S032,0.01,0.00125
S033,0.01,0.0039243074
S034,0.01,0.0042261413
S035,0.01,0.0024164242
S036,0.01,0.0091389772
S037,0.01,0.0059605681
S038,0.01,0.00125
S039,0.01,0.013317029
S040,0.01,0.00125
S041,0.01,0.0020478845
S042,0.01,0.0043756448
S043,0.01,0.0038458343
S044,0.01,0.0037665041
S045,0.01,0.0048981364
S046,0.01,0.00125
S047,0.01,0.0043622462
S048,0.01,0.0084934945
S049,0.01,0.0039285635
S050,0.01,0.0042457405
S051,0.01,0.0038232984
S052,0.01,0.00125
S053,0.01,0.0077129978
S054,0.01,0.0085120899
S055,0.01,0.00125
S056,0.01,0.00125
S057,0.01,0.00125
S058,0.01,0.0038232984
S059,0.01,0.0032031891
S060,0.01,0.0036636668
S061,0.01,0.0064681993
S062,0.01,0.00125
S063,0.01,0.0061545015
S064,0.01,0.00125
S065,0.01,0.00125
S066,0.01,0.00125
S067,0.01,0.0027066684
S068,0.01,0.0026899884
S069,0.01,0.00125
S070,0.01,0.002770375
S071,0.01,0.0033199546
S072,0.01,0.0026324505
S073,0.01,0.00125
S074,0.01,0.0096759339
S075,0.01,0.0053964347
S076,0.01,0.00125
S077,0.01,0.0077428963
S078,0.01,0.00125
S079,0.01,0.0041194761
S080,0.01,0.00125
S081,0.01,0.006052092
S082,0.01,0.0032418974
S083,0.01,0.0043104964
S084,0.01,0.0084934945
S085,0.01,0.00125
S086,0.01,0.003016771
S087,0.01,0.00125
S088,0.01,0.0061030897
S089,0.01,0.00125
S090,0.01,0.0033199546
S091,0.01,0.00125
S092,0.01,0.0068190915
S093,0.01,0.0021879685
S094,0.01,0.0024348925
S095,0.01,0.0048697547
S096,0.01,0.0042793304
S097,0.01,0.0055881595
S098,0.01,0.0021852114
S099,0.01,0.00125
S100,0.01,0.0043622462
