scenario_id,probability,empty_risk_per_km
S001,0.01,0.00125
S002,0.01,0.0119354768
S003,0.01,0.0034515622
S004,0.01,0.0018587955
S005,0.01,0.0053804063
S006,0.01,0.00125
S007,0.01,0.007092459
S008,0.01,0.0061545015
S009,0.01,0.00125
S010,0.01,0.00125
S011,0.01,0.0056622163
S012,0.01,0.0035750171
S013,0.01,0.0028337435
S014,0.01,0.0096759339
S015,0.01,0.00125
S016,0.01,0.00125
S017,0.01,0.0041391817
S018,0.01,0.0061545015
S019,0.01,0.00125
S020,0.01,0.0037614506
S021,0.01,0.0038505244
S022,0.01,0.005626118
S023,0.01,0.0078847997
S024,0.01,0.0052490494
S025,0.01,0.0042166957
S026,0.01,0.0038406797
S027,0.01,0.00125
S028,0.01,0.0116707701
S029,0.01,0.0116707701
S030,0.01,0.0029470519
S031,0.01,0.00125
S032,0.01,0.00125
S033,0.01,0.00125
S034,0.01,0.00125
S035,0.01,0.005860421
S036,0.01,0.0025264019
S037,0.01,0.0046973728
S038,0.01,0.003962464
S039,0.01,0.0018587955
S040,0.01,0.0025060512
S041,0.01,0.0092045998
S042,0.01,0.0032418974
S043,0.01,0.0035920508
S044,0.01,0.00125
S045,0.01,0.0056160558
S046,0.01,0.00125
S047,0.01,0.0027752485
S048,0.01,0.0043747956
S049,0.01,0.0025060512
S050,0.01,0.00125
S051,0.01,0.0029761606
S052,0.01,0.0096759339
S053,0.01,0.0056541447
S054,0.01,0.007315445
S055,0.01,0.0085142503
S056,0.01,0.0044675381
S057,0.01,0.0033322576
S058,0.01,0.0018231154
S059,0.01,0.0038232984
S060,0.01,0.0052066579
S061,0.01,0.0043622462
S062,0.01,0.0044157314
S063,0.01,0.0049979671
S064,0.01,0.0027752485
S065,0.01,0.0033092003
S066,0.01,0.00125
S067,0.01,0.0020446974
S068,0.01,0.0053450113
S069,0.01,0.0021852114
S070,0.01,0.00125
S071,0.01,0.00125
S072,0.01,0.0025379436
S073,0.01,0.0043104964
S074,0.01,0.0056541447
S075,0.01,0.0039548145
S076,0.01,0.0020904084
S077,0.01,0.00125
S078,0.01,0.00125
S079,0.01,0.0099298994
S080,0.01,0.007514411
S081,0.01,0.003607891
S082,0.01,0.0043158248
S083,0.01,0.00125
S084,0.01,0.007315445
S085,0.01,0.00125
S086,0.01,0.00125
S087,0.01,0.00125
S088,0.01,0.00125
S089,0.01,0.0089009947
S090,0.01,0.0092449092
S091,0.01,0.0026274415
S092,0.01,0.0027039351
S093,0.01,0.00499034
S094,0.01,0.0019145619
S095,0.01,0.0031673649
S096,0.01,0.00125
S097,0.01,0.0045693173
S098,0.01,0.0029919433
S099,0.01,0.0030838469
S100,0.01,0.0056541447
