scenario_id,probability,empty_risk_per_km
S001,0.01,0.0025566039
S002,0.01,0.00125
S003,0.01,0.0035920508
S004,0.01,0.0035612108
S005,0.01,0.0042261413
S006,0.01,0.0040589005
S007,0.01,0.0035840763
S008,0.01,0.0043158248
S009,0.01,0.00125
S010,0.01,0.00125
S011,0.01,0.00125
S012,0.01,0.0042709193
S013,0.01,0.00125
S014,0.01,0.0038979983
S015,0.01,0.0109788362
S016,0.01,0.0028630946
S017,0.01,0.0034351869
S018,0.01,0.00125
S019,0.01,0.0026290835
S020,0.01,0.0059587021
S021,0.01,0.0063202715
S022,0.01,0.0078722469
S023,0.01,0.0032914313
S024,0.01,0.0069844469
S025,0.01,0.0032161683
S026,0.01,0.0052189382
S027,0.01,0.0025938111
S028,0.01,0.0052905619
S029,0.01,0.0061030897
S030,0.01,0.0038582525
S031,0.01,0.0048697547
S032,0.01,0.0091042844
S033,0.01,0.00125
S034,0.01,0.00125
S035,0.01,0.00125
S036,0.01,0.00125
S037,0.01,0.010453084
S038,0.01,0.00125
S039,0.01,0.00125
S040,0.01,0.0052927379
S041,0.01,0.0034551671
S042,0.01,0.0035467202
S043,0.01,0.015571741
S044,0.01,0.0029539018
S045,0.01,0.0023894928
S046,0.01,0.00125
S047,0.01,0.0057578043
S048,0.01,0.0026324505
S049,0.01,0.0064202899
S050,0.01,0.001326843
S051,0.01,0.0035467202
S052,0.01,0.00125
S053,0.01,0.00125
S054,0.01,0.0022879932
S055,0.01,0.006076125
S056,0.01,0.0020130758
S057,0.01,0.00125
S058,0.01,0.0025500875
S059,0.01,0.0079182072
S060,0.01,0.00125
S061,0.01,0.00125
S062,0.01,0.002834191
S063,0.01,0.00125
S064,0.01,0.00125
S065,0.01,0.00125
S066,0.01,0.00125
S067,0.01,0.0040447954
S068,0.01,0.0040598433
S069,0.01,0.0018587955
S070,0.01,0.0073810323
S071,0.01,0.0062563572
S072,0.01,0.0084934945
S073,0.01,0.0035280323
S074,0.01,0.00125
S075,0.01,0.00125
S076,0.01,0.0043104964
S077,0.01,0.0096759339
S078,0.01,0.00125
S079,0.01,0.0042166957
S080,0.01,0.0033212098
S081,0.01,0.0084934945
S082,0.01,0.0037169458
S083,0.01,0.0044994259
S084,0.01,0.0047132632
S085,0.01,0.007092459
S086,0.01,0.0028297043
S087,0.01,0.0032418974
S088,0.01,0.00125
S089,0.01,0.0055955497
S090,0.01,0.0029761606
S091,0.01,0.0034515622
S092,0.01,0.007999282
S093,0.01,0.00125
S094,0.01,0.0038695577
S095,0.01,0.00125
S096,0.01,0.00125
S097,0.01,0.0073810323
S098,0.01,0.00125
S099,0.01,0.00125
S100,0.01,0.0022986177
