task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class
T00001,8.0,8.866666666666667,L0020,L0021,52.0,63.65,0.0,official_public_fixed_time_revised_derived,public,all
T00002,17.566666666666666,18.283333333333335,L0063,L0006,43.0,78.85,0.0,official_public_fixed_time_revised_derived,public,all
T00003,7.316666666666666,7.833333333333333,L0016,L0035,31.0,53.199999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00004,17.95,19.15,L0040,L0005,72.0,98.8,0.0,official_public_fixed_time_revised_derived,public,all
T00005,8.166666666666666,9.266666666666667,L0015,L0035,66.0,81.7,0.0,official_public_fixed_time_revised_derived,public,all
T00006,16.166666666666668,16.966666666666665,L0021,L0058,48.0,76.0,0.0,official_public_fixed_time_revised_derived,public,all
T00007,11.783333333333333,13.0,L0037,L0031,73.0,87.39999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00008,8.6,9.416666666666666,L0070,L0042,49.0,73.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00009,13.9,14.616666666666667,L0043,L0035,43.0,55.099999999999994,0.0,official_public_fixed_time_revised_derived,public,all
T00010,11.65,12.616666666666667,L0070,L0046,58.0,81.7,0.0,official_public_fixed_time_revised_derived,public,all
T00011,7.25,7.9,L0005,L0027,39.0,54.15,0.0,official_public_fixed_time_revised_derived,public,all
T00012,11.9,12.933333333333334,L0012,L0029,62.0,82.64999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00013,7.283333333333333,8.466666666666667,L0058,L0031,71.0,91.19999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00014,17.3,18.083333333333332,L0015,L0004,47.0,63.65,0.0,official_public_fixed_time_revised_derived,public,all
T00015,13.9,15.05,L0050,L0064,69.0,93.1,0.0,official_public_fixed_time_revised_derived,public,all
T00016,13.316666666666666,14.25,L0064,L0042,56.0,62.699999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00017,7.55,8.483333333333333,L0072,L0023,56.0,74.1,0.0,official_public_fixed_time_revised_derived,public,all
T00018,7.9,8.9,L0022,L0078,60.0,73.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00019,7.033333333333333,7.516666666666667,L0036,L0040,29.0,51.3,0.0,official_public_fixed_time_revised_derived,public,all
T00020,16.1,17.183333333333334,L0037,L0077,65.0,79.8,0.0,official_public_fixed_time_revised_derived,public,all
T00021,14.883333333333333,15.883333333333333,L0074,L0059,60.0,84.55,0.0,official_public_fixed_time_revised_derived,public,all
T00022,7.683333333333334,8.883333333333333,L0017,L0074,72.0,72.2,0.0,official_public_fixed_time_revised_derived,public,all
T00023,14.983333333333333,15.933333333333334,L0064,L0054,57.0,63.65,0.0,official_public_fixed_time_revised_derived,public,all
T00024,13.5,14.266666666666667,L0008,L0066,46.0,56.05,0.0,official_public_fixed_time_revised_derived,public,all
T00025,16.3,17.416666666666668,L0060,L0014,67.0,67.45,0.0,official_public_fixed_time_revised_derived,public,all
T00026,14.2,15.416666666666666,L0005,L0057,73.0,86.45,0.0,official_public_fixed_time_revised_derived,public,all
T00027,10.416666666666666,11.75,L0010,L0019,80.0,99.75,0.0,official_public_fixed_time_revised_derived,public,all
T00028,7.683333333333334,8.25,L0008,L0066,34.0,44.65,0.0,official_public_fixed_time_revised_derived,public,all
T00029,11.783333333333333,13.133333333333333,L0073,L0051,81.0,92.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
