scenario_id,probability,empty_risk_per_km
S001,0.01,0.00125
S002,0.01,0.0096759339
S003,0.01,0.0031218613
S004,0.01,0.0084888989
S005,0.01,0.007514411
S006,0.01,0.013737937
S007,0.01,0.0069524247
S008,0.01,0.00125
S009,0.01,0.0049121686
S010,0.01,0.0091499209
S011,0.01,0.0054085936
S012,0.01,0.0026274415
S013,0.01,0.0020270978
S014,0.01,0.008483702
S015,0.01,0.0025379436
S016,0.01,0.00125
S017,0.01,0.0046765818
S018,0.01,0.00125
S019,0.01,0.0085120899
S020,0.01,0.0041577262
S021,0.01,0.0063989582
S022,0.01,0.0061372342
S023,0.01,0.0041106678
S024,0.01,0.0056622163
S025,0.01,0.0027778044
S026,0.01,0.0044675381
S027,0.01,0.0091389772
S028,0.01,0.00125
S029,0.01,0.0026274415
S030,0.01,0.0056160558
S031,0.01,0.0026944338
S032,0.01,0.0035920508
S033,0.01,0.0039285635
S034,0.01,0.00125
S035,0.01,0.0031986641
S036,0.01,0.00125
S037,0.01,0.00125
S038,0.01,0.00125
S039,0.01,0.00125
S040,0.01,0.00125
S041,0.01,0.0073810323
S042,0.01,0.0035280323
S043,0.01,0.00125
S044,0.01,0.0056541447
S045,0.01,0.00125
S046,0.01,0.0040447954
S047,0.01,0.00125
S048,0.01,0.00125
S049,0.01,0.0046973728
S050,0.01,0.0041391817
S051,0.01,0.0021439682
S052,0.01,0.0029554912
S053,0.01,0.00125
S054,0.01,0.0034515622
S055,0.01,0.0037169458
S056,0.01,0.0030853784
S057,0.01,0.0124953783
S058,0.01,0.00125
S059,0.01,0.0033212098
S060,0.01,0.0025500875
S061,0.01,0.00125
S062,0.01,0.0024075552
S063,0.01,0.0038582525
S064,0.01,0.00125
S065,0.01,0.0026944338
S066,0.01,0.003509032
S067,0.01,0.0052490494
S068,0.01,0.0021879685
S069,0.01,0.0049219416
S070,0.01,0.00125
S071,0.01,0.00125
S072,0.01,0.00125
S073,0.01,0.00125
S074,0.01,0.0055881595
S075,0.01,0.00125
S076,0.01,0.0077129978
S077,0.01,0.0051502653
S078,0.01,0.0032031891
S079,0.01,0.00125
S080,0.01,0.002770375
S081,0.01,0.00125
S082,0.01,0.0077428963
S083,0.01,0.0038979983
S084,0.01,0.00125
S085,0.01,0.0019145619
S086,0.01,0.00125
S087,0.01,0.0058051066
S088,0.01,0.0046147029
S089,0.01,0.0024033444
S090,0.01,0.0056160558
S091,0.01,0.0077087696
S092,0.01,0.00125
S093,0.01,0.00125
S094,0.01,0.0031986641
S095,0.01,0.0026324505
S096,0.01,0.0040447954
S097,0.01,0.0018587955
S098,0.01,0.0069844469
S099,0.01,0.0028285692
S100,0.01,0.006006208
