scenario_id,probability,empty_risk_per_km
S001,0.01,0.0077087696
S002,0.01,0.002523963
S003,0.01,0.00125
S004,0.01,0.00125
S005,0.01,0.0069844469
S006,0.01,0.0040163994
S007,0.01,0.00125
S008,0.01,0.0043622462
S009,0.01,0.0055881595
S010,0.01,0.005860421
S011,0.01,0.0042457405
S012,0.01,0.0035612108
S013,0.01,0.00125
S014,0.01,0.00125
S015,0.01,0.0035569589
S016,0.01,0.0052189382
S017,0.01,0.00125
S018,0.01,0.00125
S019,0.01,0.0117048956
S020,0.01,0.0061545015
S021,0.01,0.00125
S022,0.01,0.0069844469
S023,0.01,0.0028958106
S024,0.01,0.003782932
S025,0.01,0.0043747956
S026,0.01,0.00125
S027,0.01,0.0027636068
S028,0.01,0.0087740669
S029,0.01,0.0018950749
S030,0.01,0.0062563572
S031,0.01,0.0117455567
S032,0.01,0.0044157314
S033,0.01,0.006006208
S034,0.01,0.0038082421
S035,0.01,0.0027730216
S036,0.01,0.00125
S037,0.01,0.00125
S038,0.01,0.0077129978
S039,0.01,0.00125
S040,0.01,0.00125
S041,0.01,0.0039285635
S042,0.01,0.0018950749
S043,0.01,0.0035996524
S044,0.01,0.0022963064
S045,0.01,0.008483702
S046,0.01,0.0042374403
S047,0.01,0.00125
S048,0.01,0.0033199546
S049,0.01,0.0053450113
S050,0.01,0.006052092
S051,0.01,0.00125
S052,0.01,0.0060143286
S053,0.01,0.0029478677
S054,0.01,0.0028285692
S055,0.01,0.00125
S056,0.01,0.0020446974
S057,0.01,0.006352115
S058,0.01,0.00125
S059,0.01,0.0088623822
S060,0.01,0.008483702
S061,0.01,0.00125
S062,0.01,0.0032756467
S063,0.01,0.00125
S064,0.01,0.00125
S065,0.01,0.0029373752
S066,0.01,0.010453084
S067,0.01,0.0036695469
S068,0.01,0.0035750171
S069,0.01,0.0116707701
S070,0.01,0.0034919078
S071,0.01,0.00125
S072,0.01,0.0026870898
S073,0.01,0.0039709374
S074,0.01,0.00125
S075,0.01,0.0042898585
S076,0.01,0.0034919078
S077,0.01,0.0061372342
S078,0.01,0.0091042844
S079,0.01,0.0035996524
S080,0.01,0.0026051336
S081,0.01,0.0029478677
S082,0.01,0.0045693173
S083,0.01,0.0040336602
S084,0.01,0.0039548145
S085,0.01,0.0037665041
S086,0.01,0.00125
S087,0.01,0.0029373752
S088,0.01,0.00125
S089,0.01,0.00125
S090,0.01,0.00125
S091,0.01,0.0031673649
S092,0.01,0.00125
S093,0.01,0.00125
S094,0.01,0.00125
S095,0.01,0.0052490494
S096,0.01,0.0059587021
S097,0.01,0.0025379436
S098,0.01,0.00125
S099,0.01,0.0041194761
S100,0.01,0.007172111
