scenario_id,probability,empty_risk_per_km
S001,0.01,0.0060143286
S002,0.01,0.005216074
S003,0.01,0.00125
S004,0.01,0.00125
S005,0.01,0.0041391817
S006,0.01,0.00125
S007,0.01,0.0042155812
S008,0.01,0.00125
S009,0.01,0.00125
S010,0.01,0.00125
S011,0.01,0.00125
S012,0.01,0.0039243074
S013,0.01,0.0026899884
S014,0.01,0.0087740669
S015,0.01,0.0027752485
S016,0.01,0.0041106678
S017,0.01,0.0037540378
S018,0.01,0.003539258
S019,0.01,0.003782932
S020,0.01,0.00125
S021,0.01,0.003962464
S022,0.01,0.00125
S023,0.01,0.0019145619
S024,0.01,0.0036695469
S025,0.01,0.0053804063
S026,0.01,0.0042261413
S027,0.01,0.0025566039
S028,0.01,0.0028685828
S029,0.01,0.0040598433
S030,0.01,0.0024164242
S031,0.01,0.0078722469
S032,0.01,0.0091499209
S033,0.01,0.0044157314
S034,0.01,0.0038979983
S035,0.01,0.0030838469
S036,0.01,0.0077428963
S037,0.01,0.0064394281
S038,0.01,0.0020130758
S039,0.01,0.00125
S040,0.01,0.0030838469
S041,0.01,0.0054085936
S042,0.01,0.0021335049
S043,0.01,0.0059587021
S044,0.01,0.00125
S045,0.01,0.00125
S046,0.01,0.0032914313
S047,0.01,0.0041106678
S048,0.01,0.0037169458
S049,0.01,0.0031673649
S050,0.01,0.0130307971
S051,0.01,0.0037665041
S052,0.01,0.0043158248
S053,0.01,0.0033078991
S054,0.01,0.0077087696
S055,0.01,0.0064202899
S056,0.01,0.0045153486
S057,0.01,0.0046577054
S058,0.01,0.00125
S059,0.01,0.0061545015
S060,0.01,0.00125
S061,0.01,0.00125
S062,0.01,0.0041577262
S063,0.01,0.00499034
S064,0.01,0.0040598433
S065,0.01,0.00125
S066,0.01,0.00125
S067,0.01,0.00125
S068,0.01,0.0042793304
S069,0.01,0.0033460372
S070,0.01,0.002553921
S071,0.01,0.0049979671
S072,0.01,0.0076176366
S073,0.01,0.0030073282
S074,0.01,0.003016771
S075,0.01,0.005216074
S076,0.01,0.0021852114
S077,0.01,0.00125
S078,0.01,0.00125
S079,0.01,0.003056944
S080,0.01,0.0024033444
S081,0.01,0.0031673649
S082,0.01,0.00125
S083,0.01,0.004234179
S084,0.01,0.018484252
S085,0.01,0.0117048956
S086,0.01,0.0026870898
S087,0.01,0.0034548269
S088,0.01,0.00125
S089,0.01,0.00125
S090,0.01,0.0028337435
S091,0.01,0.00125
S092,0.01,0.0024348925
S093,0.01,0.0024108065
S094,0.01,0.0041194761
S095,0.01,0.0016187712
S096,0.01,0.00125
S097,0.01,0.0038695577
S098,0.01,0.0033092003
S099,0.01,0.0029373752
S100,0.01,0.00125
