scenario_id,probability,empty_risk_per_km
S001,0.01,0.0026290835
S002,0.01,0.0036717729
S003,0.01,0.0025253585
S004,0.01,0.0016335079
S005,0.01,0.0033433423
S006,0.01,0.0028936576
S007,0.01,0.0026944338
S008,0.01,0.0042261413
S009,0.01,0.00125
S010,0.01,0.0037182185
S011,0.01,0.00125
S012,0.01,0.00125
S013,0.01,0.00125
S014,0.01,0.00125
S015,0.01,0.0031052233
S016,0.01,0.0063202715
S017,0.01,0.0024075552
S018,0.01,0.00125
S019,0.01,0.00125
S020,0.01,0.0091499209
S021,0.01,0.00125
S022,0.01,0.007172111
S023,0.01,0.0059605681
S024,0.01,0.0085142503
S025,0.01,0.00125
S026,0.01,0.0039243074
S027,0.01,0.0052905619
S028,0.01,0.0052671472
S029,0.01,0.0045693173
S030,0.01,0.00125
S031,0.01,0.0016335079
S032,0.01,0.0031218613
S033,0.01,0.0027778044
S034,0.01,0.0020478845
S035,0.01,0.0085142503
S036,0.01,0.0033092003
S037,0.01,0.0055881595
S038,0.01,0.0038505244
S039,0.01,0.0084357526
S040,0.01,0.0033322576
S041,0.01,0.00125
S042,0.01,0.0077428963
S043,0.01,0.0053450113
S044,0.01,0.0130307971
S045,0.01,0.00125
S046,0.01,0.00125
S047,0.01,0.0042793304
S048,0.01,0.00125
S049,0.01,0.00125
S050,0.01,0.0034548269
S051,0.01,0.0048697547
S052,0.01,0.003607891
S053,0.01,0.0040163994
S054,0.01,0.00125
S055,0.01,0.0034351869
S056,0.01,0.0055881595
S057,0.01,0.0035467202
S058,0.01,0.0035996524
S059,0.01,0.0054338306
S060,0.01,0.0044157314
S061,0.01,0.00125
S062,0.01,0.0033460372
S063,0.01,0.0027066684
S064,0.01,0.0084934945
S065,0.01,0.0019273821
S066,0.01,0.0042481605
S067,0.01,0.0025500875
S068,0.01,0.00125
S069,0.01,0.00125
S070,0.01,0.0035996524
S071,0.01,0.0023635701
S072,0.01,0.0017518306
S073,0.01,0.0073810323
S074,0.01,0.0073810323
S075,0.01,0.0043622462
S076,0.01,0.0034548269
S077,0.01,0.00125
S078,0.01,0.002741511
S079,0.01,0.0049121686
S080,0.01,0.0038232984
S081,0.01,0.0036636668
S082,0.01,0.0029324669
S083,0.01,0.0044157314
S084,0.01,0.0056160558
S085,0.01,0.0076370654
S086,0.01,0.0036877841
S087,0.01,0.0051299405
S088,0.01,0.0034351869
S089,0.01,0.0036636668
S090,0.01,0.0082828512
S091,0.01,0.0024033444
S092,0.01,0.0040589005
S093,0.01,0.00125
S094,0.01,0.002523963
S095,0.01,0.003509032
S096,0.01,0.0034551671
S097,0.01,0.007212684
S098,0.01,0.0043158248
S099,0.01,0.0091042844
S100,0.01,0.00125
