vehicle_id,initial_node_id,available_hour,risk_factor,risk_percentile,vehicle_type,hazard_class,admission_indicator
D00_V0001,L0000,0.0,1.0,0.008,public_mdvsp_revised_derived,all,1
D00_V0002,L0000,0.0,1.0,0.016,public_mdvsp_revised_derived,all,1
D00_V0003,L0000,0.0,1.0,0.024,public_mdvsp_revised_derived,all,1
D00_V0004,L0000,0.0,1.0,0.032,public_mdvsp_revised_derived,all,1
D00_V0005,L0000,0.0,1.0,0.04,public_mdvsp_revised_derived,all,1
D00_V0006,L0000,0.0,1.0,0.048,public_mdvsp_revised_derived,all,1
D00_V0007,L0000,0.0,1.0,0.056,public_mdvsp_revised_derived,all,1
D00_V0008,L0000,0.0,1.0,0.064,public_mdvsp_revised_derived,all,1
D00_V0009,L0000,0.0,1.0,0.072,public_mdvsp_revised_derived,all,1
D00_V0010,L0000,0.0,1.0,0.08,public_mdvsp_revised_derived,all,1
D00_V0011,L0000,0.0,1.0,0.088,public_mdvsp_revised_derived,all,1
D00_V0012,L0000,0.0,1.0,0.096,public_mdvsp_revised_derived,all,1
D00_V0013,L0000,0.0,1.0,0.104,public_mdvsp_revised_derived,all,1
D00_V0014,L0000,0.0,1.0,0.112,public_mdvsp_revised_derived,all,1
D00_V0015,L0000,0.0,1.0,0.12,public_mdvsp_revised_derived,all,1
D00_V0016,L0000,0.0,1.0,0.128,public_mdvsp_revised_derived,all,1
D00_V0017,L0000,0.0,1.0,0.136,public_mdvsp_revised_derived,all,1
D00_V0018,L0000,0.0,1.0,0.144,public_mdvsp_revised_derived,all,1
D00_V0019,L0000,0.0,1.0,0.152,public_mdvsp_revised_derived,all,1
D00_V0020,L0000,0.0,1.0,0.16,public_mdvsp_revised_derived,all,1
D00_V0021,L0000,0.0,1.0,0.168,public_mdvsp_revised_derived,all,1
D00_V0022,L0000,0.0,1.0,0.176,public_mdvsp_revised_derived,all,1
D00_V0023,L0000,0.0,1.0,0.184,public_mdvsp_revised_derived,all,1
D00_V0024,L0000,0.0,1.0,0.192,public_mdvsp_revised_derived,all,1
D00_V0025,L0000,0.0,1.0,0.2,public_mdvsp_revised_derived,all,1
D00_V0026,L0000,0.0,1.0,0.208,public_mdvsp_revised_derived,all,1
D00_V0027,L0000,0.0,1.0,0.216,public_mdvsp_revised_derived,all,1
D00_V0028,L0000,0.0,1.0,0.224,public_mdvsp_revised_derived,all,1
D00_V0029,L0000,0.0,1.0,0.232,public_mdvsp_revised_derived,all,1
D00_V0030,L0000,0.0,1.0,0.24,public_mdvsp_revised_derived,all,1
D00_V0031,L0000,0.0,1.0,0.248,public_mdvsp_revised_derived,all,1
D00_V0032,L0000,0.0,1.0,0.256,public_mdvsp_revised_derived,all,1
D00_V0033,L0000,0.0,1.0,0.264,public_mdvsp_revised_derived,all,1
D00_V0034,L0000,0.0,1.0,0.272,public_mdvsp_revised_derived,all,1
D00_V0035,L0000,0.0,1.0,0.28,public_mdvsp_revised_derived,all,1
D00_V0036,L0000,0.0,1.0,0.288,public_mdvsp_revised_derived,all,1
D00_V0037,L0000,0.0,1.0,0.296,public_mdvsp_revised_derived,all,1
D00_V0038,L0000,0.0,1.0,0.304,public_mdvsp_revised_derived,all,1
D01_V0001,L0001,0.0,1.0,0.312,public_mdvsp_revised_derived,all,1
