scenario_id,probability,empty_risk_per_km
S001,0.01,0.0032827049
S002,0.01,0.0021335049
S003,0.01,0.0016872599
S004,0.01,0.00125
S005,0.01,0.0025999135
S006,0.01,0.0051299405
S007,0.01,0.0061545015
S008,0.01,0.002834191
S009,0.01,0.0031218613
S010,0.01,0.0038505244
S011,0.01,0.00125
S012,0.01,0.00125
S013,0.01,0.0042481605
S014,0.01,0.0036695469
S015,0.01,0.00125
S016,0.01,0.00125
S017,0.01,0.0042709193
S018,0.01,0.0023901186
S019,0.01,0.0040589005
S020,0.01,0.0042086943
S021,0.01,0.00125
S022,0.01,0.0024348925
S023,0.01,0.0035750171
S024,0.01,0.0034551671
S025,0.01,0.00125
S026,0.01,0.0042086943
S027,0.01,0.0020130758
S028,0.01,0.0029470519
S029,0.01,0.00125
S030,0.01,0.0021050345
S031,0.01,0.00125
S032,0.01,0.0044994259
S033,0.01,0.0084934945
S034,0.01,0.00125
S035,0.01,0.0073810323
S036,0.01,0.0052189382
S037,0.01,0.0026870898
S038,0.01,0.0055881595
S039,0.01,0.0035996524
S040,0.01,0.0055881595
S041,0.01,0.0079182072
S042,0.01,0.0042359371
S043,0.01,0.0097599281
S044,0.01,0.0023692356
S045,0.01,0.0041106678
S046,0.01,0.0024164242
S047,0.01,0.0037379509
S048,0.01,0.0020478845
S049,0.01,0.00125
S050,0.01,0.0037916771
S051,0.01,0.0034515622
S052,0.01,0.0046821293
S053,0.01,0.0097599281
S054,0.01,0.00125
S055,0.01,0.00125
S056,0.01,0.0029761606
S057,0.01,0.015571741
S058,0.01,0.0037182185
S059,0.01,0.0027730216
S060,0.01,0.00125
S061,0.01,0.0029478677
S062,0.01,0.0061545015
S063,0.01,0.00125
S064,0.01,0.0043747956
S065,0.01,0.0042481605
S066,0.01,0.00125
S067,0.01,0.0029579387
S068,0.01,0.0042898585
S069,0.01,0.0034919078
S070,0.01,0.0024164242
S071,0.01,0.00125
S072,0.01,0.0026899884
S073,0.01,0.003539258
S074,0.01,0.00125
S075,0.01,0.013737937
S076,0.01,0.0046147029
S077,0.01,0.0037540378
S078,0.01,0.00125
S079,0.01,0.0078722469
S080,0.01,0.0037540378
S081,0.01,0.0034551671
S082,0.01,0.00125
S083,0.01,0.0028500885
S084,0.01,0.0088623822
S085,0.01,0.0097599281
S086,0.01,0.00125
S087,0.01,0.0025060512
S088,0.01,0.0119309122
S089,0.01,0.0040336602
S090,0.01,0.0027752485
S091,0.01,0.0049979671
S092,0.01,0.0038406797
S093,0.01,0.00125
S094,0.01,0.0063989582
S095,0.01,0.00125
S096,0.01,0.006052092
S097,0.01,0.0056160558
S098,0.01,0.0020446974
S099,0.01,0.0119309122
S100,0.01,0.0031673649
