task_id,scenario_id,self_base_loss,outsourced_loss
TSK000021,S001,9.2687746,9.2687746
TSK000021,S002,9.2687746,9.2687746
TSK000021,S003,44.96777627,44.96777627
TSK000021,S004,22.43372526,22.43372526
TSK000021,S005,29.99313543,29.99313543
TSK000021,S006,22.39514562,22.39514562
TSK000021,S007,9.2687746,9.2687746
TSK000021,S008,37.54570535,37.54570535
TSK000021,S009,26.90258354,26.90258354
TSK000021,S010,9.2687746,9.2687746
TSK000021,S011,9.2687746,9.2687746
TSK000021,S012,37.31322899,37.31322899
TSK000021,S013,32.72835402,32.72835402
TSK000021,S014,17.77760977,17.77760977
TSK000021,S015,9.2687746,9.2687746
TSK000021,S016,9.2687746,9.2687746
TSK000021,S017,9.2687746,9.2687746
TSK000021,S018,20.56802573,20.56802573
TSK000021,S019,9.2687746,9.2687746
TSK000021,S020,9.2687746,9.2687746
TSK000021,S021,16.69563163,16.69563163
TSK000021,S022,16.99692666,16.99692666
TSK000021,S023,9.2687746,9.2687746
TSK000021,S024,9.2687746,9.2687746
TSK000021,S025,19.17563391,19.17563391
TSK000021,S026,25.09915944,25.09915944
TSK000021,S027,23.43411875,23.43411875
TSK000021,S028,64.20861362,64.20861362
TSK000021,S029,32.72835402,32.72835402
TSK000021,S030,53.66318015,53.66318015
TSK000021,S031,21.94919214,21.94919214
TSK000021,S032,66.3028239,66.3028239
TSK000021,S033,28.76047276,28.76047276
TSK000021,S034,22.5579695,22.5579695
TSK000021,S035,25.6613774,25.6613774
TSK000021,S036,112.24173084,112.24173084
TSK000021,S037,9.2687746,9.2687746
TSK000021,S038,9.2687746,9.2687746
TSK000021,S039,19.87571465,19.87571465
TSK000021,S040,9.2687746,9.2687746
TSK000021,S041,38.70308493,38.70308493
TSK000021,S042,9.2687746,9.2687746
TSK000021,S043,9.2687746,9.2687746
TSK000021,S044,55.05267836,55.05267836
TSK000021,S045,35.37104736,35.37104736
TSK000021,S046,22.74883913,22.74883913
TSK000021,S047,19.87571465,19.87571465
TSK000021,S048,41.73707224,41.73707224
TSK000021,S049,9.2687746,9.2687746
TSK000021,S050,17.4585776,17.4585776
TSK000021,S051,64.20861362,64.20861362
TSK000021,S052,32.81481386,32.81481386
TSK000021,S053,9.2687746,9.2687746
TSK000021,S054,9.2687746,9.2687746
TSK000021,S055,9.2687746,9.2687746
TSK000021,S056,9.2687746,9.2687746
TSK000021,S057,9.2687746,9.2687746
TSK000021,S058,82.18275292,82.18275292
TSK000021,S059,26.5613928,26.5613928
TSK000021,S060,38.12354443,38.12354443
TSK000021,S061,48.45702292,48.45702292
TSK000021,S062,91.53894319,91.53894319
TSK000021,S063,22.00898049,22.00898049
TSK000021,S064,9.2687746,9.2687746
TSK000021,S065,9.2687746,9.2687746
TSK000021,S066,28.76047276,28.76047276
TSK000021,S067,9.2687746,9.2687746
TSK000021,S068,30.1646476,30.1646476
TSK000021,S069,43.52713031,43.52713031
TSK000021,S070,9.2687746,9.2687746
TSK000021,S071,38.12354443,38.12354443
TSK000021,S072,9.2687746,9.2687746
TSK000021,S073,38.33201666,38.33201666
TSK000021,S074,9.2687746,9.2687746
TSK000021,S075,28.07253931,28.07253931
TSK000021,S076,9.2687746,9.2687746
TSK000021,S077,26.85985635,26.85985635
TSK000021,S078,9.2687746,9.2687746
TSK000021,S079,12.41291441,12.41291441
TSK000021,S080,22.97433131,22.97433131
TSK000021,S081,22.5579695,22.5579695
TSK000021,S082,9.2687746,9.2687746
TSK000021,S083,26.47828644,26.47828644
TSK000021,S084,36.53396638,36.53396638
TSK000021,S085,9.2687746,9.2687746
TSK000021,S086,33.44554749,33.44554749
TSK000021,S087,31.16743999,31.16743999
TSK000021,S088,21.67548101,21.67548101
TSK000021,S089,55.47067843,55.47067843
TSK000021,S090,9.2687746,9.2687746
TSK000021,S091,9.2687746,9.2687746
TSK000021,S092,18.67094069,18.67094069
TSK000021,S093,9.2687746,9.2687746
TSK000021,S094,15.95796244,15.95796244
TSK000021,S095,73.44010026,73.44010026
TSK000021,S096,17.63177157,17.63177157
TSK000021,S097,56.44776999,56.44776999
TSK000021,S098,9.2687746,9.2687746
TSK000021,S099,9.2687746,9.2687746
TSK000021,S100,47.98446491,47.98446491
TSK000025,S001,15.56790439,15.56790439
TSK000025,S002,15.56790439,15.56790439
TSK000025,S003,91.90718468,91.90718468
TSK000025,S004,35.73760496,35.73760496
TSK000025,S005,51.65390645,51.65390645
TSK000025,S006,33.84553148,33.84553148
TSK000025,S007,15.56790439,15.56790439
TSK000025,S008,72.86048894,72.86048894
TSK000025,S009,55.82362493,55.82362493
TSK000025,S010,15.56790439,15.56790439
TSK000025,S011,15.56790439,15.56790439
TSK000025,S012,63.89341403,63.89341403
TSK000025,S013,60.03175279,60.03175279
TSK000025,S014,30.78000779,30.78000779
TSK000025,S015,15.56790439,15.56790439
TSK000025,S016,15.56790439,15.56790439
TSK000025,S017,15.56790439,15.56790439
TSK000025,S018,37.50399541,37.50399541
TSK000025,S019,15.56790439,15.56790439
TSK000025,S020,15.56790439,15.56790439
TSK000025,S021,28.24236417,28.24236417
TSK000025,S022,34.95821835,34.95821835
TSK000025,S023,15.56790439,15.56790439
TSK000025,S024,15.56790439,15.56790439
TSK000025,S025,30.55790748,30.55790748
TSK000025,S026,44.85638121,44.85638121
TSK000025,S027,41.09788637,41.09788637
TSK000025,S028,136.39379578,136.39379578
TSK000025,S029,60.03175279,60.03175279
TSK000025,S030,114.90010024,114.90010024
TSK000025,S031,39.17573791,39.17573791
TSK000025,S032,125.72165258,125.72165258
TSK000025,S033,47.87627211,47.87627211
TSK000025,S034,35.91181798,35.91181798
TSK000025,S035,41.35846502,41.35846502
TSK000025,S036,211.35922619,211.35922619
TSK000025,S037,15.56790439,15.56790439
TSK000025,S038,15.56790439,15.56790439
TSK000025,S039,34.58536823,34.58536823
TSK000025,S040,15.56790439,15.56790439
TSK000025,S041,71.17762011,71.17762011
TSK000025,S042,15.56790439,15.56790439
TSK000025,S043,15.56790439,15.56790439
TSK000025,S044,115.85394085,115.85394085
