vehicle_id,task_id,q_ki
VEH000520,TSK000021,1
VEH000376,TSK000021,1
VEH000312,TSK000021,1
VEH000073,TSK000021,1
VEH000393,TSK000021,0
VEH000241,TSK000021,1
VEH000525,TSK000021,1
VEH000290,TSK000021,1
VEH000035,TSK000021,0
VEH000477,TSK000021,1
VEH000309,TSK000021,0
VEH000248,TSK000021,0
VEH000246,TSK000021,1
VEH000482,TSK000021,0
VEH000078,TSK000021,1
VEH000488,TSK000021,1
VEH000049,TSK000021,1
VEH000419,TSK000021,1
VEH000361,TSK000021,1
VEH000513,TSK000021,1
VEH000318,TSK000021,1
VEH000278,TSK000021,1
VEH000408,TSK000021,1
VEH000379,TSK000021,1
VEH000068,TSK000021,1
VEH000274,TSK000021,0
VEH000218,TSK000021,1
VEH000077,TSK000021,0
VEH000085,TSK000021,1
VEH000231,TSK000021,1
VEH000343,TSK000021,1
VEH000306,TSK000021,0
VEH000079,TSK000021,1
VEH000082,TSK000021,1
VEH000094,TSK000021,1
VEH000249,TSK000021,1
VEH000467,TSK000021,1
VEH000374,TSK000021,1
VEH000319,TSK000021,1
VEH000308,TSK000021,1
VEH000081,TSK000021,1
VEH000099,TSK000021,0
VEH000416,TSK000021,1
VEH000468,TSK000021,1
VEH000275,TSK000021,0
VEH000063,TSK000021,1
VEH000510,TSK000021,0
VEH000352,TSK000021,0
VEH000424,TSK000021,1
VEH000070,TSK000021,1
VEH000221,TSK000021,1
VEH000267,TSK000021,0
VEH000226,TSK000021,1
VEH000019,TSK000021,1
VEH000242,TSK000021,1
VEH000531,TSK000021,1
VEH000392,TSK000021,1
VEH000089,TSK000021,0
VEH000330,TSK000021,1
VEH000334,TSK000021,1
VEH000354,TSK000021,1
VEH000230,TSK000021,1
VEH000069,TSK000021,1
VEH000041,TSK000021,1
VEH000389,TSK000021,1
VEH000219,TSK000021,1
VEH000514,TSK000021,1
VEH000512,TSK000021,1
VEH000040,TSK000021,0
VEH000409,TSK000021,1
VEH000320,TSK000021,1
VEH000528,TSK000021,1
VEH000532,TSK000021,1
VEH000526,TSK000021,0
VEH000284,TSK000021,1
VEH000096,TSK000021,1
VEH000287,TSK000021,1
VEH000065,TSK000021,1
VEH000044,TSK000021,0
VEH000516,TSK000021,1
VEH000375,TSK000021,1
VEH000084,TSK000021,1
VEH000373,TSK000021,1
VEH000299,TSK000021,1
VEH000377,TSK000021,1
VEH000336,TSK000021,1
VEH000385,TSK000021,1
VEH000524,TSK000021,1
VEH000395,TSK000021,1
VEH000050,TSK000021,0
VEH000101,TSK000021,0
VEH000087,TSK000021,0
VEH000356,TSK000021,1
VEH000257,TSK000021,0
VEH000061,TSK000021,1
VEH000431,TSK000021,1
VEH000337,TSK000021,1
VEH000519,TSK000021,1
VEH000349,TSK000021,0
VEH000340,TSK000021,0
VEH000321,TSK000021,1
VEH000080,TSK000021,1
VEH000097,TSK000021,0
VEH000342,TSK000021,1
VEH000261,TSK000021,1
VEH000300,TSK000021,1
VEH000341,TSK000021,1
VEH000483,TSK000021,1
VEH000014,TSK000021,0
VEH000048,TSK000021,1
VEH000006,TSK000021,1
VEH000386,TSK000021,1
VEH000259,TSK000021,1
VEH000296,TSK000021,1
VEH000271,TSK000021,1
VEH000499,TSK000021,0
VEH000530,TSK000021,1
VEH000450,TSK000021,1
VEH000240,TSK000021,1
VEH000323,TSK000021,1
VEH000033,TSK000021,1
VEH000485,TSK000021,1
VEH000527,TSK000021,1
VEH000093,TSK000021,1
VEH000086,TSK000021,0
VEH000045,TSK000021,0
VEH000380,TSK000021,1
VEH000032,TSK000021,1
VEH000298,TSK000021,1
VEH000324,TSK000021,1
VEH000265,TSK000021,1
VEH000024,TSK000021,0
VEH000269,TSK000021,0
VEH000366,TSK000021,1
VEH000355,TSK000021,1
VEH000016,TSK000021,1
VEH000304,TSK000021,1
VEH000090,TSK000021,0
VEH000062,TSK000021,1
VEH000529,TSK000021,0
VEH000307,TSK000021,1
VEH000420,TSK000021,1
VEH000282,TSK000021,1
VEH000394,TSK000021,1
VEH000066,TSK000021,1
VEH000088,TSK000021,1
VEH000046,TSK000021,1
VEH000521,TSK000021,1
VEH000051,TSK000021,1
VEH000053,TSK000021,0
