scenario_id,probability,empty_risk_per_km
S001,0.01,0.00125
S002,0.01,0.00125
S003,0.01,0.0063989582
S004,0.01,0.0032418974
S005,0.01,0.003962464
S006,0.01,0.0028337435
S007,0.01,0.00125
S008,0.01,0.0058095288
S009,0.01,0.0039591921
S010,0.01,0.00125
S011,0.01,0.00125
S012,0.01,0.0046765818
S013,0.01,0.0043158248
S014,0.01,0.0022963064
S015,0.01,0.00125
S016,0.01,0.00125
S017,0.01,0.00125
S018,0.01,0.0028297043
S019,0.01,0.00125
S020,0.01,0.00125
S021,0.01,0.0022879932
S022,0.01,0.0025566039
S023,0.01,0.00125
S024,0.01,0.00125
S025,0.01,0.0026066817
S026,0.01,0.0033092003
S027,0.01,0.0029579387
S028,0.01,0.0089009947
S029,0.01,0.0043158248
S030,0.01,0.0073810323
S031,0.01,0.0028685828
S032,0.01,0.0084888989
S033,0.01,0.0037379509
S034,0.01,0.0028907155
S035,0.01,0.0033433423
S036,0.01,0.0143601269
S037,0.01,0.00125
S038,0.01,0.00125
S039,0.01,0.00283938
S040,0.01,0.00125
S041,0.01,0.0048981364
S042,0.01,0.00125
S043,0.01,0.00125
S044,0.01,0.0077428963
S045,0.01,0.0044994259
S046,0.01,0.0028936576
S047,0.01,0.00283938
S048,0.01,0.0061372342
S049,0.01,0.00125
S050,0.01,0.0024075552
S051,0.01,0.0089009947
S052,0.01,0.0042086943
S053,0.01,0.00125
S054,0.01,0.00125
S055,0.01,0.00125
S056,0.01,0.00125
S057,0.01,0.00125
S058,0.01,0.0106083858
S059,0.01,0.0038232984
S060,0.01,0.0052927379
S061,0.01,0.0070488988
S062,0.01,0.0124953783
S063,0.01,0.0029539018
S064,0.01,0.00125
S065,0.01,0.00125
S066,0.01,0.0037379509
S067,0.01,0.00125
S068,0.01,0.0038406797
S069,0.01,0.0064202899
S070,0.01,0.00125
S071,0.01,0.0052927379
S072,0.01,0.00125
S073,0.01,0.0051074867
S074,0.01,0.00125
S075,0.01,0.0040163994
S076,0.01,0.00125
S077,0.01,0.0034548269
S078,0.01,0.00125
S079,0.01,0.0016187712
S080,0.01,0.0032161683
S081,0.01,0.0028907155
S082,0.01,0.00125
S083,0.01,0.0034515622
S084,0.01,0.0052671472
S085,0.01,0.00125
S086,0.01,0.0046973728
S087,0.01,0.0043119829
S088,0.01,0.0029324669
S089,0.01,0.0074416989
S090,0.01,0.00125
S091,0.01,0.00125
S092,0.01,0.0023894928
S093,0.01,0.00125
S094,0.01,0.0020478845
S095,0.01,0.010453084
S096,0.01,0.002523963
S097,0.01,0.0079182072
S098,0.01,0.00125
S099,0.01,0.00125
S100,0.01,0.0064681993
