scenario_id,probability,empty_risk_per_km
S001,0.01,0.0038232984
S002,0.01,0.00125
S003,0.01,0.0117455567
S004,0.01,0.0054338306
S005,0.01,0.0021879685
S006,0.01,0.0038232984
S007,0.01,0.0040447954
S008,0.01,0.0041106678
S009,0.01,0.0026324505
S010,0.01,0.0042317626
S011,0.01,0.00125
S012,0.01,0.0035920508
S013,0.01,0.0035920508
S014,0.01,0.0034551671
S015,0.01,0.00125
S016,0.01,0.00125
S017,0.01,0.004234179
S018,0.01,0.0036695469
S019,0.01,0.0028958106
S020,0.01,0.0032031891
S021,0.01,0.0040568473
S022,0.01,0.00125
S023,0.01,0.00125
S024,0.01,0.00125
S025,0.01,0.003962464
S026,0.01,0.00125
S027,0.01,0.0044994259
S028,0.01,0.0027039351
S029,0.01,0.0040447954
S030,0.01,0.0085142503
S031,0.01,0.00125
S032,0.01,0.00125
S033,0.01,0.0068190915
S034,0.01,0.00125
S035,0.01,0.0064211586
S036,0.01,0.00125
S037,0.01,0.00125
S038,0.01,0.0038582525
S039,0.01,0.0038082421
S040,0.01,0.0124953783
S041,0.01,0.0029554912
S042,0.01,0.0042709193
S043,0.01,0.00125
S044,0.01,0.00125
S045,0.01,0.0058095288
S046,0.01,0.0042359371
S047,0.01,0.003962464
S048,0.01,0.00125
S049,0.01,0.0042261413
S050,0.01,0.0028907155
S051,0.01,0.005858483
S052,0.01,0.0041106678
S053,0.01,0.00125
S054,0.01,0.00125
S055,0.01,0.0038232984
S056,0.01,0.0041577262
S057,0.01,0.0084357526
S058,0.01,0.0038232984
S059,0.01,0.00125
S060,0.01,0.0069039903
S061,0.01,0.0051074867
S062,0.01,0.00125
S063,0.01,0.0069524247
S064,0.01,0.0051074867
S065,0.01,0.00125
S066,0.01,0.00125
S067,0.01,0.0021852114
S068,0.01,0.0018587955
S069,0.01,0.0019273821
S070,0.01,0.00125
S071,0.01,0.00125
S072,0.01,0.0037169458
S073,0.01,0.007514411
S074,0.01,0.0024033444
S075,0.01,0.00125
S076,0.01,0.0033199546
S077,0.01,0.0064681993
S078,0.01,0.00125
S079,0.01,0.0069039903
S080,0.01,0.00125
S081,0.01,0.00125
S082,0.01,0.0035569589
S083,0.01,0.0053465583
S084,0.01,0.0042793304
S085,0.01,0.0031218613
S086,0.01,0.003539258
S087,0.01,0.0016335079
S088,0.01,0.0025264019
S089,0.01,0.0070488988
S090,0.01,0.0042317626
S091,0.01,0.0019865581
S092,0.01,0.015571741
S093,0.01,0.0046821293
S094,0.01,0.0021335049
S095,0.01,0.0025379436
S096,0.01,0.00125
S097,0.01,0.00125
S098,0.01,0.0034096723
S099,0.01,0.002523963
S100,0.01,0.0020270978
