task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class
T00001,14.783333333333333,15.716666666666667,L0071,L0057,56.0,81.7,0.0,official_public_fixed_time_revised_derived,public,all
T00002,17.466666666666665,18.6,L0065,L0028,68.0,80.75,0.0,official_public_fixed_time_revised_derived,public,all
T00003,9.6,10.466666666666667,L0033,L0050,52.0,61.75,0.0,official_public_fixed_time_revised_derived,public,all
T00004,7.666666666666667,8.516666666666667,L0067,L0028,51.0,82.64999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00005,17.6,18.683333333333334,L0028,L0066,65.0,94.05,0.0,official_public_fixed_time_revised_derived,public,all
T00006,8.283333333333333,9.366666666666667,L0013,L0045,65.0,87.39999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00007,15.116666666666667,16.05,L0068,L0013,56.0,70.3,0.0,official_public_fixed_time_revised_derived,public,all
T00008,16.033333333333335,16.666666666666668,L0005,L0075,38.0,58.9,0.0,official_public_fixed_time_revised_derived,public,all
T00009,10.333333333333334,11.483333333333333,L0020,L0026,69.0,96.89999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00010,16.366666666666667,17.983333333333334,L0011,L0019,97.0,106.39999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00011,14.05,15.1,L0043,L0024,63.0,80.75,0.0,official_public_fixed_time_revised_derived,public,all
T00012,16.383333333333333,17.05,L0030,L0013,40.0,57.0,0.0,official_public_fixed_time_revised_derived,public,all
T00013,14.466666666666667,15.066666666666666,L0036,L0052,36.0,69.35,0.0,official_public_fixed_time_revised_derived,public,all
T00014,13.366666666666667,14.25,L0034,L0039,53.0,78.85,0.0,official_public_fixed_time_revised_derived,public,all
T00015,7.283333333333333,8.266666666666667,L0029,L0017,59.0,62.699999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00016,14.166666666666666,15.25,L0032,L0067,65.0,89.3,0.0,official_public_fixed_time_revised_derived,public,all
T00017,17.916666666666668,18.85,L0024,L0063,56.0,77.89999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00018,10.566666666666666,11.383333333333333,L0020,L0027,49.0,77.89999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00019,13.366666666666667,13.966666666666667,L0037,L0043,36.0,62.699999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00020,17.666666666666668,18.25,L0035,L0064,35.0,52.25,0.0,official_public_fixed_time_revised_derived,public,all
T00021,13.866666666666667,14.75,L0037,L0019,53.0,78.85,0.0,official_public_fixed_time_revised_derived,public,all
T00022,8.366666666666667,9.266666666666667,L0056,L0041,54.0,78.85,0.0,official_public_fixed_time_revised_derived,public,all
T00023,15.55,16.583333333333332,L0063,L0038,62.0,77.89999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00024,9.25,10.666666666666666,L0004,L0053,85.0,98.8,0.0,official_public_fixed_time_revised_derived,public,all
T00025,15.283333333333333,16.25,L0026,L0058,58.0,74.1,0.0,official_public_fixed_time_revised_derived,public,all
T00026,17.383333333333333,18.35,L0069,L0049,58.0,73.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00027,10.616666666666667,11.8,L0054,L0014,71.0,90.25,0.0,official_public_fixed_time_revised_derived,public,all
T00028,7.133333333333334,8.15,L0052,L0038,61.0,78.85,0.0,official_public_fixed_time_revised_derived,public,all
T00029,12.383333333333333,13.3,L0030,L0031,55.0,71.25,0.0,official_public_fixed_time_revised_derived,public,all
T00030,7.183333333333334,7.733333333333333,L0037,L0070,33.0,59.849999999999994,0.0,official_public_fixed_time_revised_derived,public,all
T00031,16.166666666666668,16.85,L0049,L0076,41.0,78.85,0.0,official_public_fixed_time_revised_derived,public,all
T00032,10.583333333333334,12.166666666666666,L0038,L0061,95.0,109.25,0.0,official_public_fixed_time_revised_derived,public,all
T00033,12.983333333333333,14.1,L0044,L0078,67.0,87.39999999999999,0.0,official_public_fixed_time_revised_derived,public,all
