scenario_id,probability,empty_risk_per_km
S001,0.01,0.0068000162
S002,0.01,0.00125
S003,0.01,0.0029539018
S004,0.01,0.0073810323
S005,0.01,0.0040336602
S006,0.01,0.0025938111
S007,0.01,0.0024108065
S008,0.01,0.00125
S009,0.01,0.00125
S010,0.01,0.0084888989
S011,0.01,0.0070488988
S012,0.01,0.003539258
S013,0.01,0.00125
S014,0.01,0.0099298994
S015,0.01,0.0081336256
S016,0.01,0.0096009178
S017,0.01,0.0034515622
S018,0.01,0.0043622462
S019,0.01,0.0052938866
S020,0.01,0.0042317626
S021,0.01,0.00125
S022,0.01,0.003330745
S023,0.01,0.00125
S024,0.01,0.00125
S025,0.01,0.00125
S026,0.01,0.0029584893
S027,0.01,0.0042793304
S028,0.01,0.0029919433
S029,0.01,0.0043104964
S030,0.01,0.0047132632
S031,0.01,0.00125
S032,0.01,0.0035467202
S033,0.01,0.0018587955
S034,0.01,0.00125
S035,0.01,0.007172111
S036,0.01,0.003962464
S037,0.01,0.00125
S038,0.01,0.007999282
S039,0.01,0.00125
S040,0.01,0.0033212098
S041,0.01,0.0117455567
S042,0.01,0.0091499209
S043,0.01,0.0023635701
S044,0.01,0.00125
S045,0.01,0.0034919078
S046,0.01,0.0039285635
S047,0.01,0.0042086943
S048,0.01,0.0051074867
S049,0.01,0.00125
S050,0.01,0.0042457405
S051,0.01,0.0035126079
S052,0.01,0.0061372342
S053,0.01,0.006352115
S054,0.01,0.0029584893
S055,0.01,0.003962464
S056,0.01,0.0044675381
S057,0.01,0.0043416926
S058,0.01,0.00125
S059,0.01,0.0029919433
S060,0.01,0.0040568473
S061,0.01,0.0034351869
S062,0.01,0.0032031891
S063,0.01,0.0018950749
S064,0.01,0.00125
S065,0.01,0.0088623822
S066,0.01,0.00125
S067,0.01,0.0089009947
S068,0.01,0.0038582525
S069,0.01,0.0020478845
S070,0.01,0.00125
S071,0.01,0.0055955497
S072,0.01,0.0023692356
S073,0.01,0.0096759339
S074,0.01,0.00125
S075,0.01,0.0049121686
S076,0.01,0.0035569589
S077,0.01,0.003056944
S078,0.01,0.0023692356
S079,0.01,0.0035280323
S080,0.01,0.00125
S081,0.01,0.0019865581
S082,0.01,0.0077087696
S083,0.01,0.00125
S084,0.01,0.00125
S085,0.01,0.005858483
S086,0.01,0.00125
S087,0.01,0.0027039351
S088,0.01,0.0034551671
S089,0.01,0.0054116053
S090,0.01,0.007999282
S091,0.01,0.0064202899
S092,0.01,0.00125
S093,0.01,0.00125
S094,0.01,0.00125
S095,0.01,0.0117048956
S096,0.01,0.00125
S097,0.01,0.0033460372
S098,0.01,0.00125
S099,0.01,0.0032871367
S100,0.01,0.00125
