vehicle_id,task_id,q_ki
VEH000394,TSK000002,1
VEH000089,TSK000002,0
VEH000026,TSK000002,0
VEH000483,TSK000002,0
VEH000368,TSK000002,0
VEH000426,TSK000002,0
VEH000102,TSK000002,0
VEH000440,TSK000002,0
VEH000025,TSK000002,1
VEH000406,TSK000002,0
VEH000359,TSK000002,0
VEH000012,TSK000002,0
VEH000455,TSK000002,1
VEH000222,TSK000002,1
VEH000070,TSK000002,1
VEH000006,TSK000002,1
VEH000387,TSK000002,0
VEH000300,TSK000002,0
VEH000049,TSK000002,1
VEH000510,TSK000002,1
VEH000527,TSK000002,0
VEH000346,TSK000002,0
VEH000032,TSK000002,1
VEH000261,TSK000002,1
VEH000242,TSK000002,0
VEH000509,TSK000002,0
VEH000467,TSK000002,1
VEH000252,TSK000002,1
VEH000057,TSK000002,0
VEH000458,TSK000002,1
VEH000095,TSK000002,1
VEH000307,TSK000002,0
VEH000230,TSK000002,0
VEH000033,TSK000002,0
VEH000074,TSK000002,0
VEH000010,TSK000002,0
VEH000078,TSK000002,1
VEH000523,TSK000002,1
VEH000290,TSK000002,0
VEH000101,TSK000002,1
VEH000414,TSK000002,1
VEH000044,TSK000002,1
VEH000395,TSK000002,1
VEH000100,TSK000002,1
VEH000319,TSK000002,0
VEH000306,TSK000002,0
VEH000266,TSK000002,1
VEH000071,TSK000002,0
VEH000269,TSK000002,0
VEH000267,TSK000002,1
VEH000419,TSK000002,0
VEH000531,TSK000002,1
VEH000086,TSK000002,1
VEH000528,TSK000002,1
VEH000420,TSK000002,1
VEH000271,TSK000002,0
VEH000354,TSK000002,0
VEH000037,TSK000002,1
VEH000525,TSK000002,0
VEH000289,TSK000002,0
VEH000259,TSK000002,1
VEH000339,TSK000002,1
VEH000278,TSK000002,1
VEH000059,TSK000002,0
VEH000411,TSK000002,0
VEH000091,TSK000002,1
VEH000046,TSK000002,1
VEH000428,TSK000002,0
VEH000388,TSK000002,1
VEH000321,TSK000002,0
VEH000349,TSK000002,1
VEH000378,TSK000002,0
VEH000358,TSK000002,0
VEH000429,TSK000002,1
VEH000355,TSK000002,1
VEH000506,TSK000002,0
VEH000079,TSK000002,0
VEH000350,TSK000002,0
VEH000376,TSK000002,1
VEH000381,TSK000002,0
VEH000301,TSK000002,0
VEH000337,TSK000002,1
VEH000305,TSK000002,0
VEH000068,TSK000002,1
VEH000386,TSK000002,1
VEH000246,TSK000002,0
VEH000310,TSK000002,1
VEH000524,TSK000002,0
VEH000403,TSK000002,1
VEH000529,TSK000002,0
VEH000007,TSK000002,0
