scenario_id,probability,empty_risk_per_km
S001,0.01,0.0031673649
S002,0.01,0.0068000162
S003,0.01,0.0096759339
S004,0.01,0.00125
S005,0.01,0.0031218613
S006,0.01,0.0077428963
S007,0.01,0.00125
S008,0.01,0.0068190915
S009,0.01,0.003509032
S010,0.01,0.0037169458
S011,0.01,0.00125
S012,0.01,0.00125
S013,0.01,0.0026324505
S014,0.01,0.0026290835
S015,0.01,0.0017562323
S016,0.01,0.0021852114
S017,0.01,0.0117048956
S018,0.01,0.00125
S019,0.01,0.0028685828
S020,0.01,0.0031986641
S021,0.01,0.00125
S022,0.01,0.00125
S023,0.01,0.0035467202
S024,0.01,0.00125
S025,0.01,0.00125
S026,0.01,0.015571741
S027,0.01,0.00125
S028,0.01,0.0042155812
S029,0.01,0.00125
S030,0.01,0.00125
S031,0.01,0.0043119829
S032,0.01,0.0143601269
S033,0.01,0.0032418974
S034,0.01,0.0020130758
S035,0.01,0.0040598433
S036,0.01,0.0034919078
S037,0.01,0.0033092003
S038,0.01,0.0034919078
S039,0.01,0.00125
S040,0.01,0.0053450113
S041,0.01,0.002553921
S042,0.01,0.0025999135
S043,0.01,0.00125
S044,0.01,0.0028630946
S045,0.01,0.005860421
S046,0.01,0.0045153486
S047,0.01,0.0029919433
S048,0.01,0.0096759339
S049,0.01,0.0143601269
S050,0.01,0.00125
S051,0.01,0.00125
S052,0.01,0.0042317626
S053,0.01,0.00125
S054,0.01,0.0052905619
S055,0.01,0.0076176366
S056,0.01,0.0085120899
S057,0.01,0.0039795756
S058,0.01,0.0033885289
S059,0.01,0.006052092
S060,0.01,0.0069844469
S061,0.01,0.0033212098
S062,0.01,0.00125
S063,0.01,0.003056944
S064,0.01,0.0028630946
S065,0.01,0.00125
S066,0.01,0.0031986641
S067,0.01,0.00125
S068,0.01,0.00125
S069,0.01,0.0042793304
S070,0.01,0.00125
S071,0.01,0.0026290835
S072,0.01,0.0025379436
S073,0.01,0.0096009178
S074,0.01,0.00125
S075,0.01,0.00125
S076,0.01,0.00125
S077,0.01,0.0027039351
S078,0.01,0.005626118
S079,0.01,0.0052927379
S080,0.01,0.00125
S081,0.01,0.0030073282
S082,0.01,0.0054572339
S083,0.01,0.0019145619
S084,0.01,0.0077428963
S085,0.01,0.0020130758
S086,0.01,0.0024033444
S087,0.01,0.0099298994
S088,0.01,0.0056622163
S089,0.01,0.003016771
S090,0.01,0.0042359371
S091,0.01,0.0055955497
S092,0.01,0.00125
S093,0.01,0.0035126079
S094,0.01,0.0062277188
S095,0.01,0.0035467202
S096,0.01,0.00125
S097,0.01,0.010453084
S098,0.01,0.0042086943
S099,0.01,0.0026324505
S100,0.01,0.0041106678
