scenario_id,probability,empty_risk_per_km
S001,0.01,0.003016771
S002,0.01,0.0017518306
S003,0.01,0.00125
S004,0.01,0.0047132632
S005,0.01,0.0018950749
S006,0.01,0.0054572339
S007,0.01,0.0055881595
S008,0.01,0.00125
S009,0.01,0.0064202899
S010,0.01,0.0032292597
S011,0.01,0.0063989582
S012,0.01,0.0074548664
S013,0.01,0.00125
S014,0.01,0.00125
S015,0.01,0.0026051336
S016,0.01,0.00283938
S017,0.01,0.00125
S018,0.01,0.0030073282
S019,0.01,0.004234179
S020,0.01,0.0029373752
S021,0.01,0.0068000162
S022,0.01,0.0028337435
S023,0.01,0.0091042844
S024,0.01,0.0027039351
S025,0.01,0.0032292597
S026,0.01,0.0040589005
S027,0.01,0.0034351869
S028,0.01,0.0023901186
S029,0.01,0.0022963064
S030,0.01,0.00125
S031,0.01,0.0044157314
S032,0.01,0.0028907155
S033,0.01,0.0042317626
S034,0.01,0.0039243074
S035,0.01,0.0074416989
S036,0.01,0.0040163994
S037,0.01,0.006076125
S038,0.01,0.0074548664
S039,0.01,0.00125
S040,0.01,0.0037916771
S041,0.01,0.0038232984
S042,0.01,0.007212684
S043,0.01,0.0037540378
S044,0.01,0.00125
S045,0.01,0.00125
S046,0.01,0.00125
S047,0.01,0.0051299405
S048,0.01,0.0016872599
S049,0.01,0.00125
S050,0.01,0.0021852114
S051,0.01,0.0027636068
S052,0.01,0.00125
S053,0.01,0.0049979671
S054,0.01,0.00125
S055,0.01,0.0029919433
S056,0.01,0.0084357526
S057,0.01,0.00125
S058,0.01,0.0018231154
S059,0.01,0.0026290835
S060,0.01,0.0032161683
S061,0.01,0.0053465583
S062,0.01,0.0040336602
S063,0.01,0.0085142503
S064,0.01,0.0024164242
S065,0.01,0.0020270978
S066,0.01,0.00125
S067,0.01,0.00125
S068,0.01,0.0060143286
S069,0.01,0.0025379436
S070,0.01,0.0020478845
S071,0.01,0.0036695469
S072,0.01,0.0117455567
S073,0.01,0.00125
S074,0.01,0.002834191
S075,0.01,0.0051502653
S076,0.01,0.00125
S077,0.01,0.0032871367
S078,0.01,0.005216074
S079,0.01,0.0019865581
S080,0.01,0.0099298994
S081,0.01,0.0024164242
S082,0.01,0.0049121686
S083,0.01,0.0039795756
S084,0.01,0.0061545015
S085,0.01,0.0033460372
S086,0.01,0.003607891
S087,0.01,0.00125
S088,0.01,0.0076176366
S089,0.01,0.0055881595
S090,0.01,0.0130307971
S091,0.01,0.0034551671
S092,0.01,0.0096759339
S093,0.01,0.0042793304
S094,0.01,0.00125
S095,0.01,0.0041391817
S096,0.01,0.0042374403
S097,0.01,0.0026944338
S098,0.01,0.0053804063
S099,0.01,0.0130307971
S100,0.01,0.0042359371
