vehicle_id,task_id,q_ki
VEH000271,TSK000009,1
VEH000282,TSK000009,1
VEH000441,TSK000009,1
VEH000478,TSK000009,0
VEH000532,TSK000009,1
VEH000505,TSK000009,1
VEH000093,TSK000009,1
VEH000332,TSK000009,1
VEH000303,TSK000009,1
VEH000328,TSK000009,1
VEH000428,TSK000009,1
VEH000324,TSK000009,1
VEH000272,TSK000009,1
VEH000342,TSK000009,0
VEH000380,TSK000009,0
VEH000041,TSK000009,1
VEH000094,TSK000009,0
VEH000025,TSK000009,1
VEH000366,TSK000009,1
VEH000386,TSK000009,1
VEH000058,TSK000009,1
VEH000329,TSK000009,1
VEH000326,TSK000009,1
VEH000261,TSK000009,1
VEH000314,TSK000009,1
VEH000422,TSK000009,1
VEH000408,TSK000009,1
VEH000377,TSK000009,0
VEH000259,TSK000009,1
VEH000070,TSK000009,1
VEH000385,TSK000009,1
VEH000289,TSK000009,1
VEH000229,TSK000009,0
VEH000388,TSK000009,1
VEH000504,TSK000009,1
VEH000307,TSK000009,0
VEH000393,TSK000009,1
VEH000100,TSK000009,1
VEH000085,TSK000009,0
VEH000252,TSK000009,1
VEH000098,TSK000009,1
VEH000071,TSK000009,1
VEH000280,TSK000009,1
VEH000373,TSK000009,0
VEH000360,TSK000009,1
VEH000375,TSK000009,1
VEH000028,TSK000009,0
VEH000231,TSK000009,0
VEH000421,TSK000009,1
VEH000086,TSK000009,1
VEH000227,TSK000009,1
VEH000353,TSK000009,1
VEH000006,TSK000009,1
VEH000378,TSK000009,0
VEH000242,TSK000009,1
VEH000249,TSK000009,1
VEH000367,TSK000009,1
VEH000397,TSK000009,1
VEH000455,TSK000009,1
VEH000330,TSK000009,1
VEH000433,TSK000009,1
VEH000037,TSK000009,1
VEH000033,TSK000009,0
VEH000519,TSK000009,0
VEH000341,TSK000009,1
VEH000011,TSK000009,1
VEH000042,TSK000009,1
VEH000061,TSK000009,1
VEH000309,TSK000009,1
VEH000299,TSK000009,1
VEH000246,TSK000009,1
VEH000016,TSK000009,1
VEH000384,TSK000009,1
VEH000424,TSK000009,1
VEH000250,TSK000009,1
VEH000040,TSK000009,1
VEH000406,TSK000009,1
VEH000320,TSK000009,1
VEH000512,TSK000009,0
VEH000046,TSK000009,1
VEH000081,TSK000009,1
