scenario_id,probability,empty_risk_per_km
S001,0.01,0.0097599281
S002,0.01,0.0032827049
S003,0.01,0.00125
S004,0.01,0.0076176366
S005,0.01,0.0037916771
S006,0.01,0.0055955497
S007,0.01,0.0020130758
S008,0.01,0.0085142503
S009,0.01,0.00125
S010,0.01,0.0037182185
S011,0.01,0.0034919078
S012,0.01,0.0030853784
S013,0.01,0.0053964347
S014,0.01,0.0059587021
S015,0.01,0.0091499209
S016,0.01,0.00125
S017,0.01,0.00125
S018,0.01,0.00125
S019,0.01,0.00125
S020,0.01,0.00125
S021,0.01,0.0018231154
S022,0.01,0.0042121328
S023,0.01,0.0028936576
S024,0.01,0.00283938
S025,0.01,0.00125
S026,0.01,0.00125
S027,0.01,0.00125
S028,0.01,0.0052671472
S029,0.01,0.013317029
S030,0.01,0.0033092003
S031,0.01,0.0024108065
S032,0.01,0.00125
S033,0.01,0.0051074867
S034,0.01,0.0042793304
S035,0.01,0.00125
S036,0.01,0.0042166957
S037,0.01,0.0038458343
S038,0.01,0.0109788362
S039,0.01,0.00125
S040,0.01,0.0042261413
S041,0.01,0.0016335079
S042,0.01,0.00125
S043,0.01,0.0052938866
S044,0.01,0.0088623822
S045,0.01,0.0025938111
S046,0.01,0.0018587955
S047,0.01,0.0025379436
S048,0.01,0.0053465583
S049,0.01,0.00125
S050,0.01,0.0064202899
S051,0.01,0.0032418974
S052,0.01,0.00125
S053,0.01,0.0025500875
S054,0.01,0.0034551671
S055,0.01,0.0077087696
S056,0.01,0.00125
S057,0.01,0.002770375
S058,0.01,0.0042374403
S059,0.01,0.00125
S060,0.01,0.0026066817
S061,0.01,0.0039591921
S062,0.01,0.0037665041
S063,0.01,0.00125
S064,0.01,0.00125
S065,0.01,0.00125
S066,0.01,0.00125
S067,0.01,0.00125
S068,0.01,0.00125
S069,0.01,0.0029324669
S070,0.01,0.0052490494
S071,0.01,0.0116707701
S072,0.01,0.00125
S073,0.01,0.018484252
S074,0.01,0.002553921
S075,0.01,0.015571741
S076,0.01,0.0026290835
S077,0.01,0.0042709193
S078,0.01,0.0070488988
S079,0.01,0.0038505244
S080,0.01,0.0064394281
S081,0.01,0.0033199546
S082,0.01,0.0033199546
S083,0.01,0.0028685828
S084,0.01,0.0048981364
S085,0.01,0.0025999135
S086,0.01,0.0027066684
S087,0.01,0.0025379436
S088,0.01,0.0020446974
S089,0.01,0.0028958106
S090,0.01,0.0035750171
S091,0.01,0.0028500885
S092,0.01,0.0033078991
S093,0.01,0.0087740669
S094,0.01,0.0058051066
S095,0.01,0.0031673649
S096,0.01,0.0051074867
S097,0.01,0.0052671472
S098,0.01,0.0077129978
S099,0.01,0.0033078991
S100,0.01,0.00125
