scenario_id,probability,empty_risk_per_km
S001,0.01,0.0044994259
S002,0.01,0.0020270978
S003,0.01,0.0021335049
S004,0.01,0.0028285692
S005,0.01,0.0079182072
S006,0.01,0.0017518306
S007,0.01,0.0030838469
S008,0.01,0.0052905619
S009,0.01,0.0106083858
S010,0.01,0.00125
S011,0.01,0.00125
S012,0.01,0.00125
S013,0.01,0.0033199546
S014,0.01,0.0043747956
S015,0.01,0.003056944
S016,0.01,0.00125
S017,0.01,0.0036717729
S018,0.01,0.005860421
S019,0.01,0.0079429357
S020,0.01,0.0051074867
S021,0.01,0.0079429357
S022,0.01,0.00125
S023,0.01,0.0096009178
S024,0.01,0.0017518306
S025,0.01,0.0021852114
S026,0.01,0.00125
S027,0.01,0.00125
S028,0.01,0.0077129978
S029,0.01,0.00125
S030,0.01,0.0043756448
S031,0.01,0.0091389772
S032,0.01,0.00125
S033,0.01,0.00125
S034,0.01,0.0041106678
S035,0.01,0.0069039903
S036,0.01,0.0032756467
S037,0.01,0.00125
S038,0.01,0.00125
S039,0.01,0.0055881595
S040,0.01,0.0028285692
S041,0.01,0.0044994259
S042,0.01,0.0030838469
S043,0.01,0.0038458343
S044,0.01,0.0087740669
S045,0.01,0.003056944
S046,0.01,0.0026870898
S047,0.01,0.0054572339
S048,0.01,0.0025500875
S049,0.01,0.002553921
S050,0.01,0.00125
S051,0.01,0.005860421
S052,0.01,0.00125
S053,0.01,0.00125
S054,0.01,0.0078847997
S055,0.01,0.0042261413
S056,0.01,0.0116707701
S057,0.01,0.0042898585
S058,0.01,0.00125
S059,0.01,0.003607891
S060,0.01,0.007514411
S061,0.01,0.0030853784
S062,0.01,0.00125
S063,0.01,0.0058095288
S064,0.01,0.0049979671
S065,0.01,0.0029584893
S066,0.01,0.0074416989
S067,0.01,0.0106083858
S068,0.01,0.0033885289
S069,0.01,0.0034096723
S070,0.01,0.005216074
S071,0.01,0.00125
S072,0.01,0.00125
S073,0.01,0.00125
S074,0.01,0.0030073282
S075,0.01,0.0060143286
S076,0.01,0.00125
S077,0.01,0.00125
S078,0.01,0.0028630946
S079,0.01,0.006052092
S080,0.01,0.0016872599
S081,0.01,0.0049121686
S082,0.01,0.0025264019
S083,0.01,0.00125
S084,0.01,0.00125
S085,0.01,0.00125
S086,0.01,0.0040604357
S087,0.01,0.00125
S088,0.01,0.002834191
S089,0.01,0.00125
S090,0.01,0.0029919433
S091,0.01,0.0042457405
S092,0.01,0.0026290835
S093,0.01,0.0038505244
S094,0.01,0.0024164242
S095,0.01,0.0017518306
S096,0.01,0.003539258
S097,0.01,0.0054338306
S098,0.01,0.0033433423
S099,0.01,0.0049121686
S100,0.01,0.0043119829
