scenario_id,probability,empty_risk_per_km
S001,0.01,0.00125
S002,0.01,0.0029584893
S003,0.01,0.0055881595
S004,0.01,0.0029579387
S005,0.01,0.0030838469
S006,0.01,0.0046973728
S007,0.01,0.0056541447
S008,0.01,0.0028337435
S009,0.01,0.0021852114
S010,0.01,0.0035996524
S011,0.01,0.0070434956
S012,0.01,0.006052092
S013,0.01,0.0042898585
S014,0.01,0.007514411
S015,0.01,0.0062277188
S016,0.01,0.0035280323
S017,0.01,0.0076176366
S018,0.01,0.0063202715
S019,0.01,0.00125
S020,0.01,0.00125
S021,0.01,0.002553921
S022,0.01,0.0096759339
S023,0.01,0.0036794144
S024,0.01,0.0025379436
S025,0.01,0.0038695577
S026,0.01,0.0031986641
S027,0.01,0.0038505244
S028,0.01,0.00125
S029,0.01,0.0060143286
S030,0.01,0.0046147029
S031,0.01,0.00125
S032,0.01,0.007092459
S033,0.01,0.0018950749
S034,0.01,0.0049219416
S035,0.01,0.003539258
S036,0.01,0.00125
S037,0.01,0.0035840763
S038,0.01,0.00125
S039,0.01,0.00125
S040,0.01,0.00125
S041,0.01,0.0036717729
S042,0.01,0.0059605681
S043,0.01,0.00125
S044,0.01,0.0079182072
S045,0.01,0.0037182185
S046,0.01,0.0089009947
S047,0.01,0.0037182185
S048,0.01,0.00125
S049,0.01,0.00125
S050,0.01,0.0028500885
S051,0.01,0.010453084
S052,0.01,0.0038232984
S053,0.01,0.005858483
S054,0.01,0.0038232984
S055,0.01,0.00125
S056,0.01,0.0026066817
S057,0.01,0.0052905619
S058,0.01,0.0032031891
S059,0.01,0.0034351869
S060,0.01,0.005216074
S061,0.01,0.0028500885
S062,0.01,0.0063989582
S063,0.01,0.0028936576
S064,0.01,0.0027066684
S065,0.01,0.00125
S066,0.01,0.0054338306
S067,0.01,0.0082828512
S068,0.01,0.0051074867
S069,0.01,0.0034515622
S070,0.01,0.0028337435
S071,0.01,0.0042359371
S072,0.01,0.0073810323
S073,0.01,0.0031218613
S074,0.01,0.0043756448
S075,0.01,0.0037182185
S076,0.01,0.004234179
S077,0.01,0.00125
S078,0.01,0.0096759339
S079,0.01,0.0033092003
S080,0.01,0.0035467202
S081,0.01,0.00125
S082,0.01,0.0046147029
S083,0.01,0.0097599281
S084,0.01,0.013317029
S085,0.01,0.0038582525
S086,0.01,0.0029478677
S087,0.01,0.0035840763
S088,0.01,0.0074548664
S089,0.01,0.00125
S090,0.01,0.00125
S091,0.01,0.007315445
S092,0.01,0.0037379509
S093,0.01,0.0061030897
S094,0.01,0.0020270978
S095,0.01,0.0073810323
S096,0.01,0.0042992496
S097,0.01,0.00499034
S098,0.01,0.0017518306
S099,0.01,0.0016335079
S100,0.01,0.00125
