scenario_id,probability,empty_risk_per_km
S001,0.01,0.0077129978
S002,0.01,0.0042261413
S003,0.01,0.003962464
S004,0.01,0.007092459
S005,0.01,0.0020478845
S006,0.01,0.0033885289
S007,0.01,0.00125
S008,0.01,0.0062277188
S009,0.01,0.00125
S010,0.01,0.0052905619
S011,0.01,0.0043416926
S012,0.01,0.0021335049
S013,0.01,0.00125
S014,0.01,0.0033092003
S015,0.01,0.0034096723
S016,0.01,0.0042261413
S017,0.01,0.0038458343
S018,0.01,0.0030853784
S019,0.01,0.0038232984
S020,0.01,0.0088623822
S021,0.01,0.0029478677
S022,0.01,0.0030853784
S023,0.01,0.0058979794
S024,0.01,0.00125
S025,0.01,0.0053964347
S026,0.01,0.0085120899
S027,0.01,0.0026274415
S028,0.01,0.0043747956
S029,0.01,0.00125
S030,0.01,0.003509032
S031,0.01,0.0033460372
S032,0.01,0.0029470519
S033,0.01,0.0028958106
S034,0.01,0.0040598433
S035,0.01,0.00125
S036,0.01,0.00125
S037,0.01,0.0028936576
S038,0.01,0.0089009947
S039,0.01,0.0074416989
S040,0.01,0.0026290835
S041,0.01,0.00125
S042,0.01,0.0041194761
S043,0.01,0.00125
S044,0.01,0.00125
S045,0.01,0.0026274415
S046,0.01,0.0085120899
S047,0.01,0.0036636668
S048,0.01,0.00125
S049,0.01,0.0084934945
S050,0.01,0.0064394281
S051,0.01,0.0082828512
S052,0.01,0.00125
S053,0.01,0.00125
S054,0.01,0.0031986641
S055,0.01,0.00125
S056,0.01,0.0017562323
S057,0.01,0.0059587021
S058,0.01,0.0022963064
S059,0.01,0.0033322576
S060,0.01,0.003509032
S061,0.01,0.00125
S062,0.01,0.00125
S063,0.01,0.0046973728
S064,0.01,0.00125
S065,0.01,0.0039548145
S066,0.01,0.00125
S067,0.01,0.0041194761
S068,0.01,0.0033078991
S069,0.01,0.0037916771
S070,0.01,0.0085142503
S071,0.01,0.004234179
S072,0.01,0.0062277188
S073,0.01,0.0084888989
S074,0.01,0.0056541447
S075,0.01,0.00125
S076,0.01,0.0035840763
S077,0.01,0.0042086943
S078,0.01,0.00125
S079,0.01,0.0052671472
S080,0.01,0.005860421
S081,0.01,0.0055881595
S082,0.01,0.0028285692
S083,0.01,0.0042317626
S084,0.01,0.0039591921
S085,0.01,0.0037540378
S086,0.01,0.00125
S087,0.01,0.0062563572
S088,0.01,0.0035126079
S089,0.01,0.0091042844
S090,0.01,0.0028958106
S091,0.01,0.002553921
S092,0.01,0.0077087696
S093,0.01,0.0084357526
S094,0.01,0.0020478845
S095,0.01,0.0032418974
S096,0.01,0.00125
S097,0.01,0.00125
S098,0.01,0.0035569589
S099,0.01,0.00125
S100,0.01,0.0084357526
