scenario_id,probability,empty_risk_per_km
S001,0.01,0.00125
S002,0.01,0.00125
S003,0.01,0.0023692356
S004,0.01,0.0025500875
S005,0.01,0.0058979794
S006,0.01,0.0087740669
S007,0.01,0.0032161683
S008,0.01,0.0035750171
S009,0.01,0.0031986641
S010,0.01,0.00125
S011,0.01,0.0040163994
S012,0.01,0.00125
S013,0.01,0.0040589005
S014,0.01,0.0044157314
S015,0.01,0.00125
S016,0.01,0.00125
S017,0.01,0.0077428963
S018,0.01,0.00125
S019,0.01,0.00125
S020,0.01,0.004234179
S021,0.01,0.0033199546
S022,0.01,0.00125
S023,0.01,0.015571741
S024,0.01,0.0074548664
S025,0.01,0.002523963
S026,0.01,0.0077428963
S027,0.01,0.0031052233
S028,0.01,0.0019062964
S029,0.01,0.0026274415
S030,0.01,0.0116707701
S031,0.01,0.0033078991
S032,0.01,0.0085120899
S033,0.01,0.0038979983
S034,0.01,0.0084934945
S035,0.01,0.00125
S036,0.01,0.00125
S037,0.01,0.00125
S038,0.01,0.0119354768
S039,0.01,0.0017562323
S040,0.01,0.0117455567
S041,0.01,0.0030853784
S042,0.01,0.0041577262
S043,0.01,0.0042709193
S044,0.01,0.0028337435
S045,0.01,0.0064681993
S046,0.01,0.0040589005
S047,0.01,0.0052671472
S048,0.01,0.0022879932
S049,0.01,0.0042457405
S050,0.01,0.0019062964
S051,0.01,0.0055881595
S052,0.01,0.0074548664
S053,0.01,0.00125
S054,0.01,0.0023901186
S055,0.01,0.013317029
S056,0.01,0.00125
S057,0.01,0.0051074867
S058,0.01,0.0037182185
S059,0.01,0.0037665041
S060,0.01,0.0040598433
S061,0.01,0.0024789123
S062,0.01,0.004230708
S063,0.01,0.0041391817
S064,0.01,0.0017562323
S065,0.01,0.00125
S066,0.01,0.002770375
S067,0.01,0.0039795756
S068,0.01,0.0078847997
S069,0.01,0.0043416926
S070,0.01,0.00125
S071,0.01,0.0026274415
S072,0.01,0.0035996524
S073,0.01,0.00125
S074,0.01,0.0020446974
S075,0.01,0.00125
S076,0.01,0.00125
S077,0.01,0.010453084
S078,0.01,0.0040163994
S079,0.01,0.00125
S080,0.01,0.0064394281
S081,0.01,0.0062563572
S082,0.01,0.0047132632
S083,0.01,0.0016335079
S084,0.01,0.0033212098
S085,0.01,0.00125
S086,0.01,0.0070434956
S087,0.01,0.0042457405
S088,0.01,0.0117455567
S089,0.01,0.0035467202
S090,0.01,0.00125
S091,0.01,0.0041391817
S092,0.01,0.0035840763
S093,0.01,0.0029579387
S094,0.01,0.00125
S095,0.01,0.00125
S096,0.01,0.00125
S097,0.01,0.0031673649
S098,0.01,0.0029470519
S099,0.01,0.0022879932
S100,0.01,0.00125
