scenario_id,probability,empty_risk_per_km
S001,0.01,0.00125
S002,0.01,0.0024033444
S003,0.01,0.00125
S004,0.01,0.007315445
S005,0.01,0.00125
S006,0.01,0.00125
S007,0.01,0.0037665041
S008,0.01,0.0023901186
S009,0.01,0.002770375
S010,0.01,0.00125
S011,0.01,0.0048697547
S012,0.01,0.00125
S013,0.01,0.0046973728
S014,0.01,0.0029373752
S015,0.01,0.0042898585
S016,0.01,0.0042166957
S017,0.01,0.00125
S018,0.01,0.0036877841
S019,0.01,0.00125
S020,0.01,0.0039243074
S021,0.01,0.00125
S022,0.01,0.0069039903
S023,0.01,0.00125
S024,0.01,0.0042709193
S025,0.01,0.0029324669
S026,0.01,0.00125
S027,0.01,0.00125
S028,0.01,0.013737937
S029,0.01,0.0018231154
S030,0.01,0.0029478677
S031,0.01,0.0092045998
S032,0.01,0.00125
S033,0.01,0.00125
S034,0.01,0.0053465583
S035,0.01,0.0021439682
S036,0.01,0.00125
S037,0.01,0.008483702
S038,0.01,0.0024108065
S039,0.01,0.00125
S040,0.01,0.003056944
S041,0.01,0.0044994259
S042,0.01,0.0052927379
S043,0.01,0.0026870898
S044,0.01,0.00125
S045,0.01,0.00125
S046,0.01,0.0040163994
S047,0.01,0.005216074
S048,0.01,0.003509032
S049,0.01,0.00125
S050,0.01,0.0064394281
S051,0.01,0.0035840763
S052,0.01,0.0021879685
S053,0.01,0.00125
S054,0.01,0.0035840763
S055,0.01,0.00125
S056,0.01,0.006076125
S057,0.01,0.0028630946
S058,0.01,0.00125
S059,0.01,0.0046821293
S060,0.01,0.0064211586
S061,0.01,0.0043104964
S062,0.01,0.0042155812
S063,0.01,0.0042992496
S064,0.01,0.0033078991
S065,0.01,0.005955006
S066,0.01,0.0036695469
S067,0.01,0.0016872599
S068,0.01,0.0029761606
S069,0.01,0.00125
S070,0.01,0.018484252
S071,0.01,0.0069844469
S072,0.01,0.0061545015
S073,0.01,0.00125
S074,0.01,0.0038406797
S075,0.01,0.00125
S076,0.01,0.00125
S077,0.01,0.0026274415
S078,0.01,0.0051074867
S079,0.01,0.003607891
S080,0.01,0.0085142503
S081,0.01,0.00125
S082,0.01,0.0069844469
S083,0.01,0.0117455567
S084,0.01,0.00125
S085,0.01,0.0049219416
S086,0.01,0.0062563572
S087,0.01,0.00125
S088,0.01,0.00125
S089,0.01,0.003330745
S090,0.01,0.00125
S091,0.01,0.0033199546
S092,0.01,0.0054572339
S093,0.01,0.00125
S094,0.01,0.00125
S095,0.01,0.00125
S096,0.01,0.0061545015
S097,0.01,0.0042121328
S098,0.01,0.00125
S099,0.01,0.0060143286
S100,0.01,0.00125
