vehicle_id,task_id,q_ki
VEH000514,TSK000042,0
VEH000043,TSK000042,0
VEH000263,TSK000042,1
VEH000327,TSK000042,1
VEH000520,TSK000042,1
VEH000521,TSK000042,1
VEH000524,TSK000042,1
VEH000312,TSK000042,0
VEH000053,TSK000042,1
VEH000395,TSK000042,1
VEH000048,TSK000042,0
VEH000306,TSK000042,0
VEH000376,TSK000042,0
VEH000389,TSK000042,1
VEH000093,TSK000042,1
VEH000484,TSK000042,0
VEH000301,TSK000042,1
VEH000101,TSK000042,1
VEH000528,TSK000042,1
VEH000385,TSK000042,0
VEH000251,TSK000042,0
VEH000488,TSK000042,1
VEH000225,TSK000042,1
VEH000532,TSK000042,0
VEH000525,TSK000042,0
VEH000283,TSK000042,1
VEH000366,TSK000042,1
VEH000061,TSK000042,0
VEH000045,TSK000042,0
VEH000352,TSK000042,0
VEH000037,TSK000042,0
VEH000478,TSK000042,1
VEH000090,TSK000042,1
VEH000247,TSK000042,1
VEH000360,TSK000042,0
VEH000324,TSK000042,0
VEH000005,TSK000042,0
VEH000292,TSK000042,1
VEH000267,TSK000042,1
VEH000296,TSK000042,0
VEH000492,TSK000042,0
VEH000314,TSK000042,1
VEH000241,TSK000042,1
VEH000335,TSK000042,1
VEH000380,TSK000042,1
VEH000423,TSK000042,1
VEH000047,TSK000042,1
VEH000332,TSK000042,0
VEH000305,TSK000042,0
VEH000063,TSK000042,1
VEH000248,TSK000042,1
VEH000057,TSK000042,0
VEH000281,TSK000042,0
VEH000289,TSK000042,0
VEH000531,TSK000042,1
VEH000309,TSK000042,0
VEH000051,TSK000042,1
VEH000219,TSK000042,0
VEH000410,TSK000042,1
VEH000291,TSK000042,0
VEH000026,TSK000042,0
VEH000261,TSK000042,0
VEH000511,TSK000042,1
VEH000341,TSK000042,0
VEH000050,TSK000042,0
VEH000446,TSK000042,0
VEH000035,TSK000042,1
VEH000303,TSK000042,0
VEH000311,TSK000042,0
VEH000330,TSK000042,1
VEH000509,TSK000042,0
VEH000222,TSK000042,1
VEH000062,TSK000042,0
VEH000381,TSK000042,1
VEH000350,TSK000042,0
VEH000505,TSK000042,1
VEH000298,TSK000042,0
VEH000320,TSK000042,1
VEH000031,TSK000042,1
VEH000420,TSK000042,1
VEH000508,TSK000042,0
VEH000091,TSK000042,1
VEH000278,TSK000042,0
VEH000318,TSK000042,0
VEH000387,TSK000042,1
VEH000378,TSK000042,1
VEH000079,TSK000042,0
VEH000310,TSK000042,1
VEH000280,TSK000042,0
VEH000242,TSK000042,0
VEH000066,TSK000042,0
VEH000373,TSK000042,0
VEH000082,TSK000042,1
VEH000334,TSK000042,0
VEH000249,TSK000042,1
VEH000430,TSK000042,0
VEH000533,TSK000042,1
VEH000077,TSK000042,0
VEH000221,TSK000042,1
VEH000441,TSK000042,1
VEH000514,TSK000083,1
VEH000043,TSK000083,0
VEH000263,TSK000083,0
VEH000327,TSK000083,0
VEH000520,TSK000083,1
VEH000521,TSK000083,1
VEH000524,TSK000083,1
VEH000312,TSK000083,0
VEH000053,TSK000083,0
VEH000395,TSK000083,1
VEH000048,TSK000083,1
VEH000306,TSK000083,1
VEH000376,TSK000083,1
VEH000389,TSK000083,1
VEH000093,TSK000083,0
VEH000484,TSK000083,1
VEH000301,TSK000083,0
VEH000101,TSK000083,0
VEH000528,TSK000083,1
VEH000385,TSK000083,0
VEH000251,TSK000083,1
VEH000488,TSK000083,1
VEH000225,TSK000083,0
VEH000532,TSK000083,0
VEH000525,TSK000083,1
VEH000283,TSK000083,0
VEH000366,TSK000083,1
VEH000061,TSK000083,1
VEH000045,TSK000083,1
VEH000352,TSK000083,0
VEH000037,TSK000083,1
VEH000478,TSK000083,1
VEH000090,TSK000083,0
VEH000247,TSK000083,1
VEH000360,TSK000083,1
VEH000324,TSK000083,1
VEH000005,TSK000083,0
VEH000292,TSK000083,0
VEH000267,TSK000083,0
VEH000296,TSK000083,0
VEH000492,TSK000083,0
VEH000314,TSK000083,0
VEH000241,TSK000083,1
VEH000335,TSK000083,1
VEH000380,TSK000083,0
VEH000423,TSK000083,1
VEH000047,TSK000083,1
VEH000332,TSK000083,1
VEH000305,TSK000083,0
VEH000063,TSK000083,0
VEH000248,TSK000083,0
VEH000057,TSK000083,0
VEH000281,TSK000083,1
VEH000289,TSK000083,1
VEH000531,TSK000083,0
VEH000309,TSK000083,1
VEH000051,TSK000083,0
VEH000219,TSK000083,0
VEH000410,TSK000083,1
VEH000291,TSK000083,0
VEH000026,TSK000083,0
VEH000261,TSK000083,1
VEH000511,TSK000083,1
VEH000341,TSK000083,0
VEH000050,TSK000083,1
VEH000446,TSK000083,1
VEH000035,TSK000083,0
VEH000303,TSK000083,1
VEH000311,TSK000083,0
VEH000330,TSK000083,0
VEH000509,TSK000083,0
VEH000222,TSK000083,1
VEH000062,TSK000083,1
VEH000381,TSK000083,0
VEH000350,TSK000083,1
VEH000505,TSK000083,1
VEH000298,TSK000083,0
VEH000320,TSK000083,1
VEH000031,TSK000083,1
VEH000420,TSK000083,0
VEH000508,TSK000083,1
VEH000091,TSK000083,0
VEH000278,TSK000083,0
VEH000318,TSK000083,1
VEH000387,TSK000083,0
VEH000378,TSK000083,1
VEH000079,TSK000083,0
VEH000310,TSK000083,0
VEH000280,TSK000083,1
VEH000242,TSK000083,0
VEH000066,TSK000083,1
VEH000373,TSK000083,0
VEH000082,TSK000083,1
VEH000334,TSK000083,0
VEH000249,TSK000083,0
VEH000430,TSK000083,0
VEH000533,TSK000083,1
VEH000077,TSK000083,1
VEH000221,TSK000083,0
VEH000441,TSK000083,0
VEH000514,TSK000160,1
VEH000043,TSK000160,0
VEH000263,TSK000160,0
VEH000327,TSK000160,0
VEH000520,TSK000160,1
VEH000521,TSK000160,1
VEH000524,TSK000160,0
VEH000312,TSK000160,0
VEH000053,TSK000160,0
VEH000395,TSK000160,0
VEH000048,TSK000160,0
VEH000306,TSK000160,1
VEH000376,TSK000160,1
VEH000389,TSK000160,1
VEH000093,TSK000160,0
VEH000484,TSK000160,0
VEH000301,TSK000160,0
VEH000101,TSK000160,1
VEH000528,TSK000160,0
VEH000385,TSK000160,1
VEH000251,TSK000160,1
VEH000488,TSK000160,1
VEH000225,TSK000160,0
VEH000532,TSK000160,0
VEH000525,TSK000160,1
VEH000283,TSK000160,1
VEH000366,TSK000160,0
VEH000061,TSK000160,1
VEH000045,TSK000160,1
VEH000352,TSK000160,0
VEH000037,TSK000160,0
VEH000478,TSK000160,0
VEH000090,TSK000160,1
VEH000247,TSK000160,1
VEH000360,TSK000160,0
VEH000324,TSK000160,0
VEH000005,TSK000160,1
VEH000292,TSK000160,0
VEH000267,TSK000160,1
VEH000296,TSK000160,1
VEH000492,TSK000160,0
VEH000314,TSK000160,1
VEH000241,TSK000160,0
VEH000335,TSK000160,0
VEH000380,TSK000160,0
VEH000423,TSK000160,1
VEH000047,TSK000160,1
VEH000332,TSK000160,0
VEH000305,TSK000160,0
VEH000063,TSK000160,0
VEH000248,TSK000160,1
VEH000057,TSK000160,1
VEH000281,TSK000160,1
VEH000289,TSK000160,0
VEH000531,TSK000160,0
VEH000309,TSK000160,1
VEH000051,TSK000160,1
VEH000219,TSK000160,0
VEH000410,TSK000160,0
VEH000291,TSK000160,0
VEH000026,TSK000160,1
VEH000261,TSK000160,1
VEH000511,TSK000160,1
VEH000341,TSK000160,1
VEH000050,TSK000160,1
VEH000446,TSK000160,0
VEH000035,TSK000160,0
VEH000303,TSK000160,1
VEH000311,TSK000160,1
VEH000330,TSK000160,1
VEH000509,TSK000160,0
VEH000222,TSK000160,0
VEH000062,TSK000160,1
VEH000381,TSK000160,1
VEH000350,TSK000160,0
VEH000505,TSK000160,0
VEH000298,TSK000160,1
VEH000320,TSK000160,1
VEH000031,TSK000160,0
VEH000420,TSK000160,0
VEH000508,TSK000160,0
VEH000091,TSK000160,0
VEH000278,TSK000160,1
VEH000318,TSK000160,1
VEH000387,TSK000160,1
VEH000378,TSK000160,0
VEH000079,TSK000160,1
VEH000310,TSK000160,0
VEH000280,TSK000160,0
VEH000242,TSK000160,0
VEH000066,TSK000160,1
VEH000373,TSK000160,1
VEH000082,TSK000160,1
VEH000334,TSK000160,1
VEH000249,TSK000160,1
VEH000430,TSK000160,0
VEH000533,TSK000160,0
VEH000077,TSK000160,1
VEH000221,TSK000160,0
VEH000441,TSK000160,1
VEH000514,TSK000182,0
VEH000043,TSK000182,1
VEH000263,TSK000182,0
VEH000327,TSK000182,1
VEH000520,TSK000182,0
VEH000521,TSK000182,0
VEH000524,TSK000182,0
VEH000312,TSK000182,1
VEH000053,TSK000182,0
VEH000395,TSK000182,0
VEH000048,TSK000182,1
VEH000306,TSK000182,1
VEH000376,TSK000182,1
VEH000389,TSK000182,1
VEH000093,TSK000182,1
VEH000484,TSK000182,1
VEH000301,TSK000182,0
VEH000101,TSK000182,0
VEH000528,TSK000182,1
VEH000385,TSK000182,0
VEH000251,TSK000182,1
VEH000488,TSK000182,1
VEH000225,TSK000182,0
VEH000532,TSK000182,1
VEH000525,TSK000182,0
VEH000283,TSK000182,1
VEH000366,TSK000182,0
VEH000061,TSK000182,1
VEH000045,TSK000182,0
VEH000352,TSK000182,0
VEH000037,TSK000182,0
VEH000478,TSK000182,0
VEH000090,TSK000182,0
VEH000247,TSK000182,0
VEH000360,TSK000182,0
VEH000324,TSK000182,1
VEH000005,TSK000182,0
VEH000292,TSK000182,1
VEH000267,TSK000182,1
VEH000296,TSK000182,0
VEH000492,TSK000182,0
VEH000314,TSK000182,1
VEH000241,TSK000182,1
VEH000335,TSK000182,1
VEH000380,TSK000182,1
VEH000423,TSK000182,0
VEH000047,TSK000182,0
VEH000332,TSK000182,1
VEH000305,TSK000182,0
VEH000063,TSK000182,0
VEH000248,TSK000182,1
VEH000057,TSK000182,1
VEH000281,TSK000182,0
VEH000289,TSK000182,0
VEH000531,TSK000182,0
VEH000309,TSK000182,0
VEH000051,TSK000182,0
VEH000219,TSK000182,1
VEH000410,TSK000182,1
VEH000291,TSK000182,0
VEH000026,TSK000182,1
VEH000261,TSK000182,1
VEH000511,TSK000182,1
VEH000341,TSK000182,1
VEH000050,TSK000182,0
VEH000446,TSK000182,1
VEH000035,TSK000182,1
VEH000303,TSK000182,1
VEH000311,TSK000182,0
VEH000330,TSK000182,0
VEH000509,TSK000182,0
VEH000222,TSK000182,0
VEH000062,TSK000182,1
VEH000381,TSK000182,1
VEH000350,TSK000182,1
VEH000505,TSK000182,0
VEH000298,TSK000182,1
VEH000320,TSK000182,1
VEH000031,TSK000182,0
VEH000420,TSK000182,0
VEH000508,TSK000182,0
VEH000091,TSK000182,0
VEH000278,TSK000182,0
VEH000318,TSK000182,1
VEH000387,TSK000182,1
VEH000378,TSK000182,1
VEH000079,TSK000182,1
VEH000310,TSK000182,1
VEH000280,TSK000182,1
VEH000242,TSK000182,1
VEH000066,TSK000182,0
VEH000373,TSK000182,0
VEH000082,TSK000182,1
VEH000334,TSK000182,1
VEH000249,TSK000182,0
VEH000430,TSK000182,1
VEH000533,TSK000182,0
VEH000077,TSK000182,1
VEH000221,TSK000182,0
VEH000441,TSK000182,0
VEH000514,TSK000193,1
VEH000043,TSK000193,0
VEH000263,TSK000193,0
VEH000327,TSK000193,0
VEH000520,TSK000193,1
VEH000521,TSK000193,0
VEH000524,TSK000193,0
VEH000312,TSK000193,1
VEH000053,TSK000193,1
VEH000395,TSK000193,0
VEH000048,TSK000193,1
VEH000306,TSK000193,0
VEH000376,TSK000193,1
