scenario_id,probability,empty_risk_per_km
S001,0.01,0.0045153486
S002,0.01,0.0036636668
S003,0.01,0.0035569589
S004,0.01,0.0092449092
S005,0.01,0.00125
S006,0.01,0.0052490494
S007,0.01,0.0054085936
S008,0.01,0.00125
S009,0.01,0.007092459
S010,0.01,0.0032914313
S011,0.01,0.00125
S012,0.01,0.0039709374
S013,0.01,0.0036794144
S014,0.01,0.0033433423
S015,0.01,0.00125
S016,0.01,0.007999282
S017,0.01,0.0028500885
S018,0.01,0.0081336256
S019,0.01,0.0035750171
S020,0.01,0.0042481605
S021,0.01,0.0027730216
S022,0.01,0.013737937
S023,0.01,0.0053804063
S024,0.01,0.0031986641
S025,0.01,0.0040568473
S026,0.01,0.00125
S027,0.01,0.0033199546
S028,0.01,0.0025500875
S029,0.01,0.00125
S030,0.01,0.007172111
S031,0.01,0.0049101387
S032,0.01,0.0042457405
S033,0.01,0.00125
S034,0.01,0.0042898585
S035,0.01,0.00125
S036,0.01,0.0043158248
S037,0.01,0.0042481605
S038,0.01,0.0045693173
S039,0.01,0.0035840763
S040,0.01,0.0032418974
S041,0.01,0.0026944338
S042,0.01,0.00125
S043,0.01,0.0037916771
S044,0.01,0.001326843
S045,0.01,0.0020478845
S046,0.01,0.0037916771
S047,0.01,0.0038505244
S048,0.01,0.0062563572
S049,0.01,0.00125
S050,0.01,0.0040163994
S051,0.01,0.0143601269
S052,0.01,0.00125
S053,0.01,0.005955006
S054,0.01,0.00125
S055,0.01,0.0035920508
S056,0.01,0.0039285635
S057,0.01,0.0038505244
S058,0.01,0.0027778044
S059,0.01,0.0053465583
S060,0.01,0.0039591921
S061,0.01,0.00125
S062,0.01,0.0061372342
S063,0.01,0.00125
S064,0.01,0.00125
S065,0.01,0.00125
S066,0.01,0.0022986177
S067,0.01,0.0028297043
S068,0.01,0.0042166957
S069,0.01,0.005858483
S070,0.01,0.0034548269
S071,0.01,0.00125
S072,0.01,0.006052092
S073,0.01,0.0027636068
S074,0.01,0.0053450113
S075,0.01,0.0028297043
S076,0.01,0.0025264019
S077,0.01,0.00125
S078,0.01,0.00125
S079,0.01,0.0040598433
S080,0.01,0.0109788362
S081,0.01,0.002553921
S082,0.01,0.0056541447
S083,0.01,0.0077129978
S084,0.01,0.0042992496
S085,0.01,0.0019865581
S086,0.01,0.00125
S087,0.01,0.00125
S088,0.01,0.00125
S089,0.01,0.00125
S090,0.01,0.0031218613
S091,0.01,0.00125
S092,0.01,0.00125
S093,0.01,0.0063202715
S094,0.01,0.0052490494
S095,0.01,0.0044675381
S096,0.01,0.0037169458
S097,0.01,0.0045153486
S098,0.01,0.0019062964
S099,0.01,0.0143601269
S100,0.01,0.0078722469
