scenario_id,probability,empty_risk_per_km
S001,0.01,0.0016872599
S002,0.01,0.0032756467
S003,0.01,0.003962464
S004,0.01,0.0117048956
S005,0.01,0.0051299405
S006,0.01,0.00125
S007,0.01,0.00125
S008,0.01,0.00125
S009,0.01,0.00125
S010,0.01,0.0034548269
S011,0.01,0.0038695577
S012,0.01,0.0052671472
S013,0.01,0.0023780544
S014,0.01,0.0061372342
S015,0.01,0.0054085936
S016,0.01,0.00125
S017,0.01,0.00283938
S018,0.01,0.0084934945
S019,0.01,0.0032292597
S020,0.01,0.00125
S021,0.01,0.004234179
S022,0.01,0.00125
S023,0.01,0.00125
S024,0.01,0.0022758004
S025,0.01,0.00125
S026,0.01,0.0027752485
S027,0.01,0.0042374403
S028,0.01,0.00125
S029,0.01,0.002523963
S030,0.01,0.00125
S031,0.01,0.0020904084
S032,0.01,0.007999282
S033,0.01,0.0092449092
S034,0.01,0.00125
S035,0.01,0.007315445
S036,0.01,0.0033322576
S037,0.01,0.0042359371
S038,0.01,0.0028337435
S039,0.01,0.0026899884
S040,0.01,0.0092449092
S041,0.01,0.00125
S042,0.01,0.0056541447
S043,0.01,0.0026944338
S044,0.01,0.0033092003
S045,0.01,0.0039548145
S046,0.01,0.00283938
S047,0.01,0.0078722469
S048,0.01,0.0036794144
S049,0.01,0.00125
S050,0.01,0.0023894928
S051,0.01,0.0037540378
S052,0.01,0.00125
S053,0.01,0.0040447954
S054,0.01,0.0038979983
S055,0.01,0.003539258
S056,0.01,0.0042992496
S057,0.01,0.00125
S058,0.01,0.0053964347
S059,0.01,0.00125
S060,0.01,0.00125
S061,0.01,0.0016872599
S062,0.01,0.00125
S063,0.01,0.00125
S064,0.01,0.0061372342
S065,0.01,0.0091499209
S066,0.01,0.0040447954
S067,0.01,0.0041391817
S068,0.01,0.00125
S069,0.01,0.0061545015
S070,0.01,0.0021439682
S071,0.01,0.0119309122
S072,0.01,0.0029584893
S073,0.01,0.0039591921
S074,0.01,0.0030838469
S075,0.01,0.018484252
S076,0.01,0.0029539018
S077,0.01,0.00125
S078,0.01,0.00125
S079,0.01,0.00125
S080,0.01,0.0024108065
S081,0.01,0.0064681993
S082,0.01,0.0025566039
S083,0.01,0.0091389772
S084,0.01,0.0021050345
S085,0.01,0.0042992496
S086,0.01,0.004234179
S087,0.01,0.00125
S088,0.01,0.0079182072
S089,0.01,0.0039285635
S090,0.01,0.00125
S091,0.01,0.00125
S092,0.01,0.0037540378
S093,0.01,0.0029373752
S094,0.01,0.0030073282
S095,0.01,0.0099298994
S096,0.01,0.0039548145
S097,0.01,0.0052490494
S098,0.01,0.008483702
S099,0.01,0.0037379509
S100,0.01,0.0028630946
