vehicle_id,task_id,q_ki
VEH000377,TSK000019,0
VEH000277,TSK000019,1
VEH000305,TSK000019,0
VEH000225,TSK000019,0
VEH000264,TSK000019,0
VEH000373,TSK000019,1
VEH000300,TSK000019,1
VEH000298,TSK000019,1
VEH000468,TSK000019,1
VEH000262,TSK000019,0
VEH000040,TSK000019,1
VEH000417,TSK000019,0
VEH000376,TSK000019,0
VEH000032,TSK000019,0
VEH000303,TSK000019,1
VEH000356,TSK000019,0
VEH000358,TSK000019,1
VEH000067,TSK000019,1
VEH000450,TSK000019,0
VEH000012,TSK000019,1
VEH000477,TSK000019,0
VEH000057,TSK000019,0
VEH000431,TSK000019,1
VEH000046,TSK000019,1
VEH000226,TSK000019,1
VEH000403,TSK000019,0
VEH000035,TSK000019,0
VEH000359,TSK000019,1
VEH000533,TSK000019,0
VEH000324,TSK000019,0
VEH000337,TSK000019,0
VEH000334,TSK000019,1
VEH000317,TSK000019,0
VEH000099,TSK000019,0
VEH000287,TSK000019,0
VEH000086,TSK000019,1
VEH000097,TSK000019,0
VEH000267,TSK000019,0
VEH000016,TSK000019,0
VEH000499,TSK000019,0
VEH000424,TSK000019,0
VEH000353,TSK000019,0
VEH000323,TSK000019,1
VEH000511,TSK000019,0
VEH000458,TSK000019,0
VEH000331,TSK000019,1
VEH000523,TSK000019,1
VEH000370,TSK000019,1
VEH000506,TSK000019,1
VEH000292,TSK000019,1
VEH000037,TSK000019,1
VEH000306,TSK000019,0
VEH000348,TSK000019,1
VEH000378,TSK000019,0
VEH000387,TSK000019,0
VEH000069,TSK000019,1
VEH000509,TSK000019,0
VEH000222,TSK000019,0
VEH000484,TSK000019,1
VEH000314,TSK000019,0
VEH000246,TSK000019,0
VEH000052,TSK000019,0
VEH000224,TSK000019,0
VEH000380,TSK000019,1
VEH000411,TSK000019,0
VEH000219,TSK000019,0
VEH000392,TSK000019,0
VEH000221,TSK000019,0
VEH000227,TSK000019,1
VEH000346,TSK000019,1
VEH000492,TSK000019,1
VEH000426,TSK000019,1
VEH000095,TSK000019,0
VEH000242,TSK000019,1
VEH000365,TSK000019,1
VEH000330,TSK000019,1
VEH000026,TSK000019,0
VEH000310,TSK000019,0
VEH000290,TSK000019,1
VEH000228,TSK000019,1
VEH000278,TSK000019,1
VEH000391,TSK000019,0
VEH000401,TSK000019,1
VEH000485,TSK000019,0
VEH000440,TSK000019,1
VEH000397,TSK000019,1
VEH000074,TSK000019,1
VEH000015,TSK000019,0
VEH000319,TSK000019,1
VEH000327,TSK000019,1
VEH000416,TSK000019,1
VEH000062,TSK000019,1
VEH000084,TSK000019,1
VEH000230,TSK000019,1
VEH000393,TSK000019,0
VEH000521,TSK000019,1
VEH000488,TSK000019,0
VEH000527,TSK000019,1
VEH000427,TSK000019,1
VEH000281,TSK000019,0
VEH000326,TSK000019,0
VEH000320,TSK000019,0
VEH000375,TSK000019,1
VEH000008,TSK000019,0
VEH000395,TSK000019,1
VEH000259,TSK000019,1
VEH000302,TSK000019,0
VEH000410,TSK000019,0
VEH000364,TSK000019,0
VEH000514,TSK000019,1
VEH000513,TSK000019,1
VEH000250,TSK000019,1
VEH000311,TSK000019,1
VEH000419,TSK000019,0
VEH000504,TSK000019,1
VEH000077,TSK000019,0
VEH000231,TSK000019,0
VEH000102,TSK000019,0
VEH000081,TSK000019,1
VEH000223,TSK000019,1
VEH000088,TSK000019,1
VEH000308,TSK000019,0
VEH000100,TSK000019,0
VEH000332,TSK000019,0
VEH000031,TSK000019,1
VEH000218,TSK000019,1
VEH000483,TSK000019,0
VEH000321,TSK000019,1
