task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class,loaded_distance_km,duration_source
TSK000059,66.8857,86.0613,NOD000777,NOD000031,6075.5011,9010.60245,27.0945,自有,PRD0173,危货,669.0,direct_historical_od_median
TSK000237,67.79846575,97.83856575,NOD000777,NOD000195,9988.1941,12482.41203,41.067,自有,PRD0173,危货,1014.0,direct_historical_od_median
TSK000357,68.71123151,111.85703151,NOD000777,NOD000333,9817.8193,12067.97895,39.609,自有,PRD0173,危货,978.0,direct_historical_od_median
TSK000410,69.62399726,91.66889726,NOD000601,NOD000633,6335.2402,9250.51113,23.28,外协,PRD0197,普货,776.0,historical_distance_bin_median
TSK000436,70.53676301,98.59496301,NOD000781,NOD000430,8549.3115,10788.86628,27.96,自有,PRD0262,普货,932.0,direct_historical_od_median
TSK000486,71.44952877,93.73232877,NOD000632,NOD000285,5219.5229,7099.39233,17.64,外协,PRD0055,普货,588.0,direct_historical_od_median
TSK000501,72.36229452,84.65599452,NOD000678,NOD000178,2157.7069,3366.76275,6.75,外协,PRD0167,普货,225.0,direct_historical_od_median
TSK000531,73.27506027,132.45606027,NOD000780,NOD000058,17633.5116,23787.56511,60.57,外协,PRD0162,普货,2019.0,direct_historical_od_median
TSK000577,74.18782603,119.83432603,NOD000593,NOD000244,14573.8817,17385.95592,59.13,自有,PRD0138,危货,1460.0,direct_historical_od_median
TSK000669,75.10059178,97.14549178,NOD000678,NOD000776,6424.5427,9123.63066,22.86,外协,PRD0167,普货,762.0,historical_distance_bin_median
TSK000731,76.01335753,93.08045753,NOD000632,NOD000017,2258.8959,3458.62521,7.95,外协,PRD0053,普货,265.0,direct_historical_od_median
TSK000806,76.92612329,117.58482329,NOD000597,NOD000464,9549.4964,12334.6746,32.07,自有,PRD0212,普货,1069.0,historical_distance_bin_median
TSK000869,77.83888904,118.49758904,NOD000678,NOD000489,8967.2089,12092.58045,31.14,自有,PRD0166,普货,1038.0,historical_distance_bin_median
TSK000989,78.75165479,100.79655479,NOD000786,NOD000796,5388.9194,8482.10985,21.12,外协,PRD0209,普货,704.0,historical_distance_bin_median
TSK000992,79.66442055,101.70932055,NOD000597,NOD000533,6907.7398,8772.59367,22.44,自有,PRD0212,普货,748.0,historical_distance_bin_median
TSK001005,80.5771863,102.6220863,NOD000781,NOD000321,7264.9591,9152.95167,23.43,外协,PRD0262,普货,781.0,historical_distance_bin_median
TSK001006,81.48995205,92.72605205,NOD000779,NOD000520,865.7717,1473.55281,1.83,自有,PRD0156,普货,61.0,direct_historical_od_median
TSK001022,82.40271781,102.89851781,NOD000779,NOD000140,151.2991,750.76083,0.33,自有,PRD0160,普货,11.0,direct_historical_od_median
TSK001024,83.31548356,110.23188356,NOD000780,NOD000316,7210.6664,10260.03474,25.86,自有,PRD0161,普货,862.0,direct_historical_od_median
TSK001068,84.22824932,124.88694932,NOD000786,NOD000198,12392.6058,16052.6592,41.85,外协,PRD0193,普货,1395.0,historical_distance_bin_median
TSK001090,85.14101507,98.42021507,NOD000678,NOD000021,2043.329,2758.62672,5.31,自有,PRD0166,普货,177.0,direct_historical_od_median
TSK001109,86.05378082,99.33298082,NOD000678,NOD000021,2043.329,2758.62672,5.31,自有,PRD0166,普货,177.0,direct_historical_od_median
TSK001116,86.96654658,123.77124658,NOD000678,NOD000505,7708.5502,10676.92437,27.21,自有,PRD0167,普货,907.0,historical_distance_bin_median
TSK001171,87.87931233,124.68401233,NOD000794,NOD000569,8284.9299,11554.90425,29.7,外协,PRD0009,普货,990.0,historical_distance_bin_median
TSK001231,88.79207808,109.35097808,NOD000779,NOD000336,5043.4318,6970.53996,16.74,自有,PRD0156,普货,558.0,direct_historical_od_median
TSK001308,89.70484384,106.21024384,NOD000779,NOD000136,857.974,1455.28173,1.83,自有,PRD0159,普货,61.0,direct_historical_od_median
TSK001345,90.61760959,103.38840959,NOD000678,NOD000019,2479.5634,3462.71544,7.95,自有,PRD0167,普货,265.0,direct_historical_od_median
TSK001494,91.53037534,113.78457534,NOD000678,NOD000473,5553.2409,7419.0492,18.24,自有,PRD0169,普货,608.0,direct_historical_od_median
TSK001587,92.4431411,100.9817411,NOD000645,NOD000006,2804.2661,3231.93474,6.93,外协,PRD0212,普货,231.0,direct_historical_od_median
TSK001642,93.35590685,107.41530685,NOD000678,NOD000018,2561.5785,3759.71607,7.95,外协,PRD0167,普货,265.0,direct_historical_od_median
TSK001711,94.2686726,107.9704726,NOD000678,NOD000177,2561.5785,3759.71607,7.95,外协,PRD0167,普货,265.0,direct_historical_od_median
TSK001745,95.18143836,129.40383836,NOD000777,NOD000048,9939.9122,12090.438,39.8115,自有,PRD0173,危货,983.0,direct_historical_od_median
TSK001785,96.09420411,161.62125411,NOD000594,NOD000359,22469.6871,26859.41028,69.39,自有,PRD0249,普货,2313.0,historical_distance_bin_median
TSK001879,97.00696986,109.08986986,NOD000678,NOD000421,2267.8592,3612.80412,8.43,外协,PRD0149,普货,281.0,direct_historical_od_median
TSK001977,97.91973562,134.72443562,NOD000777,NOD000438,9939.9122,12090.438,39.8115,自有,PRD0173,危货,983.0,historical_distance_bin_median
TSK001999,98.83250137,119.32830137,NOD000779,NOD000140,151.2991,750.76083,0.33,外协,PRD0160,普货,11.0,direct_historical_od_median
TSK002041,99.74526712,127.87356712,NOD000781,NOD000205,9033.5501,11458.14192,29.73,自有,PRD0262,普货,991.0,direct_historical_od_median
TSK002167,100.65803288,168.08303288,NOD000594,NOD000582,22068.0219,26906.74119,69.39,自有,PRD0251,普货,2313.0,direct_historical_od_median
TSK002242,101.57079863,128.48719863,NOD000780,NOD000316,7659.9824,10159.72038,25.86,自有,PRD0161,普货,862.0,direct_historical_od_median
TSK002339,102.48356438,122.28396438,NOD000632,NOD000177,2825.1892,3627.01404,7.95,外协,PRD0071,普货,265.0,direct_historical_od_median
TSK002344,103.39633014,117.06508014,NOD000678,NOD000014,2173.5394,3130.03809,6.33,外协,PRD0167,普货,211.0,historical_distance_bin_median
TSK002376,104.30909589,131.22549589,NOD000780,NOD000316,7659.9824,10159.72038,25.86,自有,PRD0161,普货,862.0,direct_historical_od_median
TSK002390,105.22186164,150.86836164,NOD000593,NOD000244,14711.0688,17297.68302,59.13,自有,PRD0138,危货,1460.0,direct_historical_od_median
TSK002442,106.1346274,146.6311274,NOD000780,NOD000583,10731.3182,13238.20575,44.55,自有,PRD0027,危货,1100.0,direct_historical_od_median
TSK002579,107.04739315,129.09229315,NOD000678,NOD000237,6335.1772,8499.75318,21.36,自有,PRD0149,普货,712.0,historical_distance_bin_median
TSK002658,107.9601589,121.6289089,NOD000790,NOD000419,2984.6358,4601.60721,10.77,外协,PRD0202,普货,359.0,historical_distance_bin_median
TSK002675,108.87292466,128.67332466,NOD000632,NOD000177,2825.1892,3627.01404,7.95,外协,PRD0071,普货,265.0,direct_historical_od_median
TSK002723,109.78569041,130.31979041,NOD000641,NOD000212,4860.8435,6322.43367,15.54,外协,PRD0202,普货,518.0,historical_distance_bin_median
TSK002816,110.69845616,132.74335616,NOD000599,NOD000265,6861.0513,9019.60731,23.04,外协,PRD0226,普货,768.0,historical_distance_bin_median
TSK002970,111.61122192,128.11662192,NOD000779,NOD000136,910.5603,1400.44365,1.83,自有,PRD0159,普货,61.0,direct_historical_od_median
TSK002997,112.52398767,133.54478767,NOD000678,NOD000175,6480.7624,8668.10295,22.14,自有,PRD0168,普货,738.0,direct_historical_od_median
TSK003207,113.43675342,133.68065342,NOD000596,NOD000015,2438.6396,3209.62689,6.75,自有,PRD0146,普货,225.0,direct_historical_od_median
TSK003223,114.34951918,149.84141918,NOD000645,NOD000154,8903.4508,11260.64889,29.4,外协,PRD0212,普货,980.0,direct_historical_od_median
TSK003237,115.26228493,137.30718493,NOD000678,NOD000776,6556.0622,9036.00738,22.86,外协,PRD0167,普货,762.0,historical_distance_bin_median
TSK003282,116.17505068,156.83375068,NOD000678,NOD000479,12059.7354,16129.49553,42.06,自有,PRD0170,普货,1402.0,historical_distance_bin_median
TSK003325,117.08781644,129.38151644,NOD000678,NOD000178,2289.2265,3279.13956,6.75,外协,PRD0167,普货,225.0,direct_historical_od_median
TSK003361,118.00058219,138.99878219,NOD000596,NOD000266,5158.4688,6951.73932,17.1,自有,PRD0147,普货,570.0,direct_historical_od_median
TSK003387,118.91334795,154.83464795,NOD000599,NOD000048,8673.7239,11377.21554,29.49,外协,PRD0226,普货,983.0,direct_historical_od_median
TSK003434,119.8261137,162.4100137,NOD000645,NOD000073,8860.3261,11205.41634,29.25,外协,PRD0212,普货,975.0,direct_historical_od_median
TSK003530,120.73887945,157.54357945,NOD000677,NOD000154,8659.9701,11281.86945,29.4,外协,PRD0210,普货,980.0,historical_distance_bin_median
TSK003785,121.65164521,139.73194521,NOD000678,NOD000339,5614.2389,7365.46752,18.57,自有,PRD0166,普货,619.0,direct_historical_od_median
