scenario_id,probability,empty_risk_per_km
S001,0.01,0.0035280323
S002,0.01,0.0035840763
S003,0.01,0.0057578043
S004,0.01,0.0031673649
S005,0.01,0.00125
S006,0.01,0.00125
S007,0.01,0.00125
S008,0.01,0.00125
S009,0.01,0.0023780544
S010,0.01,0.00125
S011,0.01,0.0042374403
S012,0.01,0.0143601269
S013,0.01,0.0053465583
S014,0.01,0.0040163994
S015,0.01,0.0041106678
S016,0.01,0.0023780544
S017,0.01,0.0034096723
S018,0.01,0.00125
S019,0.01,0.0040568473
S020,0.01,0.0028936576
S021,0.01,0.0026870898
S022,0.01,0.0024033444
S023,0.01,0.00125
S024,0.01,0.0023780544
S025,0.01,0.0034515622
S026,0.01,0.00125
S027,0.01,0.0053450113
S028,0.01,0.0044994259
S029,0.01,0.00125
S030,0.01,0.00125
S031,0.01,0.0030073282
S032,0.01,0.0058095288
S033,0.01,0.0042898585
S034,0.01,0.0040598433
S035,0.01,0.0026324505
S036,0.01,0.00125
S037,0.01,0.0018587955
S038,0.01,0.015571741
S039,0.01,0.00125
S040,0.01,0.0026290835
S041,0.01,0.0117455567
S042,0.01,0.0035996524
S043,0.01,0.00125
S044,0.01,0.0106083858
S045,0.01,0.0068000162
S046,0.01,0.00125
S047,0.01,0.0064211586
S048,0.01,0.0024164242
S049,0.01,0.0077129978
S050,0.01,0.00125
S051,0.01,0.005626118
S052,0.01,0.00125
S053,0.01,0.0054116053
S054,0.01,0.00125
S055,0.01,0.0021439682
S056,0.01,0.0064211586
S057,0.01,0.0044675381
S058,0.01,0.0038505244
S059,0.01,0.006006208
S060,0.01,0.0077129978
S061,0.01,0.00125
S062,0.01,0.0033199546
S063,0.01,0.00125
S064,0.01,0.00125
S065,0.01,0.0064681993
S066,0.01,0.0041194761
S067,0.01,0.0033460372
S068,0.01,0.0032756467
S069,0.01,0.00125
S070,0.01,0.0026066817
S071,0.01,0.00125
S072,0.01,0.0029579387
S073,0.01,0.0017562323
S074,0.01,0.0035467202
S075,0.01,0.0076176366
S076,0.01,0.00125
S077,0.01,0.0042457405
S078,0.01,0.0028630946
S079,0.01,0.0019865581
S080,0.01,0.00125
S081,0.01,0.00125
S082,0.01,0.00125
S083,0.01,0.0046765818
S084,0.01,0.0034351869
S085,0.01,0.00125
S086,0.01,0.0033322576
S087,0.01,0.0084934945
S088,0.01,0.00125
S089,0.01,0.0029584893
S090,0.01,0.0059587021
S091,0.01,0.00125
S092,0.01,0.0082828512
S093,0.01,0.00125
S094,0.01,0.00125
S095,0.01,0.0073810323
S096,0.01,0.0038505244
S097,0.01,0.005216074
S098,0.01,0.003962464
S099,0.01,0.00125
S100,0.01,0.00125
