task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class,loaded_distance_km,duration_source
TSK000028,66.8857,72.5321,NOD000602,NOD000131,1378.0419,2181.49596,3.63,自有,PRD0132,普货,121.0,historical_distance_bin_median
TSK000035,67.36805536,92.65135536,NOD000592,NOD000125,5335.7937,7834.82202,19.41,外协,PRD0200,普货,647.0,direct_historical_od_median
TSK000037,67.85041071,104.65511071,NOD000599,NOD000073,8389.0469,11378.4048,29.25,外协,PRD0226,普货,975.0,historical_distance_bin_median
TSK000041,68.33276607,98.54276607,NOD000632,NOD000216,6481.8801,9446.30775,23.85,外协,PRD0057,普货,795.0,direct_historical_od_median
TSK000046,68.81512143,89.34922143,NOD000622,NOD000341,4817.4471,6648.14016,16.2,外协,PRD0188,普货,540.0,historical_distance_bin_median
TSK000074,69.29747679,89.83157679,NOD000790,NOD000382,4563.2284,6266.42703,15.12,外协,PRD0202,普货,504.0,historical_distance_bin_median
TSK000098,69.77983214,88.95543214,NOD000777,NOD000031,6075.5011,9010.60245,27.0945,自有,PRD0173,危货,669.0,direct_historical_od_median
TSK000101,70.2621875,90.7962875,NOD000597,NOD000271,5361.3534,6842.20788,16.98,自有,PRD0212,普货,566.0,historical_distance_bin_median
TSK000128,70.74454286,75.91534286,NOD000678,NOD000182,1734.833,2942.15796,5.31,外协,PRD0167,普货,177.0,direct_historical_od_median
TSK000135,71.22689821,111.88559821,NOD000777,NOD000568,13093.6783,16107.67773,54.2295,自有,PRD0173,危货,1339.0,historical_distance_bin_median
TSK000153,71.70925357,78.38455357,NOD000777,NOD000419,4171.8909,5347.61487,14.5395,自有,PRD0173,危货,359.0,direct_historical_od_median
TSK000160,72.19160893,77.36240893,NOD000678,NOD000182,1734.833,2942.15796,5.31,外协,PRD0167,普货,177.0,direct_historical_od_median
TSK000162,72.67396429,114.39686429,NOD000607,NOD000198,12656.9077,16023.10167,41.85,外协,PRD0262,普货,1395.0,direct_historical_od_median
TSK000202,73.15631964,101.21451964,NOD000781,NOD000430,8549.3115,10788.86628,27.96,外协,PRD0262,普货,932.0,direct_historical_od_median
TSK000207,73.638675,84.874775,NOD000779,NOD000520,786.8385,1506.33792,1.83,自有,PRD0156,普货,61.0,direct_historical_od_median
TSK000228,74.12103036,113.09243036,NOD000786,NOD000194,9360.2249,12494.29023,32.28,外协,PRD0185,普货,1076.0,direct_historical_od_median
