scenario_id,probability,empty_risk_per_km
S001,0.01,0.0069039903
S002,0.01,0.0058979794
S003,0.01,0.0026324505
S004,0.01,0.0021439682
S005,0.01,0.00125
S006,0.01,0.0029373752
S007,0.01,0.0124953783
S008,0.01,0.0084357526
S009,0.01,0.00125
S010,0.01,0.0024789123
S011,0.01,0.0027730216
S012,0.01,0.0045153486
S013,0.01,0.00125
S014,0.01,0.0032031891
S015,0.01,0.0092449092
S016,0.01,0.0021439682
S017,0.01,0.0079872906
S018,0.01,0.0042709193
S019,0.01,0.00125
S020,0.01,0.0043119829
S021,0.01,0.0035126079
S022,0.01,0.0057578043
S023,0.01,0.00125
S024,0.01,0.0037916771
S025,0.01,0.0069039903
S026,0.01,0.0084934945
S027,0.01,0.0036877841
S028,0.01,0.0054085936
S029,0.01,0.001326843
S030,0.01,0.0044157314
S031,0.01,0.0035612108
S032,0.01,0.00125
S033,0.01,0.0024789123
S034,0.01,0.0025253585
S035,0.01,0.0032827049
S036,0.01,0.00125
S037,0.01,0.0084357526
S038,0.01,0.0032418974
S039,0.01,0.0035280323
S040,0.01,0.00125
S041,0.01,0.0036877841
S042,0.01,0.00125
S043,0.01,0.0028500885
S044,0.01,0.0034351869
S045,0.01,0.0064394281
S046,0.01,0.0030853784
S047,0.01,0.0082828512
S048,0.01,0.00125
S049,0.01,0.00125
S050,0.01,0.0099298994
S051,0.01,0.0040447954
S052,0.01,0.0044675381
S053,0.01,0.0025500875
S054,0.01,0.0051502653
S055,0.01,0.00283938
S056,0.01,0.0030838469
S057,0.01,0.0078847997
S058,0.01,0.00125
S059,0.01,0.0059605681
S060,0.01,0.00125
S061,0.01,0.0069039903
S062,0.01,0.0079429357
S063,0.01,0.00125
S064,0.01,0.00125
S065,0.01,0.0040568473
S066,0.01,0.00125
S067,0.01,0.0037182185
S068,0.01,0.00125
S069,0.01,0.0034096723
S070,0.01,0.00125
S071,0.01,0.0052066579
S072,0.01,0.0033322576
S073,0.01,0.00125
S074,0.01,0.0061030897
S075,0.01,0.0034551671
S076,0.01,0.0029539018
S077,0.01,0.0056160558
S078,0.01,0.0031986641
S079,0.01,0.0036717729
S080,0.01,0.0043622462
S081,0.01,0.00125
S082,0.01,0.0041106678
S083,0.01,0.003782932
S084,0.01,0.0073810323
S085,0.01,0.0046147029
S086,0.01,0.00125
S087,0.01,0.0076176366
S088,0.01,0.0046577054
S089,0.01,0.00125
S090,0.01,0.0020446974
S091,0.01,0.0046821293
S092,0.01,0.003016771
S093,0.01,0.0084934945
S094,0.01,0.00499034
S095,0.01,0.0038232984
S096,0.01,0.00125
S097,0.01,0.00125
S098,0.01,0.0042457405
S099,0.01,0.00125
S100,0.01,0.0043756448
