scenario_id,probability,empty_risk_per_km
S001,0.01,0.0049121686
S002,0.01,0.0035569589
S003,0.01,0.0022758004
S004,0.01,0.00125
S005,0.01,0.00125
S006,0.01,0.0037614506
S007,0.01,0.007212684
S008,0.01,0.0043416926
S009,0.01,0.00125
S010,0.01,0.0130307971
S011,0.01,0.0024108065
S012,0.01,0.00125
S013,0.01,0.00125
S014,0.01,0.0035126079
S015,0.01,0.0028297043
S016,0.01,0.0020446974
S017,0.01,0.0033885289
S018,0.01,0.0096009178
S019,0.01,0.0035920508
S020,0.01,0.0042155812
S021,0.01,0.005626118
S022,0.01,0.00125
S023,0.01,0.007999282
S024,0.01,0.0027778044
S025,0.01,0.0035280323
S026,0.01,0.00125
S027,0.01,0.0043158248
S028,0.01,0.0117455567
S029,0.01,0.0087740669
S030,0.01,0.00125
S031,0.01,0.00125
S032,0.01,0.0037169458
S033,0.01,0.00125
S034,0.01,0.0052671472
S035,0.01,0.0097599281
S036,0.01,0.0054116053
S037,0.01,0.0037540378
S038,0.01,0.00125
S039,0.01,0.002741511
S040,0.01,0.00125
S041,0.01,0.0030853784
S042,0.01,0.00125
S043,0.01,0.00499034
S044,0.01,0.0106083858
S045,0.01,0.0018587955
S046,0.01,0.00125
S047,0.01,0.0092045998
S048,0.01,0.00125
S049,0.01,0.0023901186
S050,0.01,0.0022758004
S051,0.01,0.013317029
S052,0.01,0.0057578043
S053,0.01,0.013317029
S054,0.01,0.0060143286
S055,0.01,0.0097599281
S056,0.01,0.0039795756
S057,0.01,0.00125
S058,0.01,0.00125
S059,0.01,0.0043416926
S060,0.01,0.0040568473
S061,0.01,0.0033433423
S062,0.01,0.00125
S063,0.01,0.0042457405
S064,0.01,0.0038695577
S065,0.01,0.00125
S066,0.01,0.0049979671
S067,0.01,0.0038232984
S068,0.01,0.0079872906
S069,0.01,0.0037665041
S070,0.01,0.0042457405
S071,0.01,0.0057578043
S072,0.01,0.0085120899
S073,0.01,0.0033199546
S074,0.01,0.00125
S075,0.01,0.00125
S076,0.01,0.0074548664
S077,0.01,0.0092449092
S078,0.01,0.003330745
S079,0.01,0.0032418974
S080,0.01,0.0069844469
S081,0.01,0.0077428963
S082,0.01,0.0046765818
S083,0.01,0.00125
S084,0.01,0.00125
S085,0.01,0.0037540378
S086,0.01,0.0016187712
S087,0.01,0.0076176366
S088,0.01,0.003962464
S089,0.01,0.0020446974
S090,0.01,0.0053804063
S091,0.01,0.0028297043
S092,0.01,0.0062277188
S093,0.01,0.00125
S094,0.01,0.00125
S095,0.01,0.0049101387
S096,0.01,0.00125
S097,0.01,0.0041391817
S098,0.01,0.002770375
S099,0.01,0.0016872599
S100,0.01,0.0042261413
