scenario_id,probability,empty_risk_per_km
S001,0.01,0.0062277188
S002,0.01,0.00125
S003,0.01,0.0078722469
S004,0.01,0.0029324669
S005,0.01,0.0024164242
S006,0.01,0.002741511
S007,0.01,0.0021050345
S008,0.01,0.00125
S009,0.01,0.0025500875
S010,0.01,0.0019273821
S011,0.01,0.00125
S012,0.01,0.0038082421
S013,0.01,0.002741511
S014,0.01,0.00125
S015,0.01,0.0042155812
S016,0.01,0.00125
S017,0.01,0.00125
S018,0.01,0.00125
S019,0.01,0.0092045998
S020,0.01,0.0042898585
S021,0.01,0.00125
S022,0.01,0.0038505244
S023,0.01,0.0084888989
S024,0.01,0.0045153486
S025,0.01,0.0057578043
S026,0.01,0.0029324669
S027,0.01,0.0048697547
S028,0.01,0.0037540378
S029,0.01,0.0061372342
S030,0.01,0.0043158248
S031,0.01,0.00125
S032,0.01,0.0042086943
S033,0.01,0.005216074
S034,0.01,0.00125
S035,0.01,0.0026051336
S036,0.01,0.0035996524
S037,0.01,0.002523963
S038,0.01,0.0038082421
S039,0.01,0.0042481605
S040,0.01,0.00125
S041,0.01,0.0023692356
S042,0.01,0.0040598433
S043,0.01,0.0042317626
S044,0.01,0.002741511
S045,0.01,0.005216074
S046,0.01,0.0025264019
S047,0.01,0.00125
S048,0.01,0.00125
S049,0.01,0.00125
S050,0.01,0.00125
S051,0.01,0.00125
S052,0.01,0.0034919078
S053,0.01,0.00125
S054,0.01,0.00125
S055,0.01,0.0026290835
S056,0.01,0.0024075552
S057,0.01,0.00125
S058,0.01,0.0042374403
S059,0.01,0.00125
S060,0.01,0.0032871367
S061,0.01,0.0023780544
S062,0.01,0.00125
S063,0.01,0.0030073282
S064,0.01,0.0023901186
S065,0.01,0.0037614506
S066,0.01,0.0038582525
S067,0.01,0.008483702
S068,0.01,0.0062563572
S069,0.01,0.00125
S070,0.01,0.0023901186
S071,0.01,0.00125
S072,0.01,0.0036695469
S073,0.01,0.006076125
S074,0.01,0.0020130758
S075,0.01,0.00125
S076,0.01,0.0038979983
S077,0.01,0.0044994259
S078,0.01,0.0092449092
S079,0.01,0.0054572339
S080,0.01,0.00125
S081,0.01,0.0073810323
S082,0.01,0.00125
S083,0.01,0.0042992496
S084,0.01,0.0124953783
S085,0.01,0.00125
S086,0.01,0.00125
S087,0.01,0.00125
S088,0.01,0.0026066817
S089,0.01,0.00125
S090,0.01,0.0021852114
S091,0.01,0.0033433423
S092,0.01,0.00125
S093,0.01,0.0073810323
S094,0.01,0.0069039903
S095,0.01,0.00125
S096,0.01,0.00125
S097,0.01,0.0052490494
S098,0.01,0.0029554912
S099,0.01,0.0055955497
S100,0.01,0.0042155812
