scenario_id,probability,empty_risk_per_km
S001,0.01,0.0052671472
S002,0.01,0.00125
S003,0.01,0.00125
S004,0.01,0.0046821293
S005,0.01,0.0023894928
S006,0.01,0.0035920508
S007,0.01,0.007514411
S008,0.01,0.0020904084
S009,0.01,0.0025253585
S010,0.01,0.0028630946
S011,0.01,0.00125
S012,0.01,0.0085142503
S013,0.01,0.0023692356
S014,0.01,0.0041194761
S015,0.01,0.0019062964
S016,0.01,0.0099298994
S017,0.01,0.0042359371
S018,0.01,0.0030073282
S019,0.01,0.004234179
S020,0.01,0.0044675381
S021,0.01,0.002523963
S022,0.01,0.0024164242
S023,0.01,0.0048981364
S024,0.01,0.0038979983
S025,0.01,0.0036695469
S026,0.01,0.0035126079
S027,0.01,0.007999282
S028,0.01,0.0064394281
S029,0.01,0.0055955497
S030,0.01,0.0042481605
S031,0.01,0.0046973728
S032,0.01,0.0042898585
S033,0.01,0.0042992496
S034,0.01,0.0063202715
S035,0.01,0.0038406797
S036,0.01,0.0061030897
S037,0.01,0.0070488988
S038,0.01,0.0038979983
S039,0.01,0.0049219416
S040,0.01,0.007172111
S041,0.01,0.0026899884
S042,0.01,0.0040598433
S043,0.01,0.00125
S044,0.01,0.0088623822
S045,0.01,0.00125
S046,0.01,0.00125
S047,0.01,0.0058095288
S048,0.01,0.0017518306
S049,0.01,0.0109788362
S050,0.01,0.00125
S051,0.01,0.00125
S052,0.01,0.0046973728
S053,0.01,0.003539258
S054,0.01,0.00125
S055,0.01,0.0022986177
S056,0.01,0.00125
S057,0.01,0.0030073282
S058,0.01,0.0070488988
S059,0.01,0.0033078991
S060,0.01,0.00125
S061,0.01,0.00125
S062,0.01,0.0088623822
S063,0.01,0.00125
S064,0.01,0.0089009947
S065,0.01,0.0042155812
S066,0.01,0.00125
S067,0.01,0.00125
S068,0.01,0.0022879932
S069,0.01,0.0040163994
S070,0.01,0.00125
S071,0.01,0.0029761606
S072,0.01,0.0040589005
S073,0.01,0.00125
S074,0.01,0.00125
S075,0.01,0.0043158248
S076,0.01,0.0054338306
S077,0.01,0.005626118
S078,0.01,0.0026051336
S079,0.01,0.00125
S080,0.01,0.0039709374
S081,0.01,0.00125
S082,0.01,0.00125
S083,0.01,0.00125
S084,0.01,0.0031986641
S085,0.01,0.0035612108
S086,0.01,0.0042992496
S087,0.01,0.0032871367
S088,0.01,0.0038979983
S089,0.01,0.00125
S090,0.01,0.0038979983
S091,0.01,0.0077428963
S092,0.01,0.0033078991
S093,0.01,0.0021050345
S094,0.01,0.0052490494
S095,0.01,0.00125
S096,0.01,0.0035467202
S097,0.01,0.00125
S098,0.01,0.0028297043
S099,0.01,0.0035569589
S100,0.01,0.0021050345
